EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW		EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG13049	xdhA	ECK2862	Q46799	b2866	Null	g1789230	JW5462	9413	EB2861	aa	OK	752	Clockwise	2998367	3000625	64.62	ygeS	Xanthine dehydrogenase	Xanthine dehydrogenase molybdenum-binding subunit; involved in limited purine catabolism; mutation confers adenine sensitivity	AFMB Structural Genomics target No. 102 (http://afmb.cnrs-mrs.fr/article171.html).	81320.83		EG13049	xdhA	ECK2862	Q46799	b2866	Null	g1789230	JW5462	9413	EB2861	aa	OK	752	Clockwise	2998367	3000625	64.62	ygeS	Xanthine dehydrogenase	Xanthine dehydrogenase molybdenum-binding subunit; involved in limited purine catabolism; mutation confers adenine sensitivity	AFMB Structural Genomics target No. 102 (http://afmb.cnrs-mrs.fr/article171.html).	81320.83	
EG13050	xdhB	ECK2863	Q46800	b2867	Null	g1789231	JW2835	9416	EB2862	aa	OK	292	Clockwise	3000636	3001514	64.67	ygeT	Xanthine dehydrogenase	Xanthine dehydrogenase FAD-binding subunit; involved in limited purine catabolism	Null	31556.81		EG13050	xdhB	ECK2863	Q46800	b2867	Null	g1789231	JW2835	9416	EB2862	aa	OK	292	Clockwise	3000636	3001514	64.67	ygeT	Xanthine dehydrogenase	Xanthine dehydrogenase FAD-binding subunit; involved in limited purine catabolism	Null	31556.81	
EG13051	xdhC	ECK2864	Q46801	b2868	Null	g1789232	JW2836	9418	EB2863	aa	OK	159	Clockwise	3001511	3001990	64.69	ygeU	Xanthine dehydrogenase	Iron-sulfur binding xanthine dehydrogenase subunit; involved in limited purine catabolism	Null	16921.71		EG13051	xdhC	ECK2864	Q46801	b2868	Null	g1789232	JW2836	9418	EB2863	aa	OK	159	Clockwise	3001511	3001990	64.69	ygeU	Xanthine dehydrogenase	Iron-sulfur binding xanthine dehydrogenase subunit; involved in limited purine catabolism	Null	16921.71	
EG13057	yqeA	ECK2870	Q46807	b2874	Null	g1789238	JW2842	9438	EB2869	aa	OK	310	Clockwise	3009483	3010415	64.86	Null	Systematic nomenclature	Carbonate kinase homolog, function unknown	yqeA, yahI and ybcF are paralogs. AFMB Structural Genomics target No. 69 (http://afmb.cnrs-mrs.fr/article171.html).	33070.97		EG13057	yqeA	ECK2870	Q46807	b2874	Null	g1789238	JW2842	9438	EB2869	aa	OK	310	Clockwise	3009483	3010415	64.86	Null	Systematic nomenclature	Carbonate kinase homolog, function unknown	yqeA, yahI and ybcF are paralogs. AFMB Structural Genomics target No. 69 (http://afmb.cnrs-mrs.fr/article171.html).	33070.97	
EG13065	xanQ	ECK2878	P67444	b2882	Null	g87082178	JW2850	9463	EB2877	aa	ALT_INIT[-19]	466	Clockwise	3022373	3023773	65.14	ygfO	Xanthine	Xanthine permease	Null	49108.25		EG13065	xanQ	ECK2878	P67444	b2882	Null	g87082178	JW2850	9463	EB2877	aa	ALT_INIT[-19]	466	Clockwise	3022373	3023773	65.14	ygfO	Xanthine	Xanthine permease	Null	49108.25	
EG13069	ygfS	ECK2881	Q46819	b2886	Null	g87082179	JW5468	9471	EB2880	aa	ALT_INIT[-1]	162	Counterclockwise	3026546	3027034	65.23	Null	Systematic nomenclature	Predicted electron transport protein, function unknown	AFMB Structural Genomics target No. 82 (http://afmb.cnrs-mrs.fr/article171.html).	17513.33		EG13069	ygfS	ECK2881	Q46819	b2886	Null	g87082179	JW5468	9471	EB2880	aa	ALT_INIT[-1]	162	Counterclockwise	3026546	3027034	65.23	Null	Systematic nomenclature	Predicted electron transport protein, function unknown	AFMB Structural Genomics target No. 82 (http://afmb.cnrs-mrs.fr/article171.html).	17513.33	
EG13071	ygfU	ECK2883	Q46821	b2888	Null	g87082181	JW5470	9478	EB2882	aa	ALT_INIT[-23]	482	Clockwise	3029389	3030837	65.29	Null	Systematic nomenclature	Predicted xanthine permease	Related to B. subtilis pbuX.	51757.96		EG13071	ygfU	ECK2883	Q46821	b2888	Null	g87082181	JW5470	9478	EB2882	aa	ALT_INIT[-23]	482	Clockwise	3029389	3030837	65.29	Null	Systematic nomenclature	Predicted xanthine permease	Related to B. subtilis pbuX.	51757.96	
EG13072	idi	ECK2884	Q46822	b2889	CG63336	g1789255	JW2857	9484	EB2883	aa	OK	182	Clockwise	3031087	3031635	65.33	ygfV	Isopentenyl diphosphate isomerase	Isopentenyl diphosphate isomerase, isoprenoid biosynthesis; interconverts isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP)	The idi gene is nonessential.	20508.26		EG13072	idi	ECK2884	Q46822	b2889	CG63336	g1789255	JW2857	9484	EB2883	aa	OK	182	Clockwise	3031087	3031635	65.33	ygfV	Isopentenyl diphosphate isomerase	Isopentenyl diphosphate isomerase, isoprenoid biosynthesis; interconverts isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP)	The idi gene is nonessential.	20508.26	
EG13079	bglA	ECK2896	Q46829	b2901	CG965	g2367174	JW2869	9523	EB2889	aa	OK	479	Clockwise	3041684	3043123	65.56	bglD;yqfC	beta-Glucoside	Phospho-beta-glucosidase A; growth on arbutin or salicin when activated	bglA, bglB and ascB are paralogs.	55360.77		EG13079	bglA	ECK2896	Q46829	b2901	CG965	g2367174	JW2869	9523	EB2889	aa	OK	479	Clockwise	3041684	3043123	65.56	bglD;yqfC	beta-Glucoside	Phospho-beta-glucosidase A; growth on arbutin or salicin when activated	bglA, bglB and ascB are paralogs.	55360.77	
EG13086	amiC	ECK2813	P63883	b2817	Null	g87082163	JW5449	9238	EB2895	aa	ALT_INIT[-30]	417	Counterclockwise	2945779	2947032	63.49	ygdN	Amidase	N-acetylmuramyl-L-alanine amidase, periplasmic; recruited to the septal ring by FtsN during cell division; overexpression causes lysis; activated by NlpD	NlpD activates AmiC-mediated in vitro murein cleavage; nlpD and amiC mutants have the same phenotype, resulting from an AmiC defect (Uehara, 2010). AmiC is localized to the septal ring via its N-terminal septal targeting domain in constricting cells (Bernhardt, 2003). Divisome, non-essential. In amiABC triple mutants, thickened dark bands termed septal peptidoglycan (SP) rings appear at division sites, representing a cell division structure that accumulates when septal synthesis and hydrolysis by the AmiABC amidases are uncoupled (Priyadarshini, 2007). A mutant lacking five murein hydrolases (amiABCmltCD=MHD90) has a delayed lysis phenotype after beta-lactam treatment (Heidrich, 2002). AmiC is a verified Tat substrate (Bernhardt, 2003). AmiC has a predicted Tat-only (Class I) 31 aa signal peptide (Tullman-Ercek, 2007). Ize (2003) incorrectly report a predicted 33 aa signal peptide in the text, but correctly depict a predicted 31 aa signal peptide in Fig. 4A.	45634.45		EG13086	amiC	ECK2813	P63883	b2817	Null	g87082163	JW5449	9238	EB2895	aa	ALT_INIT[-30]	417	Counterclockwise	2945779	2947032	63.49	ygdN	Amidase	N-acetylmuramyl-L-alanine amidase, periplasmic; recruited to the septal ring by FtsN during cell division; overexpression causes lysis; activated by NlpD	NlpD activates AmiC-mediated in vitro murein cleavage; nlpD and amiC mutants have the same phenotype, resulting from an AmiC defect (Uehara, 2010). AmiC is localized to the septal ring via its N-terminal septal targeting domain in constricting cells (Bernhardt, 2003). Divisome, non-essential. In amiABC triple mutants, thickened dark bands termed septal peptidoglycan (SP) rings appear at division sites, representing a cell division structure that accumulates when septal synthesis and hydrolysis by the AmiABC amidases are uncoupled (Priyadarshini, 2007). A mutant lacking five murein hydrolases (amiABCmltCD=MHD90) has a delayed lysis phenotype after beta-lactam treatment (Heidrich, 2002). AmiC is a verified Tat substrate (Bernhardt, 2003). AmiC has a predicted Tat-only (Class I) 31 aa signal peptide (Tullman-Ercek, 2007). Ize (2003) incorrectly report a predicted 33 aa signal peptide in the text, but correctly depict a predicted 31 aa signal peptide in Fig. 4A.	45634.45	
EG13105	ygbK	ECK2732	Q46889	b2737	Null	g1789093	JW2707	8988	EB2908	aa	OK	388	Clockwise	2860357	2861523	61.65	Null	Systematic nomenclature	Function unknown; regulated by FlhDC and FliA; mutants are not defective in motility or chemotraxis	Null	41339.09		EG13105	ygbK	ECK2732	Q46889	b2737	Null	g1789093	JW2707	8988	EB2908	aa	OK	388	Clockwise	2860357	2861523	61.65	Null	Systematic nomenclature	Function unknown; regulated by FlhDC and FliA; mutants are not defective in motility or chemotraxis	Null	41339.09	
EG13108	ygbN	ECK2735	Q46892	b2740	Null	g1789097	JW2710	8999	EB2911	aa	OK	454	Clockwise	2863123	2864487	61.71	Null	Systematic nomenclature	Putative GntP family transporter, function unknown	IT (Ion Transporter) superfamily (Prakash, 2003). ST(3) structural class based on hydropathy profile (Lolkema, 2003).	46769.61		EG13108	ygbN	ECK2735	Q46892	b2740	Null	g1789097	JW2710	8999	EB2911	aa	OK	454	Clockwise	2863123	2864487	61.71	Null	Systematic nomenclature	Putative GntP family transporter, function unknown	IT (Ion Transporter) superfamily (Prakash, 2003). ST(3) structural class based on hydropathy profile (Lolkema, 2003).	46769.61	
EG13109	truD	ECK2740	Q57261	b2745	CG84023	g1789102	JW2715	9011	EB2912	aa	OK; Verified[0]	349	Counterclockwise	2868277	2869326	61.82	ygbO	tRNA uridine	tRNA(Glu) U13 pseudouridine synthase	Null	39091.49		EG13109	truD	ECK2740	Q57261	b2745	CG84023	g1789102	JW2715	9011	EB2912	aa	OK; Verified[0]	349	Counterclockwise	2868277	2869326	61.82	ygbO	tRNA uridine	tRNA(Glu) U13 pseudouridine synthase	Null	39091.49	
EG13114	ygbT	ECK2750	Q46896	b2755	Null	g1789113	JW2725	9038	EB2915	aa	OK	305	Counterclockwise	2876877	2877794	62.01	cas1	Systematic nomenclature	CRISP-associated protein Cas1, predicted DNA endonuclease	YgbT(Cas1) of P. aeruginosa is a metal-dependent DNA-specific endonuclease that makes dsDNA fragments around 80 bp long (Wiedenheft, 2009). OtherPDB (P. aeruginoa):3GOD. DUF48 member. YgbT(Cas1) is the only protein associated with all CRISPR loci.	33194.47		EG13114	ygbT	ECK2750	Q46896	b2755	Null	g1789113	JW2725	9038	EB2915	aa	OK	305	Counterclockwise	2876877	2877794	62.01	cas1	Systematic nomenclature	CRISP-associated protein Cas1, predicted DNA endonuclease	YgbT(Cas1) of P. aeruginosa is a metal-dependent DNA-specific endonuclease that makes dsDNA fragments around 80 bp long (Wiedenheft, 2009). OtherPDB (P. aeruginoa):3GOD. DUF48 member. YgbT(Cas1) is the only protein associated with all CRISPR loci.	33194.47	
EG13115	casE	ECK2751	Q46897	b2756	Null	g1789114	JW2726	9042	EB2916	aa	OK	199	Counterclockwise	2877810	2878409	62.03	cse3;ygcH	CRISP-associated	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex	CasE(YgcH) can cleave or facilitate autocleavage of CRISP RNA (crRNA) precursors to ~67 nt fragments (Brouns , 2008). The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	22292.99		EG13115	casE	ECK2751	Q46897	b2756	Null	g1789114	JW2726	9042	EB2916	aa	OK	199	Counterclockwise	2877810	2878409	62.03	cse3;ygcH	CRISP-associated	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex	CasE(YgcH) can cleave or facilitate autocleavage of CRISP RNA (crRNA) precursors to ~67 nt fragments (Brouns , 2008). The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	22292.99	
EG13116	casD	ECK2752	Q46898	b2757	Null	g87082154	JW5844	9044	EB2917	aa	ALT_INIT[-2]	224	Counterclockwise	2878396	2879070	62.04	cas5;ygcI	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	25208.80		EG13116	casD	ECK2752	Q46898	b2757	Null	g87082154	JW5844	9044	EB2917	aa	ALT_INIT[-2]	224	Counterclockwise	2878396	2879070	62.04	cas5;ygcI	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	25208.80	
EG13117	casC	ECK2753	Q46899	b2758	Null	g1789116	JW2728	9046	EB2918	aa	OK	363	Counterclockwise	2879073	2880164	62.05	cse4;ygcJ	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	40025.48		EG13117	casC	ECK2753	Q46899	b2758	Null	g1789116	JW2728	9046	EB2918	aa	OK	363	Counterclockwise	2879073	2880164	62.05	cse4;ygcJ	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	40025.48	
EG13118	casB	ECK2754	P76632	b2759	Null	g1789117	JW2729	9048	EB2919	aa	OK	160	Counterclockwise	2880177	2880659	62.08	cse2;ygcK	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	18701.51		EG13118	casB	ECK2754	P76632	b2759	Null	g1789117	JW2729	9048	EB2919	aa	OK	160	Counterclockwise	2880177	2880659	62.08	cse2;ygcK	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008).	18701.51	
EG13119	casA	ECK2755	Q46901	b2760	Null	g1789118	JW2730	9050	EB2920	aa	OK	502	Counterclockwise	2880652	2882160	62.09	cse1;ygcL	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008). BaeSR regulon. CasA is homologous to human TRRAP protein, phosphatidylinositol kinases and DNA-dependent protein kinases.	55901.19		EG13119	casA	ECK2755	Q46901	b2760	Null	g1789118	JW2730	9050	EB2920	aa	OK	502	Counterclockwise	2880652	2882160	62.09	cse1;ygcL	CRISP-associated	CRISP RNA (crRNA) containing Cascade antiviral complex	The Cascade antiviral complex is comprised of CasABCDE and short CRISP RNAs (crRNAs) and requires the predicted helicase YgcB(Cas3) for activity (Brouns , 2008). BaeSR regulon. CasA is homologous to human TRRAP protein, phosphatidylinositol kinases and DNA-dependent protein kinases.	55901.19	
EG13121	ygcN	ECK2761	Q46904	b2766	Null	g87082155	JW2736	9070	EB2922	aa	ALT_INIT[-10]	423	Clockwise	2890679	2891950	62.30	Null	Systematic nomenclature	Function unknown	Null	46393.19		EG13121	ygcN	ECK2761	Q46904	b2766	Null	g87082155	JW2736	9070	EB2922	aa	ALT_INIT[-10]	423	Clockwise	2890679	2891950	62.30	Null	Systematic nomenclature	Function unknown	Null	46393.19	
EG13123	ygcP	ECK2763	Q46906	b2768	Null	g1789127	JW2738	9074	EB2924	aa	OK	191	Clockwise	2892218	2892793	62.34	Null	Systematic nomenclature	Function unknown, G3P_antiterm antiterminator (mRNA-binding) family	Null	20786.40		EG13123	ygcP	ECK2763	Q46906	b2768	Null	g1789127	JW2738	9074	EB2924	aa	OK	191	Clockwise	2892218	2892793	62.34	Null	Systematic nomenclature	Function unknown, G3P_antiterm antiterminator (mRNA-binding) family	Null	20786.40	
EG13125	ygcR	ECK2765	Q46908	b2770	Null	g87082158	JW5441	9079	EB2926	aa	ALT_INIT[-2]	259	Counterclockwise	2893798	2894577	62.37	Null	Systematic nomenclature	Cell death gene, function unknown; predicted electron transfer flavoprotein, beta subunit	YgcR is required for MazF-mediated cell death after DNA damage (Amitai, 2009). YgcQR probably form a complex.	28720.36		EG13125	ygcR	ECK2765	Q46908	b2770	Null	g87082158	JW5441	9079	EB2926	aa	ALT_INIT[-2]	259	Counterclockwise	2893798	2894577	62.37	Null	Systematic nomenclature	Cell death gene, function unknown; predicted electron transfer flavoprotein, beta subunit	YgcR is required for MazF-mediated cell death after DNA damage (Amitai, 2009). YgcQR probably form a complex.	28720.36	
EG13126	ygcS	ECK2766	Q46909	b2771	Null	g87082159	JW5845	9082	EB2927	aa	ALT_INIT[-24]	445	Counterclockwise	2894555	2895892	62.39	Null	Systematic nomenclature	Putative transporter, function unknown; membrane protein	Major Facilitator Superfamily (MFS).	48234.15		EG13126	ygcS	ECK2766	Q46909	b2771	Null	g87082159	JW5845	9082	EB2927	aa	ALT_INIT[-24]	445	Counterclockwise	2894555	2895892	62.39	Null	Systematic nomenclature	Putative transporter, function unknown; membrane protein	Major Facilitator Superfamily (MFS).	48234.15	
EG13128	ygcU	ECK2767	Q46911	b4463	Null	Null	JW5442	174094	EB2929	aa	OK	484	Counterclockwise	2895986	2897440	62.42	ygcT;ygcV	Systematic nomenclature	Function unknown	Null	53737.38		EG13128	ygcU	ECK2767	Q46911	b4463	Null	Null	JW5442	174094	EB2929	aa	OK	484	Counterclockwise	2895986	2897440	62.42	ygcT;ygcV	Systematic nomenclature	Function unknown	Null	53737.38	
EG13130	ygcW	ECK2768	P76633	b2774	Null	g87082160	JW5443	9088	EB2930	aa	ALT_INIT[-25]	261	Counterclockwise	2897510	2898295	62.45	Null	Systematic nomenclature	Predicted oxidoreductase, COG1028 family; function unknown	AFMB Structural Genomics target No. 21  (http://afmb.cnrs-mrs.fr/article171.html).	28042.06		EG13130	ygcW	ECK2768	P76633	b2774	Null	g87082160	JW5443	9088	EB2930	aa	ALT_INIT[-25]	261	Counterclockwise	2897510	2898295	62.45	Null	Systematic nomenclature	Predicted oxidoreductase, COG1028 family; function unknown	AFMB Structural Genomics target No. 21  (http://afmb.cnrs-mrs.fr/article171.html).	28042.06	
EG13140	tynA	ECK1383	P46883	b1386	CG59	g1787651	JW1381	4639	EB2934	aa	OK; Verified[30]	757	Counterclockwise	1447100	1449373	31.19	maoA	Tyramine	Copper amine oxidase; tyramine oxidase; Cu(II) and topaquinone cofactors; homodimer	Topaquinone (TPQ) is 2,4,5-trihydroxyphenylalanine quinone, and is derived from a tyrosyl residue in the active site, in a copper-dependent oxidation reaction.	84378.66		EG13140	tynA	ECK1383	P46883	b1386	CG59	g1787651	JW1381	4639	EB2934	aa	OK; Verified[30]	757	Counterclockwise	1447100	1449373	31.19	maoA	Tyramine	Copper amine oxidase; tyramine oxidase; Cu(II) and topaquinone cofactors; homodimer	Topaquinone (TPQ) is 2,4,5-trihydroxyphenylalanine quinone, and is derived from a tyrosyl residue in the active site, in a copper-dependent oxidation reaction.	84378.66	
EG13148	yafK	ECK0225	P0AA99	b0224	Null	g1786418	JW0214	757	EB2942	aa	OK	246	Counterclockwise	245065	245805	5.28	Null	Systematic nomenclature	Required for biofilm production in enteroaggregative E. coli	The first 19 aa are predicted to be a signal peptide.	28021.21		EG13148	yafK	ECK0225	P0AA99	b0224	Null	g1786418	JW0214	757	EB2942	aa	OK	246	Counterclockwise	245065	245805	5.28	Null	Systematic nomenclature	Required for biofilm production in enteroaggregative E. coli	The first 19 aa are predicted to be a signal peptide.	28021.21	
EG13150	yafM	ECK0229	Q47152	b0228	Null	g1786422	JW0218	779	EB2944	aa	OK	165	Clockwise	247637	248134	5.34	Null	Systematic nomenclature	Function unknown	Null	20041.84		EG13150	yafM	ECK0229	Q47152	b0228	Null	g1786422	JW0218	779	EB2944	aa	OK	165	Clockwise	247637	248134	5.34	Null	Systematic nomenclature	Function unknown	Null	20041.84	
EG13155	ais	ECK2245	P45565	b2252	CG53490	g1788586	JW2246	7451	EB2949	aa	OK	200	Counterclockwise	2363040	2363642	50.93	pagH(S.t.);pmrG	Aluminum inducible	Predicted LPS core heptose(II)-phosphate phosphatase; aluminum-inducible protein; Salmonella ortholog is regulated by PmrAB(BasRS)	A signal anchor is predicted.	22256.56		EG13155	ais	ECK2245	P45565	b2252	CG53490	g1788586	JW2246	7451	EB2949	aa	OK	200	Counterclockwise	2363040	2363642	50.93	pagH(S.t.);pmrG	Aluminum inducible	Predicted LPS core heptose(II)-phosphate phosphatase; aluminum-inducible protein; Salmonella ortholog is regulated by PmrAB(BasRS)	A signal anchor is predicted.	22256.56	
