Accession	ECK	Gene	Protein name	emPAI	mRNA	Copy number	Sequence	Number of	Mascot	Number of	GRAVY	GO cellular component
JW3703	ECK3718	pstB	phosphate transporter subunit -!- ATP-binding component of ABC superfamily	0,47	000	22,71	18,68	2	73	0	0.000	GO:0005737 cytoplasm
JW2456	ECK2467	dapE	N-succinyl-diaminopimelate deacylase	0,27	-	13,27	7,73	2	73	0	-0,066	0
JW3680	ECK3695	rpmH	50S ribosomal subunit protein L34	099	4,12	4064,14	21,74	3	72	0	-1,111	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0662	ECK0664	nagC	DNA-binding transcriptional dual regulator	0,17	0,72	8,47	4,93	2	72	0	-0,006	GO:0005737 cytoplasm
JW5267	ECK1638	slyA	DNA-binding transcriptional activator	1,37	4,87	64,08	24,31	2	71	0	-0,277	GO:0005737 cytoplasm
JW0659	ECK0654	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	0,47	0,38	22,71	5,88	2	71	0	0,027	0
JW5592	ECK3804	dapF	diaminopimelate epimerase	0,47	0,94	22,71	007	2	70	0	0.000	GO:0005737 cytoplasm
JW0336	ECK0342	lacI	DNA-binding transcriptional repressor	0,29	0,36	14,22	005	2	70	0	0,032	GO:0005737 cytoplasm
JW0723	ECK0722	cydB	cytochrome d terminal oxidase, subunit II	3,64	2,91	165,27	7,65	3	69	8	0,658	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0880	ECK0888	ycaC	predicted hydrolase	1,51	5,76	70,42	27,88	3	69	0	-0,127	0
JW1844	ECK1856	lpxM	myristoyl-acyl carrier protein (ACP)-dependent acyltransferase	0,33	0,27	16,12	9,91	2	69	1	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2564	ECK2578	ung	uracil-DNA-glycosylase	0,64	2,58	30,64	11,79	2	68	0	-0,283	GO:0005737 cytoplasm
JW2860	ECK2887	recJ	ssDNA exonuclease, 5' --> 3'-specific	0,23	0,22	11,36	9,53	3	68	0	-0,069	0
JW4313	ECK4340	hsdR	endonuclease R	0,08	1,52	4,08	2,61	3	68	0	-0,489	GO:0005737 cytoplasm
JW3944	ECK3972	secE	preprotein translocase membrane subunit	0,93	0,49	44,02	11,02	2	67	3	0,876	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5118	ECK0885	dmsA	dimethyl sulfoxide reductase, anaerobic, subunit A	0,11	0,29	5,56	3,32	2	67	0	-0,436	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5760	ECK4255	yjgQ	conserved inner membrane protein	0,44	000	21,31	12,22	3	66	6	0.000	GO:0009274 cell wall (sensu Bacteria)
JW0168	ECK0172	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	0,35	001	17,07	6,78	3	66	0	0.000	0
JW5162	ECK1103	lolD	outer membrane-specific lipoprotein transporter subunit -!- ATP-binding component of ABC superfamily	0,47	0,43	22,71	11,59	2	65	0	-0,182	GO:0005737 cytoplasm
JW5800	ECK4382	nadR	bifunctional DNA-binding transcriptional repressor -!- NMN adenylyltransferase	0,27	0,51	13,27	9,02	3	65	0	-0,361	0
JW1838	ECK1850	purT	phosphoribosylglycinamide formyltransferase 2	0,23	001	11,36	6,12	2	65	0	0,056	GO:0005737 cytoplasm
JW0910	ECK0918	ycbL	predicted metal-binding enzyme	0,78	0,57	37,12	12,09	2	64	0	-0,145	0
JW2797	ECK2825	ptsP	fused PEP-protein phosphotransferase (enzyme I) of PTS system	0,12	0,42	6,05	4,14	2	64	0	-0,094	0
JW3162	ECK3184	yrbF	predicted toluene transporter subunit -!- ATP-binding component of ABC superfamily	0,78	0,37	37,12	26,02	3	63	0	0,133	GO:0005737 cytoplasm
JW3392	ECK3415	glgA	glycogen synthase	0,72	1,31	34,35	13,42	4	63	0	0,003	GO:0005737 cytoplasm
JW1263	ECK1265	yciK	predicted oxoacyl-(acyl carrier protein) reductase, EmrKY-TolC system	0,58	0,29	27,85	17,06	3	63	0	-0,321	0
JW4358	ECK4387	ytjC	phosphoglyceromutase 2, co-factor independent	0,47	0,12	22,71	10,23	2	63	1	-0,371	GO:0005737 cytoplasm
JW1403	ECK1399	ydbC	predicted oxidoreductase, NAD(P)-binding	0,39	0,62	18,96	9,79	2	63	0	0,047	0
JW5404	ECK2519	sseB	rhodanase-like enzyme, sulfur transfer from thiosulfate	1,78	2,34	083	13,95	3	62	0	-0,176	0
JW2204	ECK2209	rcsD	phosphotransfer intermediate protein in two-component regulatory system with RcsBC	000	-	5,07	3,37	2	62	1	-0,234	0
JW1711	ECK1720	ydiY	conserved protein	0,67	0,53	32,03	7,54	2	61	0	-0,501	0
JW0205	ECK0215	dnaQ	DNA polymerase III epsilon subunit	0,47	0,43	22,71	9,47	2	61	0	-0,162	GO:0005737 cytoplasm
JW0908	ECK0916	ycbB	predicted carboxypeptidase	0,16	0,56	7,99	4,72	2	61	0	-0,276	0
JW1243	ECK1245	yciI	predicted enzyme	2,16	-	99,64	19,39	2	61	0	-0,031	0
JW3715	ECK3730	atpE	F0 sector of membrane-bound ATP synthase, subunit c	009	3,68	398	20,25	2	60	2	1,267	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2714	ECK2739	surE	broad specificity 5'(3')-nucleotidase and polyphosphatase	1,37	2,06	64,08	19,76	3	59	0	-0,075	0
JW3167	ECK3189	yhbN	predicted transporter subunit -!- periplasmic-binding component of ABC superfamily	1,15	1,28	54,08	13,51	2	59	0	-0,444	0
JW4092	ECK4125	cadA	lysine decarboxylase 1	0,18	0,18	8,96	4,06	3	59	0	0.000	GO:0005737 cytoplasm
JW2263	ECK2262	elaC	binuclear zinc phosphodiesterase	0,54	-	25,99	13,77	3	59	0	-0,061	0
JW1106	ECK1106	cobB	deacetylase of acetyl-CoA synthetase, NAD-dependent	1,15	2,12	54,08	10,39	2	58	0	-0,354	0
JW3149	ECK3171	dacB	D-alanyl-D-alanine carboxypeptidase	000	0,12	9,92	7,76	2	58	0	-0,051	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
JW0824	ECK0830	deoR	DNA-binding transcriptional repressor	0,58	-	27,85	7,14	2	58	0	-0,182	GO:0005737 cytoplasm
JW2326	ECK2323	aroC	chorismate synthase	0,33	001	16,12	12,74	3	57	0	-0,267	0
JW4177	ECK4214	ytfL	predicted inner membrane protein	0,31	000	15,17	8,28	2	57	4	0,238	0
JW0454	ECK0459	kefA	fused mechanosensitive channel proteins	0,08	0,41	4,08	1,88	2	57	12	-0,031	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2566	ECK2580	trxC	thioredoxin 2	0,67	-	32,03	23,02	2	57	0	0.000	0
JW2411	ECK2413	pdxK	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase	1,15	1,58	54,08	15,55	3	56	0	0.000	0
JW4003	ECK4035	lexA	DNA-binding transcriptional repressor	001	1,12	33,42	15,84	2	56	0	-0,241	GO:0005737 cytoplasm
JW5606	ECK3762	ilvE	branched-chain amino-acid aminotransferase	0,29	-	14,22	9,71	2	55	0	-0,165	0
JW3193	ECK3213	nanT	sialic acid transporter	1,15	000	54,08	6,45	3	54	12	0,689	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3319	ECK3344	yhfA	conserved protein	0,67	0,48	32,03	17,91	2	54	0	0,069	0
JW5312	ECK1895	otsA	trehalose-6-phosphate synthase	0,19	001	9,44	4,01	2	54	0	-0,281	0
JW5313	ECK1918	yedO	D-cysteine desulfhydrase, PLP-dependent	0,43	-	20,84	8,54	2	54	0	0,123	0
JW1237	ECK1239	oppC	oligopeptide transporter subunit -!- membrane component of ABC superfamily	0,58	1,71	27,85	4,64	2	53	6	0,675	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4208	ECK4244	yjgJ	predicted transcriptional regulator	0,52	0,18	25,05	15,23	2	53	0	-0,167	0
JW5189	ECK1194	ychM	predicted transporter	0,43	-	20,84	4,65	2	53	11	0,831	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4069	ECK4101	phnA	predicted phosphonate metabolizing protein	2,16	1,29	99,64	17,12	2	52	0	-0,532	0
JW5745	ECK4202	ytfB	predicted cell envelope opacity-associated protein	1,37	2,11	64,08	13,21	3	52	0	-0,574	0
JW3252	ECK3277	mscL	mechanosensitive channel	1,15	1,54	54,08	11,76	2	52	2	0,499	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2599	ECK2614	yfjF	predicted protein	0,78	0,45	37,12	19,79	2	52	0	-0,584	0
JW1600	ECK1603	rstA	DNA-bindng response regulator in two-component regulatory system with RstB	0,47	0,32	22,71	10,33	2	52	0	-0,064	GO:0005737 cytoplasm
JW1477	ECK1476	osmC	osmotically inducible, stress-inducible membrane protein	0,78	1,52	37,12	20,28	2	51	0	-0,122	0
JW4072	ECK4104	proP	proline/glycine betaine transporter	0,52	000	25,05	003	2	51	12	0,558	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2318	ECK2315	flk	predicted flagella assembly protein	0,26	0,71	12,79	9,97	2	51	1	-0,308	0
JW5287	ECK1755	ynjE	predicted thiosulfate sulfur transferase	000	2,43	9,92	4,14	2	51	0	-0,455	0
JW4352	ECK4381	radA	predicted repair protein	0,19	0,46	9,44	4,57	2	50	0	0,038	0
JW2482	ECK2493	uraA	uracil transporter	1,15	0,72	54,08	2,56	2	48	12	1,045	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1245	ECK1247	yciA	predicted hydrolase	0,93	0,46	44,02	13,64	2	48	0	0,118	0
JW3598	ECK3613	rfaK	lipopolysaccharide core biosynthesis	0,17	0,64	8,47	5,32	2	48	0	-0,176	GO:0019866 inner membrane
JW1750	ECK1759	gdhA	glutamate dehydrogenase, NADP-specific	0,19	0,42	9,44	4,47	2	47	0	-0,158	GO:0005737 cytoplasm
JW1903	ECK1917	yecS	predicted transporter subunit -!- membrane component of ABC superfamily	0,67	-	32,03	13,51	2	46	3	0,435	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1272	ECK1275	yciM	conserved protein	000	0,24	015	11,05	3	45	0	-0,365	0
JW0719	ECK0718	mngR	DNA-binding transcriptional dual regulator, fatty-acyl-binding	0,58	0,28	27,85	8,75	3	43	0	-0,563	GO:0005737 cytoplasm
JW0566	ECK0569	ybdG	predicted mechanosensitive channel	0,41	000	020	4,34	2	43	5	0,301	GO:0042597 periplasmic space
JW0015	ECK0016	insL	IS186/IS421 transposase	0,37	0,59	18,01	4,32	2	43	0	-0,222	0
JW5652	ECK3561	avtA	valine-pyruvate aminotransferase	0,29	0,27	14,22	004	2	43	0	-0,065	0
JW2761	ECK2784	yqcA	predicted flavoprotein	1,15	0,33	54,08	18,79	2	42	0	-0,117	0
JW1860	ECK1872	yecP	predicted methyltransferase	0,22	0,36	10,88	8,05	2	42	0	-0,241	0
JW1794	ECK1803	fadD	acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)	0,19	-	9,44	7,84	2	42	0	-0,098	GO:0009274 cell wall (sensu Bacteria)
JW1050	ECK1048	yceB	predicted lipoprotein	0,58	0,42	27,85	20,43	2	41	0	-0,142	0
JW3605	ECK3620	rfaP	kinase that phosphorylates core heptose of lipopolysaccharide	0,23	0,67	11,36	3,77	2	41	0	-0,275	GO:0019866 inner membrane
JW3984	ECK4016	lysC	aspartokinase III	0,35	0,19	17,07	6,24	2	40	0	0.000	GO:0005737 cytoplasm
JW2214	ECK2213	atoC	fused response regulator of ato opeon, in two-component system with AtoS	0,15	-	7,51	7,16	2	40	0	-0,168	GO:0005737 cytoplasm
JW3036	ECK3054	ygjD	predicted peptidase	001	0,29	24,12	11,28	2	39	0	0,015	0
JW1811	ECK1820	rrmA	23S rRNA m1G745 methyltransferase	0,33	0,22	16,12	10,41	2	39	0	-0,284	GO:0005737 cytoplasm
JW4355	ECK4384	slt	lytic murein transglycosylase, soluble	000	001	5,07	3,88	2	38	0	-0,503	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
JW2060	ECK2071	mdtB	multidrug efflux system, subunit B	0,23	-	11,36	1,63	3	37	11	0,376	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW4351	ECK4380	serB	3-phosphoserine phosphatase	0,27	0,59	13,27	6,52	2	35	0	0,091	GO:0005737 cytoplasm
JW3028	ECK3046	cca	fused tRNA nucleotidyl transferase -!- 2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	0,19	0,19	9,44	6,55	2	35	0	-0,313	GO:0005737 cytoplasm
JW5402	ECK2506	yfgJ	predicted protein	2,16	-	99,64	36,62	2	35	0	-0,179	0
JW2432	ECK2434	eutL	predicted carboxysome structural protein with predicted role in ethanolamine utilization	0,67	000	32,03	6,85	2	34	0	0,191	0
JW1628	ECK1632	pdxY	pyridoxal kinase 2/pyridoxine kinase	0,43	001	20,84	010	2	34	0	0,108	0
JW5355	ECK2127	pbpG	D-alanyl-D-alanine endopeptidase	0,25	0,42	12,32	9,68	2	33	0	-0,056	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
JW2037	ECK2046	fcl	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase and GDP-4-dehydro-6-L-deoxygalactose reductase	0,36	-	17,54	7,48	2	33	0	-0,267	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0790	ECK0794	fiu	predicted iron outer membrane transporter	0,13	-	6,53	003	2	33	1	-0,499	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW5871	ECK4336	mcrB	5-methylcytosine-specific restriction enzyme McrBC, subunit McrB	0,19	0,43	9,44	5,66	2	32	0	-0,456	GO:0005737 cytoplasm
JW1676	ECK1683	ydiI	conserved protein	0,93	1,18	44,02	24,26	2	31	0	-0,064	0
JW2479	ECK2490	yfgC	predicted peptidase	0,19	0,65	9,44	004	2	31	0	-0,383	0
JW4083	ECK4115	fumB	anaerobic class I fumarate hydratase (fumarase B)	0,13	0,17	6,53	6,39	2	31	0	-0,316	0
JW5823	ECK1419	ydcH	predicted protein	0,67	1,73	32,03	22,97	2	30	0	-1,024	0
JW2699	ECK2724	hypD	protein required for maturation of hydrogenases	0,31	0,41	15,17	006	2	30	0	-0,092	0
JW0304	ECK0310	betB	betaine aldehyde dehydrogenase, NAD-dependent	0,19	-	9,44	005	2	30	0	-0,079	0
JW2691	ECK2716	hycE	hydrogenase 3, large subunit	0,13	-	6,53	2,81	2	30	0	-0,354	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0082	ECK0085	ftsI	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	0,13	5,46	6,53	3,74	2	29	1	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5892	ECK0143	yadB	glutamyl-Q tRNA(Asp) synthetase	0,29	-	14,22	12,01	2	29	0	-0,272	0
JW2701	ECK2726	fhlA	DNA-binding transcriptional activator	0,12	-	6,05	6,94	2	29	0	-0,244	GO:0005737 cytoplasm
JW3725	ECK3740	yieN	fused predicted transcriptional regulators	0,15	1,45	7,51	3,21	2	28	0	-0,219	0
JW5099	ECK0707	ybgQ	predicted outer membrane protein	0,16	-	7,99	3,07	2	28	0	-0,412	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW5795	ECK4350	yjjA	conserved protein	0,93	0,65	44,02	15,85	2	27	0	0.000	0
JW3251	ECK3276	trkA	NAD-binding component of TrK potassium transporter	0,32	0,21	15,65	5,68	2	26	0	-0,015	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0831	ECK0838	ybjL	predicted transporter	0,44	-	21,31	5,88	2	26	9	0,554	0
JW2030	ECK2039	wcaK	predicted pyruvyl transferase	0,21	-	010	4,69	2	26	0	-0,018	0
JW0683	ECK0683	kdpD	fused sensory histidine kinase in two-component regulatory system with KdpE	0,11	0,79	5,56	2,01	2	25	4	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1668	ECK1674	ynhG	conserved protein	0,47	0,76	22,71	6,29	2	24	0	-0,235	0
JW1104	ECK1104	lolE	outer membrane-specific lipoprotein transporter subunit -!- membrane component of ABC superfamily	0,33	1,15	16,12	7,73	2	24	4	0,411	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3038	ECK3056	dnaG	DNA primase	0,14	0,55	7,02	004	2	24	0	-0,389	GO:0005737 cytoplasm
JW0059	ECK0061	polB	DNA polymerase II	000	0,32	5,07	2,04	2	24	0	-0,451	GO:0005737 cytoplasm
JW4111	ECK4146	ampC	beta-lactamase/D-alanine carboxypeptidase	0,21	0,15	010	5,04	2	23	0	-0,184	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
JW1389	ECK1391	paaG	acyl-CoA hydratase	0,33	0,09	16,12	013	2	22	0	-0,094	0
JW1486	ECK1485	yddW	predicted liprotein	0,17	0,77	8,47	5,47	2	22	0	-0,464	0
JW5385	ECK2351	yfdN	"CPS-53 (KpLE1) prophage; predicted protein"	0,47	-	22,71	20,73	2	22	0	-0,815	0
JW3536	ECK3553	xylB	xylulokinase	0,22	0,11	10,88	7,64	2	21	0	-0,092	0
JW2441	ECK2452	cchA	predicted carboxysome structural protein, ethanolamine utilization protein	1,15	-	54,08	057	2	21	0	0,405	0
JW0231	ECK0242	phoE	outer membrane phosphoporin protein E	0,26	-	12,79	7,98	2	21	0	-0,574	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
