Accession number	OLN	ECK	Gene	Protein name	emPAI Value	Copy number per cell	mRNA	ABS_CALL	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
P0AB77	JW3592	ECK3607	kbl	glycine C-acetyltransferase	24.12	1033.75		2	59.05	20	1143	0	-0.049	0
P0ABD5	JW0180	ECK0184	accA	acetylCoA carboxylase. carboxytransferase. alpha subunit	14.85	645.93		2	74.29	21	1067	0	-0.233	GO:0005737 cytoplasm
P0AC53	JW1841	ECK1853	zwf	glucose-6-phosphate dehydrogenase	4.23	119.92		2	52.34	22	1010	0	-0.374	GO:0005737 cytoplasm
P0A7A7	JW4001	ECK4033	plsB	glycerol-3-phosphate O-acyltransferase	2.95	135		2	46.34	26	978	0	-0.179	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P00926	JW2363	ECK2362	dsdA	D-serine ammonia-lyase	7.91	350.74		2	58.37	17	803	0	-0.087	GO:0005737 cytoplasm
P33920	JW2174	ECK2180	yejK	nucleotide associated protein	5.95	266.13		2	59	15	758	0	-0.364	GO:0005737 cytoplasm
P0A8E7	JW5058	ECK0420	yajQ	predicted nucleotide binding protein	22	950		2	73.62	12	756	0	-0.454	0
P60723	JW3281	ECK3306	rplD	50S ribosomal subunit protein L4	64.79	2694.37		2	60	11	673	0	-0.235	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P60906	JW2498	ECK2510	hisS	histidyl tRNA synthetase	3.05	139.23		2	47.64	16	651	0	-0.272	GO:0005737 cytoplasm
P69407	JW2205	ECK2210	rcsB	DNA-binding response regulator in two-component regulatory system with RcsC and YojN	13.68	596.53		2	66	12	632	0	0.021	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
P22256	JW2637	ECK2656	gabT	4-aminobutyrate aminotransferase. PLP-dependent	1.68	78		2	46.24	12	585	0	0.002	0
P0ABJ1	JW0422	ECK0426	cyoA	cytochrome o ubiquinol oxidase subunit II	9	398		2	41.27	9	560	3	-0.009	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AF12	JW0155	ECK0158	pfs	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	9	398		2	56.47	7	531	0	0.306	0
P07004	JW0233	ECK0244	proA	gamma-glutamylphosphate reductase	1.89	87.54		2	31.65	11	523	0	-0.005	GO:0005737 cytoplasm
P06983	JW5932	ECK3799	hemC	hydroxymethylbilane synthase	5.16	232		2	61.66	13	520	0	-0.066	0
P24215	JW4285	ECK4313	uxuA	mannonate hydrolase	2.59	118.82		2	44.16	12	513	0	-0.402	0
P31663	JW0129	ECK0132	panC	pantothenate synthetase	3.47	157.78		2	42	11	506	0	-0.108	GO:0005737 cytoplasm
P0A6P7	JW5930	ECK3857	yihA	GTP-binding protein	9	398		2	44.44	9	498	0	-0.437	0
P75876	JW5898	ECK0958	yccW	predicted methyltransferase	3.22	146.75		2	41.14	12	492	0	0.000	0
P0A6T5	JW2140	ECK2146	folE	GTP cyclohydrolase I	7.58	336.54		2	58.11	10	480	0	-0.121	0
P0A8Y5	JW3674	ECK3689	yidA	predicted hydrolase	2.98	136.13		2	39.63	8	473	0	-0.002	0
P0ADA5	JW0424	ECK0428	yajG	predicted lipoprotein	6.74	300.32		2	54.69	6	467	0	0.000	0
P0AAC0	JW1327	ECK1329	uspE	stress-induced protein	3.87	175.38		2	51.27	11	428	0	-0.207	0
P39396	JW5791	ECK4344	yjiY	predicted inner membrane protein	2.59	118.82		2	18.44	9	416	16	0.725	0
P0A6D7	JW5947	ECK3377	aroK	shikimate kinase I	11.59	507.96		2	46.82	9	409	0	-0.621	0
P39199	JW5841	ECK2324	prmB	N5-glutamine methyltransferase	7.25	322.33		2	24.19	8	408	0	-0.153	0
P33363	JW2120	ECK2125	bglX	beta-D-glucoside glucohydrolase. periplasmic	0.49	23.65		2	12.55	8	404	0	0.000	GO:0042597 periplasmic space
P0A9E5	JW1328	ECK1330	fnr	DNA-binding transcriptional dual regulator. global regulator of anaerobic growth	1.51	70.42		2	28	6	398	0	-0.274	GO:0005737 cytoplasm
P37665	JW5657	ECK3539	yiaD	predicted outer membrane lipoprotien	7	289.95		2	40.18	6	395	3	-0.073	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P32695	JW5950	ECK4041	yjbN	tRNA-dihydrouridine synthase A	1.15	54.08		2	30.72	7	392	0	-0.291	0
P0ADW3	JW5539	ECK3222	yhcB	conserved protein	12.34	540		2	71.97	8	390	1	-0.552	0
Q46868	JW5505	ECK3033	yqiC	conserved protein	11.92	521.98		2	63.54	9	389	0	-0.818	0
P37440	JW5394	ECK2421	ucpA	predicted oxidoredutase. sulfate metabolism protein	3.87	175.38		2	40.68	9	389	0	0.046	0
Q57261	JW2715	ECK2740	truD	pseudoruidine synthase	1	65.44		2	33.52	8	389	0	-0.269	0
P0A988	JW3678	ECK3693	dnaN	DNA polymerase III. beta subunit	1.45	67.71		2	25.68	7	378	0	-0.133	GO:0005737 cytoplasm
P0ADK0	JW5655	ECK3541	yiaF	conserved protein	12.34	540		2	38.14	7	367	1	-0.151	0
P75913	JW5146	ECK1019	ycdW	2-ketoacid reductase	1.15	54.08		2	41.03	7	360	0	-0.258	0
P27848	JW5854	ECK3820	yigL	predicted hydrolase	1.58	73.59		2	37.22	7	356	0	-0.185	0
P14081	JW3563	ECK3579	selB	selenocysteinyl-tRNA-specific translation factor	0.68	33		2	18.89	9	350	0	-0.354	GO:0005737 cytoplasm
P0A9C0	JW2235	ECK2233	glpA	sn-glycerol-3-phosphate dehydrogenase (anaerobic). large subunit. FAD/NAD(P)-binding	0.47	22.71		2	14.39	6	347	0	-0.134	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AF96	JW5756	ECK4245	yjgK	conserved protein	6.94	308.96		2	76	7	346	0	-0.249	0
P69828	JW2081	ECK2087	gatA	galactitol-specific enzyme IIA component of PTS	14.85	645.93		2	66.35	5	336	0	-0.025	0
P0AEZ9	JW0765	ECK0771	moaB	molybdopterin biosynthesis protein B	4.01	181.53		2	47.65	7	331	0	-0.225	0
P0AE22	JW2194	ECK2198	napA	nitrate reductase. periplasmic. large subunit	0.36	17.54		2	13	7	311	0	-0.438	GO:0042597 periplasmic space
P76536	JW2424	ECK2426	yfeX	conserved protein	1	65.44		2	35.45	7	302	0	-0.322	0
P0AA43	JW2171	ECK2177	rsuA	16S rRNA pseudouridylate 516 synthase	2.51	115.26		2	39.39	5	277	0	-0.363	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0A784	JW5740	ECK4158	orn	oligoribonuclease	2.83	129.48		2	35.36	7	268	0	-0.372	0
P37647	JW5668	ECK3511	kdgK	ketodeoxygluconokinase	1.68	78		2	25.24	5	263	0	-0.195	0
P05707	JW2674	ECK2700	srlD	sorbitol-6-phosphate dehydrogenase	1.15	54.08		2	20.85	4	261	0	0.000	0
P36680	JW0099	ECK0102	yacF	conserved protein	1.68	78		2	34.82	6	252	0	-0.155	0
P23827	JW2197	ECK2201	eco	ecotin. a serine protease inhibitor	2.59	118.82		2	31.48	5	249	0	-0.257	GO:0042597 periplasmic space
P76621	JW5427	ECK2653	ygaT	predicted protein	1.07	50.43		2	23.38	5	249	0	-0.375	0
P0A821	JW3564	ECK3580	selA	selenocysteine synthase	0.47	22.71		2	20.73	5	243	0	-0.055	GO:0005737 cytoplasm
P76104	JW1431	ECK1429	ydcP	predicted peptidase	0.32	15.65		2	12.56	5	243	0	-0.311	0
P33940	JW2198	ECK2202	mqo	malate dehydrogenase. FAD/NAD(P)-binding domain	0.64	30.64		2	14.78	6	240	0	-0.255	0
P0AEY5	JW2996	ECK3019	mdaB	NADPH quinone reductase	2.51	115.26		2	31.61	6	239	0	-0.356	0
P45425	JW5538	ECK3211	nanK	predicted N-acetylmannosamine kinase	1.03	49		2	21.65	4	235	0	0.272	GO:0005737 cytoplasm
P36929	JW3250	ECK3275	rsmB	16S rRNA m5C967 methyltransferase. S-adenosyl-L-methionine-dependent	0.82	38.96		2	15.15	5	229	0	-0.394	GO:0005737 cytoplasm
P77791	JW0448	ECK0453	maa	maltose O-acetyltransferase	2.59	118.82		2	50.82	5	226	0	-0.056	GO:0005737 cytoplasm
Q46948	JW5057	ECK0418	yajL	conserved protein	1.51	70.42		2	37.24	4	217	0	0.323	0
P0ACR4	JW2144	ECK2150	yeiE	predicted DNA-binding transcriptional regulator	1.15	54.08		2	16.72	4	185	0	0.017	0
P0A8H6	JW3837	ECK3859	yihI	conserved protein	2.16	99.64		2	40.83	5	179	0	-1.377	0
P30863	JW0197	ECK0207	dkgB	2.5-diketo-D-gluconate reductase B	1.05	49.52		2	21.72	4	179	0	-0.114	GO:0005737 cytoplasm
P0ABF6	JW2131	ECK2136	cdd	cytidine/deoxycytidine deaminase	0.72	34.35		2	16.67	3	179	0	0.001	0
P77756	JW0434	ECK0438	ybaX	predicted aluminum resistance protein	1.89	87.54		2	26.41	4	175	0	-0.095	0
P76034	JW1276	ECK1279	yciT	predicted DNA-binding transcriptional regulator	0.67	32.03		2	16.87	4	157	0	-0.092	0
P0AC51	JW5714	ECK4038	zur	DNA-binding transcriptional activator. Zn(II)-binding	1.15	54.08		2	26.32	3	150	0	0.000	GO:0005737 cytoplasm
P0AD10	JW1891	ECK1901	yecJ	predicted protein	5.31	238.33		2	54.22	3	147	0	0.082	GO:0005737 cytoplasm
P77171	JW5226	ECK1416	ydcI	predicted DNA-binding transcriptional regulator	0.47	22.71		2	21.17	3	147	0	-0.022	0
P33030	JW2161	ECK2167	yeiR	predicted enzyme	0.73	34.81		2	19.82	4	145	0	-0.229	0
P60757	JW2001	ECK2014	hisG	ATP phosphoribosyltransferase	0.37	18.01		2	10.37	2	145	0	-0.145	GO:0005737 cytoplasm
P0AES9	JW3478	ECK3494	hdeA	stress response protein acid-resistance protein	2.16	99.64		2	54.55	2	136	1	-0.208	0
P31828	JW1489	ECK1488	pqqL	predicted peptidase	0.07	3.59		2	4.19	2	130	1	-0.397	GO:0005737 cytoplasm
P0ADP2	JW5588	ECK3814	yigI	conserved protein	1.37	64.08		2	19.35	3	129	0	-0.008	0
P0AD24	JW2175	ECK2181	yejL	conserved protein	2.98	136.13		2	28	2	123	0	-0.184	0
P0AA47	JW5330	ECK2008	yeeF	predicted amino-acid transporter	1.68	78		2	5.75	3	116	12	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0A6L9	JW2511	ECK2524	hscB	DnaJ-like molecular chaperone specific for IscU	1	33.42		2	25.15	3	113	0	-0.598	0
P76535	JW2421	ECK2423	yfeU	predicted PTS component	0.26	12.79		2	10.74	2	113	0	0.134	0
P31658	JW1950	ECK1963	hchA	Hsp31 molecular chaperone	1	47.23		2	9.89	3	112	0	-0.224	0
P64602	JW5535	ECK3180	yrbB	predicted protein	2.98	136.13		2	18.56	2	107	0	0.032	0
P0ADT2	JW5927	ECK3028	ygiB	conserved outer membrane protein	0.47	22.71		2	13.61	2	99	0	-0.601	0
P06987	JW2004	ECK2017	hisB	fused histidinol-phosphatase -!- imidazoleglycerol-phosphate dehydratase	0.41	20		2	8.45	3	99	0	-0.365	0
Q46845	JW5492	ECK2983	yghU	predicted S-transferase	0.54	25.99		2	13.19	3	96	1	-0.403	0
P39356	JW5952	ECK4284	yjhU	"KpLE2 phage-like element; predicted DNA-binding transcriptional regulator"	0.44	21.31		2	8.84	3	93	0	-0.025	0
P27830	JW5598	ECK3780	rffG	dTDP-glucose 4.6-dehydratase	0.25	12.32		2	7.89	2	88	0	0.000	0
P0AFB1	JW3132	ECK3151	nlpI	conserved protein	0.36	17.54		2	12	2	87	0	-0.321	0
P0ACP5	JW5946	ECK3423	gntR	DNA-binding transcriptional repressor	0.67	32.03		2	10.57	3	85	0	-0.104	GO:0005737 cytoplasm
P0A8Y3	JW5566	ECK3878	yihX	predicted hydrolase	0.67	32.03		2	11.56	2	84	0	-0.158	0
P68398	JW2543	ECK2557	tadA	tRNA-specific adenosine deaminase	0.52	25.05		2	14.61	2	82	0	-0.135	0
P60955	JW2796	ECK2824	lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	0.78	37.12		2	9.28	2	80	5	0.444	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P51024	JW0345	ECK0351	yaiL	nucleoprotein/polynucleotide-associated enzyme	0.47	22.71		2	15.64	2	80	0	-0.473	GO:0005737 cytoplasm
P0CE60	JW5895	ECK0261	insH	IS5 element protein	0.27	13.27		2	6.44	2	78	0	-0.585	0
P31441	JW3640	ECK3656	ade	cryptic adenine deaminase	0.17	8.47		2	4.08	2	78	0	-0.035	0
P0AG03	JW2308	ECK2305	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	0.52	25.05		2	13	2	77	0	0.244	0
P75782	JW5107	ECK0796	ybiN	predicted SAM-dependent methyltransferase	0.36	17.54		2	6.17	2	76	0	-0.382	0
P0AED7	JW2456	ECK2467	dapE	N-succinyl-diaminopimelate deacylase	0.27	13.27		2	7.73	2	73	0	-0.066	0
P39838	JW2204	ECK2209	rcsD	phosphotransfer intermediate protein in two-component regulatory system with RcsBC	0	5.07		2	3.37	2	62	1	-0.234	0
P0AB55	JW1243	ECK1245	yciI	predicted enzyme	2.16	99.64		2	19.39	2	61	0	-0.031	0
P0A8V0	JW2263	ECK2262	elaC	binuclear zinc phosphodiesterase	0.54	25.99		2	13.77	3	59	0	-0.061	0
P0ACK5	JW0824	ECK0830	deoR	DNA-binding transcriptional repressor	0.58	27.85		2	7.14	2	58	0	-0.182	GO:0005737 cytoplasm
P0AGG4	JW2566	ECK2580	trxC	thioredoxin 2	0.67	32.03		2	23.02	2	57	0	0.000	0
P0AB80	JW5606	ECK3762	ilvE	branched-chain amino-acid aminotransferase	0.29	14.22		2	9.71	2	55	0	-0.165	0
P76316	JW5313	ECK1918	yedO	D-cysteine desulfhydrase. PLP-dependent	0.43	20.84		2	8.54	2	54	0	0.123	0
P0AFR2	JW5189	ECK1194	ychM	predicted transporter	0.43	20.84		2	4.65	2	53	11	0.831	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AFT2	JW1903	ECK1917	yecS	predicted transporter subunit -!- membrane component of ABC superfamily	0.67	32.03		2	13.51	2	46	3	0.435	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P69451	JW1794	ECK1803	fadD	acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)	0.19	9.44		2	7.84	2	42	0	-0.098	GO:0009274 cell wall (sensu Bacteria)
Q06065	JW2214	ECK2213	atoC	fused response regulator of ato opeon. in two-component system with AtoS	0.15	7.51		2	7.16	2	40	0	-0.168	GO:0005737 cytoplasm
P76398	JW2060	ECK2071	mdtB	multidrug efflux system. subunit B	0.23	11.36		2	1.63	3	37	11	0.376	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P76575	JW5402	ECK2506	yfgJ	predicted protein	2.16	99.64		2	36.62	2	35	0	-0.179	0
P32055	JW2037	ECK2046	fcl	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase and GDP-4-dehydro-6-L-deoxygalactose reductase	0.36	17.54		2	7.48	2	33	0	-0.267	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
P75780	JW0790	ECK0794	fiu	predicted iron outer membrane transporter	0.13	6.53		2	3	2	33	1	-0.499	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P17445	JW0304	ECK0310	betB	betaine aldehyde dehydrogenase. NAD-dependent	0.19	9.44		2	5	2	30	0	-0.079	0
P16431	JW2691	ECK2716	hycE	hydrogenase 3. large subunit	0.13	6.53		2	2.81	2	30	0	-0.354	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P27305	JW5892	ECK0143	yadB	glutamyl-Q tRNA(Asp) synthetase	0.29	14.22		2	12.01	2	29	0	-0.272	0
P19323	JW2701	ECK2726	fhlA	DNA-binding transcriptional activator	0.12	6.05		2	6.94	2	29	0	-0.244	GO:0005737 cytoplasm
P75750	JW5099	ECK0707	ybgQ	predicted outer membrane protein	0.16	7.99		2	3.07	2	28	0	-0.412	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P60869	JW0831	ECK0838	ybjL	predicted transporter	0.44	21.31		2	5.88	2	26	9	0.554	0
P71242	JW2030	ECK2039	wcaK	predicted pyruvyl transferase	0.21	10		2	4.69	2	26	0	-0.018	0
P76510	JW5385	ECK2351	yfdN	"CPS-53 (KpLE1) prophage; predicted protein"	0.47	22.71		2	20.73	2	22	0	-0.815	0
P0ABF4	JW2441	ECK2452	cchA	predicted carboxysome structural protein. ethanolamine utilization protein	1.15	54.08		2	57	2	21	0	0.405	0
P02932	JW0231	ECK0242	phoE	outer membrane phosphoporin protein E	0.26	12.79		2	7.98	2	21	0	-0.574	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P0AG67	JW0894	ECK0902	rpsA	30S ribosomal subunit protein S1	185.32	7463.64	14	2	89.05	55	3466	0	0.000	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0A7S3	JW3304	ECK3329	rpsL	30S ribosomal subunit protein S12	16.78	727.17	14	2	53.23	7	408	0	-0.623	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P62707	JW0738	ECK0744	gpmA	phosphoglyceromutase 1	70.97	2570.12	13	2	78	18	1025	0	-0.568	0
P0A7D4	JW4135	ECK4173	purA	adenylosuccinate synthetase	17.59	761.18	12	2	74.77	27	1783	0	0.000	GO:0005737 cytoplasm
P0A6B7	JW2514	ECK2527	iscS	cysteine desulfurase (tRNA sulfurtransferase). PLP-dependent	18.57	802.26	12	2	65.84	25	1575	0	-0.273	0
P60422	JW3279	ECK3304	rplB	50S ribosomal subunit protein L2	28.76	1226.02	11	2	67.77	19	868	0	-0.699	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0AC38	JW4099	ECK4133	aspA	aspartate ammonia-lyase	9	398	9	2	55	23	1259	0	-0.066	GO:0005737 cytoplasm
P69805	JW1808	ECK1817	manZ	mannose-specific enzyme IID component of PTS	2.46	113.03	9	2	29.72	7	357	2	0.407	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AGE9	JW0718	ECK0717	sucD	succinyl-CoA synthetase. NAD(P)-binding. alpha subunit	26.83	778.03	8	2	80.62	18	961	0	0.162	0
P0AFG8	JW0110	ECK0113	aceE	pyruvate dehydrogenase. decarboxylase component E1. thiamin-binding	47.33	3842.58	7	2	78.24	72	3966	0	-0.437	0
P0ACB2	JW0361	ECK0366	hemB	porphobilinogen synthase	5.49	246.16	7	2	45.37	11	546	0	-0.125	0
P0ABD3	JW3298	ECK3323	bfr	bacterioferritin. iron storage and detoxification protein	4.34	196	7	2	81.65	8	484	0	-0.472	GO:0005737 cytoplasm
P0A9Y6	JW1812	ECK1821	cspC	stress protein. member of the CspA-family	99	4064.14	7	2	89.86	6	337	0	0.000	0
P0ABB0	JW3712	ECK3727	atpA	F1 sector of membrane-bound ATP synthase. alpha subunit	28.29	1206.59	6	2	68.23	34	2198	0	-0.045	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0A7L0	JW3947	ECK3975	rplA	50S ribosomal subunit protein L1	53.12	2222.48	6	2	84.62	19	1077	0	-0.109	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0A7F3	JW4203	ECK4239	pyrI	aspartate carbamoyltransferase. regulatory subunit	150.99	6119.14	6	2	93.46	18	816	0	-0.273	GO:0005737 cytoplasm
P0AFC7	JW5875	ECK2281	nuoB	NADH:ubiquinone oxidoreductase. chain B	4.41	199.06	6	2	59.55	11	581	0	0.000	GO:0005737 cytoplasm
P0A8G6	JW0989	ECK0995	wrbA	predicted flavoprotein in Trp regulation	5.31	238.33	6	2	51.01	7	462	0	-0.082	GO:0005737 cytoplasm
P0AAC8	JW2512	ECK2525	iscA	FeS cluster assembly protein	9	398	6	2	80.37	7	305	0	-0.103	0
P0A6T9	JW2872	ECK2899	gcvH	glycine cleavage complex lipoylprotein	3161.28	116.766	6	2	32.56	4	195	0	-0.139	0
P0A7G6	JW2669	ECK2694	recA	DNA strand exchange and recombination protein with protease and nuclease activity	10.22	449.64	5	2	56.37	17	967	0	-0.175	GO:0005737 cytoplasm
P0A805	JW0167	ECK0171	frr	ribosome recycling factor	33.55	1.424	5	2	73.51	16	769	0	-0.534	GO:0005737 cytoplasm
P0AEU0	JW2306	ECK2303	hisJ	histidine/lysine/arginine/ornithine transporter subunit -!- periplasmic-binding component of ABC superfamily	1.15	54.08	5	2	29.23	5	215	1	-0.299	GO:0042597 periplasmic space
P0A9P4	JW0871	ECK0879	trxB	thioredoxin reductase. FAD/NAD(P)-binding	33.15	1407.05	4	2	80.69	16	944	0	-0.193	GO:0005737 cytoplasm
P68919	JW2173	ECK2179	rplY	50S ribosomal subunit protein L25	132.35	5385.32	4	2	87.23	12	570	0	-0.468	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0AAJ5	JW3864	ECK3886	fdoH	formate dehydrogenase-O. Fe-S subunit	2.87	131.26	4	2	38.33	9	474	0	-0.361	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AE01	JW2516	ECK2529	yfhQ	predicted methyltransferase	2.83	129.48	4	2	30.89	6	310	0	-0.133	0
P0AF36	JW3899	ECK3920	yiiU	conserved protein	18.31	791.36	4	2	77.78	6	228	0	-0.001	0
P15640	JW3969	ECK3997	purD	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	0.78	37.12	4	2	20.05	5	114	0	-0.071	GO:0005737 cytoplasm
P0AEH5	JW2261	ECK2260	elaB	conserved protein	0.78	37.12	4	2	27.72	2	110	1	-0.001	0
P0ABB4	JW3710	ECK3725	atpD	F1 sector of membrane-bound ATP synthase. beta subunit	64.29	2674.21	3	2	91.74	32	2120	0	-0.118	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P28904	JW4198	ECK4234	treC	trehalose-6-P hydrolase	16.43	712.46	3	2	52.81	28	1434	0	-0.001	GO:0005737 cytoplasm
P0ABP8	JW4347	ECK4376	deoD	purine-nucleoside phosphorylase	50	2087.68	3	2	89.12	18	1090	0	0.000	0
P0AAG8	JW2136	ECK2142	mglA	fused methyl-galactoside transporter subunitsl -!- ATP-binding components of ABC superfamily	2.69	123.27	3	2	46.05	19	970	0	-0.155	GO:0005737 cytoplasm
P25524	JW0328	ECK0334	codA	cytosine deaminase	9	398	3	2	42.62	13	668	0	-0.222	GO:0005737 cytoplasm
P27248	JW2873	ECK2900	gcvT	aminomethyltransferase. tetrahydrofolate-dependent. subunit (T protein) of glycine cleavage complex	5.16	232	3	2	49.45	13	626	0	-0.159	0
P08201	JW3328	ECK3353	nirB	nitrite reductase. large subunit. NAD(P)H-binding	0.87	41.26	3	2	22.08	14	589	0	-0.211	GO:0005737 cytoplasm
P0ACA3	JW3198	ECK3218	sspA	stringent starvation protein A	3.92	177.58	3	2	35.38	7	356	0	-0.265	GO:0005737 cytoplasm
P0A6G7	JW0427	ECK0431	clpP	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	18.31	791.36	3	2	36.23	6	237	0	-0.154	GO:0005737 cytoplasm
P77293	JW2347	ECK2345	yfdH	"CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase"	0.54	25.99	3	2	16.67	3	149	2	0.079	0
P29680	JW3961	ECK3989	hemE	uroporphyrinogen decarboxylase	0.47	22.71	3	2	18	3	142	0	-0.156	0
P0A705	JW3137	ECK3157	infB	fused protein chain initiation factor 2. IF2	15.47	672.06	2	2	72	57	3053	0	-0.533	GO:0005737 cytoplasm
P0A870	JW0007	ECK0008	talB	transaldolase B	53.84	1636.47	2	2	86	30	1935	0	0.000	GO:0005737 cytoplasm
P33232	JW3580	ECK3595	lldD	L-lactate dehydrogenase. FMN-linked	13.68	596.53	2	2	71.97	23	1479	0	0.037	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0A8A0	JW1853	ECK1865	yebC	conserved protein	6.02	269.17	2	2	50	11	577	0	-0.384	0
P0A763	JW2502	ECK2514	ndk	multifunctional nucleoside diphosphate kinase -!- apyrimidinic endonuclease -!- 3'-phosphodiesterase	41.17	1735.95	2	2	91.61	9	528	0	-0.082	GO:0042597 periplasmic space
P0A6T3	JW0740	ECK0746	galK	galactokinase	3.64	165.27	2	2	38.48	8	397	0	-0.105	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
P52697	JW0750	ECK0756	ybhE	6-phosphogluconolactonase	2.73	125.04	2	2	35.95	8	372	0	-0.224	0
P0CE49	JW0250	ECK0261	insH	"CP4-6 prophage; IS5 transposase and trans-activator"	1.24	58.18	2	2	16.86	5	267	0	-0.534	0
P69222	JW0867	ECK0875	infA	translation initiation factor IF-1	55.23	2308.02	2	2	88	5	243	0	-0.354	GO:0005737 cytoplasm
Q9JMS0	JW1693	ECK1701	ydiA	conserved protein	0.93	44.02	2	2	22.38	4	187	0	-0.093	0
P64451	JW1427	ECK1424	ydcL	predicted lipoprotein	0.72	34.35	2	2	26.58	4	134	0	-0.268	0
P00961	JW3530	ECK3547	glyS	glycine tRNA synthetase. beta subunit	24.88	1065.31	1	2	78.96	52	2433	0	-0.219	GO:0005737 cytoplasm
P05055	JW5851	ECK3152	pnp	polynucleotide phosphorylase/polyadenylase	10.84	476.06	1	2	57.22	35	2026	0	-0.169	GO:0005737 cytoplasm
P07118	JW4215	ECK4251	valS	valyl-tRNA synthetase	6	263.96	1	2	47.84	44	1966	0	0.000	GO:0005737 cytoplasm
P0AFK0	JW4194	ECK4230	pmbA	predicted peptidase required for the maturation and secretion of the antibiotic peptide MccB17	6.74	300.32	1	2	58.44	20	1188	0	0.000	GO:0005737 cytoplasm
P22523	JW0907	ECK0915	mukB	fused chromosome partitioning proteins	0.82	38.96	1	2	22	25	1140	0	-0.599	0
P25516	JW1268	ECK1271	acnA	aconitate hydratase 1	0.95	44.94	1	2	26.04	15	793	0	-0.234	0
P09323	JW0665	ECK0667	nagE	fused N-acetyl glucosamine specific PTS enzyme IICBA components	7.91	350.74	1	2	30	16	789	10	0.584	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P09127	JW3775	ECK3797	hemX	uroporphyrinogen III methylase	2.98	136.13	1	2	51.15	15	750	1	-0.435	0
P76658	JW3024	ECK3042	rfaE	fused heptose 7-phosphate kinase -!- heptose 1-phosphate adenyltransferase	3.52	159.98	1	2	45.91	16	713	0	-0.004	0
P37773	JW4192	ECK4228	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	5.45	244.42	1	2	42.23	16	707	0	-0.051	GO:0009274 cell wall (sensu Bacteria)
P37666	JW5656	ECK3540	tiaE	2-keto-D-gluconate reductase (glyoxalate reductase) (2-ketoaldonate reductase)	9	398	1	2	40.12	10	604	0	0.005	GO:0005737 cytoplasm
P06715	JW3467	ECK3485	gor	glutathione oxidoreductase	2.67	122.38	1	2	38.89	12	598	0	-0.112	GO:0005737 cytoplasm
