Accession number	ECK	Gene	Protein name	emPAI Value	mRNA expression level	Copy number per cell	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
JW2313	ECK2310	accD	acetylCoA carboxylase, beta (carboxyltranferase) subunit	4,34	2,63	554,63	47,37	14	805	0	-0,129	GO:0005737 cytoplasm
JW5689	ECK3404	malP	maltodextrin phosphorylase	0,92	2,73	365,77	25,85	16	803	0	-0,348	0
JW3948	ECK3976	rplJ	50S ribosomal subunit protein L10	19,31	12,93	833,23	71,52	15	800	0	0,045	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0557	ECK0560	nfrA	bacteriophage N4 receptor, outer membrane subunit	0,89	0,14	-	25,96	18	794	0	-0,454	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW3481	ECK3497	mdtE	multidrug resistance efflux transporter	2,59	0,18	-	55,32	13	788	0	-0,207	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0473	ECK0478	copA	copper transporter	2	2,08	1,57	28,06	15	787	8	0,205	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2715	ECK2740	truD	pseudoruidine synthase	4,18	-	65,44	57,88	15	783	0	-0,269	0
JW2784	ECK2809	mltA	membrane-bound lytic murein transglycosylase A	5,16	0,46	50,43	51,78	15	778	0	-0,409	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW0478	ECK0483	ybbK	predicted protease, membrane anchored	7,73	1,16	1,89	57,05	13	776	1	0.000	GO:0009274 cell wall (sensu Bacteria)
JW0938	ECK0946	ycbZ	predicted peptidase	3,26	1,04	25,52	34,64	15	776	0	-0,162	0
JW3711	ECK3726	atpG	F1 sector of membrane-bound ATP synthase, gamma subunit	5,95	4,66	1562,34	55,05	16	775	0	-0,227	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5601	ECK3777	wzzE	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	7	0,41	1,57	59,48	16	770	2	-0,354	GO:0019866 inner membrane
JW1865	ECK1877	argS	arginyl-tRNA synthetase	1,07	0,97	216	26	12	770	0	-0,258	GO:0005737 cytoplasm
JW3927	ECK3946	yijP	conserved inner membrane protein	5	0,34	1,41	36,05	18	769	5	-0,323	GO:0009274 cell wall (sensu Bacteria)
JW5086	ECK0576	fepA	iron-enterobactin outer membrane transporter	1,87	0	-	30,03	15	768	0	-0,581	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW0654	ECK0649	lnt	apolipoprotein N-acyltransferase	2,98	0,14	1,11	31,45	11	764	6	0,273	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4364	ECK4393	arcA	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA	9	0,38	550	61	14	763	0	-0,487	GO:0005737 cytoplasm
JW5539	ECK3222	yhcB	conserved protein	99	-	2,73	75	12	760	1	-0,552	0
JW0710	ECK0709	gltA	citrate synthase	4,25	11,49	1577,84	38	16	757	0	-0,231	0
JW3864	ECK3886	fdoH	formate dehydrogenase-O, Fe-S subunit	5,66	4	131,26	44,33	14	756	0	-0,361	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4177	ECK4214	ytfL	predicted inner membrane protein	5,66	0	1,18	33,33	11	755	4	0,238	0
JW0794	ECK0798	glnQ	glutamine transporter subunit -!- ATP-binding component of ABC superfamily	33,55	1	177,58	58	12	751	0	-0,138	GO:0005737 cytoplasm
JW2871	ECK2898	gcvP	glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex	1,12	2,26	223,08	23,82	15	751	0	-0,066	0
JW3265	ECK3290	rpsE	30S ribosomal subunit protein S5	33,55	11,95	1698,32	79,04	13	751	0	-0,101	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW0755	ECK0761	ybhC	predicted pectinesterase	6,36	2,15	70,42	36,07	10	746	0	-0,358	GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW0566	ECK0569	ybdG	predicted mechanosensitive channel	6,08	0	1	33,73	16	745	5	0,301	GO:0042597 periplasmic space
JW3027	ECK3045	htrG	predicted signal transduction protein (SH3 domain)	19,31	0,41	1,69	62,14	14	741	1	0.000	GO:0009274 cell wall (sensu Bacteria)
JW3897	ECK3918	glpK	glycerol kinase	2,43	0,17	1961,97	37,65	15	740	0	-0,292	0
JW4203	ECK4239	pyrI	aspartate carbamoyltransferase, regulatory subunit	80,11	6	6119,14	94,12	16	739	0	-0,273	GO:0005737 cytoplasm
JW2905	ECK2933	speA	biosynthetic arginine decarboxylase, PLP-binding	2,41	0,36	308,96	29,94	15	735	0	-0,296	GO:0042597 periplasmic space
JW4179	ECK4216	ytfM	predicted outer membrane protein and surface antigen	1,71	0,53	-	29,12	15	731	0	-0,415	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW1112	ECK1112	potA	polyamine transporter subunit -!- ATP-binding component of ABC superfamily	1,89	1	41	48,15	12	730	0	-0,338	GO:0005737 cytoplasm
JW3205	ECK3225	mdh	malate dehydrogenase, NAD(P)-binding	4,99	7,98	582,65	59,29	13	730	0	0,194	0
JW3277	ECK3302	rplV	50S ribosomal subunit protein L22	315,23	11,05	356580,75	67,27	12	730	0	-0,349	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3679	ECK3694	dnaA	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	2,06	2,49	23,18	33	15	728	0	-0,364	GO:0005737 cytoplasm
JW2987	ECK3010	parC	DNA topoisomerase IV, subunit A	1,31	0,23	37,12	28,19	15	728	0	-0,369	GO:0005737 cytoplasm
JW4333	ECK4362	rsmC	16S RNA m2G1207 methylase	2,55	0	117,04	37,32	10	728	0	-0,111	GO:0005737 cytoplasm
JW0082	ECK0085	ftsI	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	2,16	5,46	0,82	35,88	18	713	1	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5100	ECK0729	tolB	periplasmic protein	5,16	2,19	305,07	50,23	15	709	0	-0,215	GO:0042597 periplasmic space
JW1412	ECK1408	aldA	aldehyde dehydrogenase A, NAD-linked	1,21	5,19	233,98	26,51	10	705	0	-0,056	0
JW3995	ECK4027	malK	fused maltose transport subunit, ATP-binding component of ABC superfamily -!- regulatory protein	3,81	3,41	152	44	13	704	0	0.000	GO:0005737 cytoplasm
JW0861	ECK0868	ybjX	conserved protein	6,31	1,79	152	47,58	16	700	0	-0,345	0
JW1213	ECK1216	narX	sensory histidine kinase in two-component regulatory system with NarL	0,91	0,84	1,31	27,93	11	695	2	-0,213	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3889	ECK3910	cdh	CDP-diacylglycerol phosphotidylhydrolase	5,66	0	1,81	56,97	13	685	1	-0,304	0
JW3586	ECK3601	yibN	predicted rhodanese-related sulfurtransferase	70,97	6,68	3	72,03	12	683	1	0,064	0
JW3281	ECK3306	rplD	50S ribosomal subunit protein L4	22	-	2694,37	61,19	13	683	0	-0,235	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1194	ECK1191	ychF	predicted GTP-binding protein	4,46	1,41	662,37	46,83	13	679	0	-0,163	0
JW5277	ECK1712	pheS	phenylalanine tRNA synthetase, alpha subunit	2,51	2,02	444,52	43,12	12	678	0	-0,324	GO:0005737 cytoplasm
JW5343	ECK2089	gatY	D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit	7,58	26,98	1909,42	47,89	14	678	0	-0,091	0
JW1238	ECK1240	oppD	oligopeptide transporter subunit -!- ATP-binding component of ABC superfamily	4,62	3,76	84	47,48	13	676	0	-0,009	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3143	ECK3165	glmM	phosphoglucosamine mutase	2,43	-	398	39,78	15	675	0	0,013	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW2507	ECK2520	pepB	aminopeptidase B	2,98	2,26	780,47	48,24	14	672	0	-0,214	0
JW1913	ECK1927	yedD	predicted protein	18,95	0,25	99,64	74,45	11	669	0	-0,195	0
JW1117	ECK1117	purB	adenylosuccinate lyase	5	3,51	623,57	41,89	19	669	0	-0,243	GO:0005737 cytoplasm
JW4090	ECK4123	lysU	lysine tRNA synthetase, inducible	1,83	2,41	741,45	23,17	14	668	0	-0,399	GO:0005737 cytoplasm
JW4194	ECK4230	pmbA	predicted peptidase required for the maturation and secretion of the antibiotic peptide MccB17	2,03	1	300,32	35,11	13	659	0	0.000	GO:0005737 cytoplasm
JW2320	ECK2317	fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	3,28	17,01	1384,41	37,68	11	659	0	0,008	GO:0005737 cytoplasm
JW5943	ECK3514	yhjK	predicted diguanylate cyclase	1,05	-	1,35	22,19	10	655	2	0,187	0
JW3279	ECK3304	rplB	50S ribosomal subunit protein L2	15,24	11	1226,02	57,51	15	654	0	-0,699	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5657	ECK3539	yiaD	predicted outer membrane lipoprotien	30,62	-	2,46	73,52	9	652	3	-0,073	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5925	ECK2968	yghJ	predicted inner membrane lipoprotein	0,52	-	-	11,84	13	652	0	-0.001	0
JW2479	ECK2490	yfgC	predicted peptidase	1,35	0,65	9,44	28,75	10	642	0	-0,383	0
JW4198	ECK4234	treC	trehalose-6-P hydrolase	1,81	3	712,46	17,42	10	642	0	-0.001	GO:0005737 cytoplasm
JW1122	ECK1122	icd	"e14 prophage; isocitrate dehydrogenase, specific for NADP+"	2,16	11,81	3190,93	43,99	14	642	0	-0,154	0
JW3993	ECK4025	malF	maltose transporter subunit -!- membrane component of ABC superfamily	5,66	0,83	1,38	27,82	12	635	8	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3914	ECK3934	katG	catalase/hydroperoxidase HPI(I)	1,19	2,74	444,52	29,61	15	634	0	-0,372	0
JW3119	ECK3138	yraP	predicted protein	7,25	1,72	2,22	70,16	11	633	1	0,045	GO:0042597 periplasmic space
JW2276	ECK2275	nuoI	NADH:ubiquinone oxidoreductase, chain I	15,38	9,81	276,96	63,33	13	633	0	-0,327	GO:0005737 cytoplasm
JW5581	ECK3827	ubiE	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase -!- S-adenosylmethionine:2-DMK methyltransferase	6	3,07	473,93	51,39	11	633	0	-0,168	0
JW0101	ECK0104	guaC	GMP reductase	3,83	1,73	1226,02	33,14	12	633	0	-0,068	GO:0005737 cytoplasm
JW3263	ECK3288	rplO	50S ribosomal subunit protein L15	24,12	9,82	1033,75	67,36	11	630	0	0.000	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW5283	ECK1749	ydjY	predicted protein	4,62	1,07	-	51,11	12	629	0	-0,242	0
JW0515	ECK0519	cysS	cysteinyl-tRNA synthetase	2,48	1,45	289,95	39,26	13	619	0	-0,415	GO:0005737 cytoplasm
JW3260	ECK3285	rpsM	30S ribosomal subunit protein S13	192,07	11,13	5606,09	69,49	12	619	0	-0,424	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1261	ECK1263	rluB	23S rRNA pseudouridylate synthase	5,31	0,28	271,77	53,61	14	618	0	-0,585	0
JW2499	ECK2511	ispG	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	2,46	1,88	113,03	43,01	13	613	0	-0,157	0
JW3258	ECK3283	rpsD	30S ribosomal subunit protein S4	12,89	7,54	3458,88	63,59	14	613	0	-0,664	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3132	ECK3151	nlpI	conserved protein	10,66	-	17,54	49,32	12	608	0	-0,321	0
JW0623	ECK0621	lipA	lipoate synthase	6,08	1	308,96	47,66	13	606	0	0.000	GO:0005737 cytoplasm
JW0870	ECK0878	cydD	fused cysteine transporter subunits -!- membrane component and ATP-binding component of ABC superfamily	1,91	0,49	1,14	19,39	12	602	5	0,162	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2768	ECK2792	sdaB	L-serine deaminase II	4,99	9,92	680,91	23,74	10	601	0	0,052	0
JW0862	ECK0869	macA	macrolide transporter subunit, membrane fusion protein (MFP) component	3,33	0,18	1,66	37,74	13	593	1	-0,184	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3204	ECK3224	degS	serine endoprotease, periplasmic	4,88	0,38	1,32	37,75	10	590	1	0,115	GO:0042597 periplasmic space
JW3630	ECK3645	yicH	conserved protein	1,51	0,28	1,45	24,78	12	589	1	-0,161	0
JW0913	ECK0921	asnS	asparaginyl tRNA synthetase	1,71	3,57	365,77	28,54	13	589	0	-0,257	GO:0005737 cytoplasm
JW1843	ECK1855	pykA	pyruvate kinase II	2,03	1,76	404,41	38,13	13	589	0	-0,025	0
JW0731	ECK0730	pal	peptidoglycan-associated outer membrane lipoprotein	11,33	8,69	196	54,91	10	587	0	-0,454	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0091	ECK0094	ftsQ	membrane anchored protein involved in growth of wall at septum	4,41	1,33	1,74	46,01	10	585	1	-0,504	GO:0019866 inner membrane
JW3069	ECK3089	yqjD	conserved protein	99	3,84	2,75	59,41	10	583	1	-0,545	0
JW5238	ECK1473	sfcA	malate dehydrogenase, NAD-requiring (malic enzyme)	0,95	4,63	636,23	21,42	9	583	0	0.000	0
JW0729	ECK0728	tolA	membrane anchored protein in TolA-TolQ-TolR complex	2,32	1	1,23	27,79	11	579	1	-0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0866	ECK0873	clpA	ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity	0,92	1,83	139,67	20,84	13	578	0	-0,298	GO:0005737 cytoplasm
JW2198	ECK2202	mqo	malate dehydrogenase, FAD/NAD(P)-binding domain	2,73	-	30,64	28,83	15	575	0	-0,255	0
JW0424	ECK0428	yajG	predicted lipoprotein	11,92	-	300,32	46,35	8	575	0	0.000	0
JW0401	ECK0405	tsx	nucleoside channel, receptor of phage T6 and colicin K	17,74	3,01	767,47	49,66	11	573	0	-0,512	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW0657	ECK0652	ybeZ	predicted protein with nucleoside triphosphate hydrolase domain	1,65	1,77	197,75	40,95	10	569	0	0.000	0
JW5702	ECK3345	crp	DNA-binding transcriptional dual regulator	7	3,52	727,17	52	13	568	0	-0,225	GO:0005737 cytoplasm
JW0399	ECK0403	secF	SecYEG protein translocase auxillary subunit	11,92	0,34	1,92	24,77	8	566	6	0,401	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2757	ECK2780	barA	hybrid sensory histidine kinase, in two-component regulatory system with UvrY	0,78	0,23	1,27	22,98	14	564	2	-0,109	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2891	ECK2920	mscS	mechanosensitive channel	7,38	0,77	1,94	38,81	11	564	3	0,494	0
JW3361	ECK3385	yrfF	predicted inner membrane protein	1,28	0,29	1	17,72	9	563	5	-0,097	0
JW5368	ECK2206	yojL	predicted thiamine biosynthesis lipoprotein	2,55	0,36	-	34	11	562	0	-0,282	0
JW0931	ECK0939	ycbY	predicted methyltransferase	1,08	0	28,78	24,79	14	554	0	-0,359	0
JW1072	ECK1071	rluC	23S rRNA pseudouridylate synthase	2,16	1,28	113,93	33,23	11	554	0	-0,461	GO:0005737 cytoplasm
JW1709	ECK1717	thrS	threonyl-tRNA synthetase	0,76	18,32	485,85	28,04	12	552	0	-0,494	GO:0005737 cytoplasm
JW0727	ECK0726	tolQ	membrane spanning protein in TolA-TolQ-TolR complex	7,11	0,86	1,93	33,91	9	551	3	0,226	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3366	ECK3390	pck	phosphoenolpyruvate carboxykinase	1,33	5,75	2060,04	25,37	10	551	0	-0,315	0
JW1594	ECK1597	pntB	pyridine nucleotide transhydrogenase, beta subunit	5,81	0,16	2	23,81	9	550	9	0,602	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1279	ECK1281	rnb	ribonuclease II	1,75	0,42	241,38	30,43	16	550	0	-0,277	0
JW2535	ECK2548	glyA	serine hydroxymethyltransferase	2,51	4,49	854,14	34,05	11	550	0	-0,233	GO:0005737 cytoplasm
JW1771	ECK1780	mipA	scaffolding protein for murein synthesizing machinery	11,12	2,54	322,33	53,23	9	549	0	-0,402	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW1281	ECK1283	fabI	enoyl-[acyl-carrier-protein] reductase, NADH-dependent	7,38	1,54	4064,14	51,15	10	549	0	0,163	GO:0005737 cytoplasm
JW1376	ECK1378	ydbH	predicted protein	0,57	0,26	1,18	16,04	10	545	1	-0,164	0
JW1272	ECK1275	yciM	conserved protein	2,46	0,24	15	37,53	12	543	0	-0,365	0
JW3200	ECK3220	rplM	50S ribosomal subunit protein L13	41,17	7,51	50532,55	66	12	542	0	-0.001	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3619	ECK3634	yicC	conserved protein	2,67	1,13	179,34	49,48	13	541	0	-0,442	0
JW0422	ECK0426	cyoA	cytochrome o ubiquinol oxidase subunit II	52,37	-	3	48,57	12	536	3	-0,009	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1667	ECK1673	lpp	murein lipoprotein	629,96	17,76	398	65,38	10	532	0	-0,314	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3267	ECK3292	rplF	50S ribosomal subunit protein L6	9	8,24	1781,71	57,63	10	529	0	-0,227	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW4121	ECK4156	psd	phosphatidylserine decarboxylase	2,16	1,92	54,08	38	9	527	0	-0,093	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0799	ECK0803	ompX	outer membrane protein	25,83	2,73	3,04	54	8	526	1	0.000	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW2501	ECK2513	yfgB	predicted enzyme	1,61	0,47	54,08	26,56	9	521	0	-0,291	0
JW3786	ECK3808	uvrD	DNA-dependent ATPase I and helicase II	0,46	0,33	16,12	16,94	8	520	0	-0,458	GO:0005737 cytoplasm
JW2643	ECK2662	ygaP	predicted inner membrane protein with hydrolase activity	18,95	0,68	2,14	59	10	519	2	0,239	0
JW2541	ECK2555	purL	phosphoribosylformyl-glycineamide synthetase	0,43	1,53	37,58	12,36	10	517	0	-0,235	GO:0005737 cytoplasm
JW5808	ECK0142	pcnB	poly(A) polymerase I	1	1	18,96	28,17	12	515	0	-0,531	GO:0005737 cytoplasm
JW0467	ECK0472	ybaL	predicted transporter with NAD(P)-binding Rossmann-fold domain	1,68	0,45	1,48	20,61	8	513	12	0,805	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4135	ECK4173	purA	adenylosuccinate synthetase	1,89	12	761,18	37,73	12	512	0	0.000	GO:0005737 cytoplasm
JW3684	ECK3699	trmE	GTPase	1,21	1	83,95	29,74	8	510	0	-0,095	0
JW1615	ECK1618	add	adenosine deaminase	3,08	0,71	192,93	31,53	9	510	0	-0,024	0
JW4218	ECK4254	yjgP	conserved inner membrane protein	7,11	0,18	1,79	26,78	8	505	6	0,465	GO:0009274 cell wall (sensu Bacteria)
JW3770	ECK3787	rffM	UDP-N-acetyl-D-mannosaminuronic acid transferase	2,87	-	-	52,85	10	505	0	-0,322	0
JW0030	ECK0033	carA	carbamoyl phosphate synthetase small subunit, glutamine amidotransferase	3,87	0,66	2002,27	37,43	9	504	0	-0,199	0
JW5655	ECK3541	yiaF	conserved protein	55,23	-	2,73	44,92	11	501	1	-0,151	0
JW3168	ECK3190	yhbG	predicted transporter subunit -!- ATP-binding component of ABC superfamily	3,22	0,31	146,75	46,47	10	501	0	-0,124	GO:0005737 cytoplasm
JW2797	ECK2825	ptsP	fused PEP-protein phosphotransferase (enzyme I) of PTS system	0,93	0,42	6,05	17,25	11	500	0	-0,094	0
JW0628	ECK0626	rlpA	minor lipoprotein	7,48	0,64	44,02	33,98	11	500	0	-0,245	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0188	ECK0192	nlpE	lipoprotein involved with copper homeostasis and adhesion	7,38	1,32	-	65,68	11	499	0	-0,311	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW5338	ECK2070	mdtA	multidrug efflux system, subunit A	1,99	-	1,52	31,57	9	498	1	-0,223	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2154	ECK2160	fruA	fused fructose-specific PTS enzyme IIB'BC components	2,98	0,24	1,63	25,58	11	498	9	0,585	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0898	ECK0906	lpxK	lipid A 4'kinase	2,87	0,27	1,62	42,07	10	496	1	0,064	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0030113 capsule (sensu Bacteria) -!- GO:0019866 inner membrane
JW3272	ECK3297	rplN	50S ribosomal subunit protein L14	192,07	9,48	2.128	67,48	11	495	0	-0,128	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1486	ECK1485	yddW	predicted liprotein	1,93	0,77	8,47	33,94	11	494	0	-0,464	0
JW5403	ECK2507	der	predicted GTP-binding protein	1,21	0,45	226,57	26,12	11	494	0	-0,334	0
JW0413	ECK0417	thiI	sulfurtransferase required for thiamine and 4-thiouridine biosynthesis	1,05	0,22	121,49	24,69	10	490	0	-0,222	0
JW3937	ECK3957	trmA	tRNA (uracil-5-)-methyltransferase	1,72	0,15	57,72	38,52	10	488	0	-0,322	GO:0005737 cytoplasm
JW0083	ECK0086	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	2,46	0,41	57,27	31,31	12	487	0	-0,051	GO:0009274 cell wall (sensu Bacteria)
JW1706	ECK1714	rplT	50S ribosomal subunit protein L20	11,59	16,21	507,96	48,31	11	487	0	-0,336	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3819	ECK3835	ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase	1,15	2,35	33,88	25,55	9	484	0	-0,248	0
JW0232	ECK0243	proB	gamma-glutamate kinase	1,09	0,77	121	27,79	8	484	0	0,007	GO:0005737 cytoplasm
JW2671	ECK2696	mltB	membrane-bound lytic murein transglycosylase B	2,16	0,66	25,99	32,69	7	483	0	-0,331	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW3427	ECK3446	ftsX	predicted transporter subunit -!- membrane component of ABC superfamily	3,08	0,69	1,63	22,44	9	481	4	0,192	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3460	ECK3478	pitA	phosphate transporter, low-affinity	24,12	0,83	2,13	23,25	10	477	10	0,523	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3160	ECK3182	yrbD	predicted ABC-type organic solvent transporter	5,58	0,59	3	65,03	8	477	1	-0,068	0
JW4110	ECK4145	blc	outer membrane lipoprotein (lipocalin)	5,11	0,34	44,02	47,46	11	477	0	-0,214	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW0024	ECK0027	ileS	isoleucyl-tRNA synthetase	0,51	1,57	453,48	10,13	10	477	0	-0,263	GO:0005737 cytoplasm
JW1806	ECK1815	manX	fused mannose-specific PTS enzyme IIAB components	3	13,08	554,63	39,94	12	477	0	-0,058	GO:0005737 cytoplasm
JW3506	ECK3523	bcsG	predicted inner membrane protein	2,65	0,66	1,21	26,83	9	475	4	0,022	0
JW3702	ECK3717	phoU	DNA-binding transcriptional regulator	2,59	0,43	54,08	55,19	10	475	0	-0,272	0
JW5430	ECK2698	srlE	glucitol/sorbitol-specific enzyme IIB component of PTS	4,41	-	1,74	31,97	10	474	4	0,483	0
JW4131	ECK4169	hflX	predicted GTPase	1,56	1,24	46,31	33	11	474	0	-0,332	0
JW0905	ECK0913	mukF	Involved in chromosome partioning, Ca2+ binding protein	1,06	0,51	10,88	30	10	473	0	-0,375	0
JW0849	ECK0856	ybjP	predicted lipoprotein	5,58	3,63	85,75	72,51	9	473	0	-0,459	0
JW2874	ECK2901	visC	predicted oxidoreductase, FAD/NAD(P)-binding domain	1,82	0,24	-	26,75	9	472	0	-0,132	0
JW2974	ECK2999	exbB	membrane spanning protein in TonB-ExbB-ExbD complex	22,71	0,14	1,81	38	7	471	3	0,265	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
