EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG12733	ygjV	ECK3081	P42603	b3090	CG77805	g1789474	JW3061	10161	EB2591	aa	OK	183	Counterclockwise	3239215	3239766	69.82	Null	Systematic nomenclature	Inner membrane protein, Imp-YgjV family, function unknown	Function unknown	20512.46
EG12734	uxaA	ECK3082	P42604	b3091	CG17	g1789475	JW3062	10164	EB2592	aa	OK	495	Counterclockwise	3239849	3241336	69.83	ygjW	Utilization of heXuronAte	D-Altronate hydrolase (hydratase), Fe(2)-requiring; galacturonate branch of hexuronate pathway	ExuR regulon.  UxaA is paralogous to GarD and contains a conserved CxxS redox motif. The unprocessed tisB pre-mRNA functions as an antisense RNA regulator of uxaA, resulting in cleavage of uxaA mRNA at the antisense site and also reciprocal cleavage and activation of the tisB pre-mRNA (forming the +42 tisB RNA) (Weel-Sneve, 2008).	54093.08
EG12737	uxaC	ECK3083	P0A8G3	b3092	CG15	g2367192	JW3063	10167	EB2593	aa	OK	470	Counterclockwise	3241351	3242763	69.86	ygjX;ygjY;ygjZ	Utilization of heXuronAte	Uronate isomerase; galacturonate branch of hexuronate pathway	Null	53987.18
EG12738	exuT	ECK3084	P0AA78	b3093	CG800	g2367193	JW3064	10171	EB2594	aa	OK	472	Clockwise	3243126	3244544	69.90	Null	hEXUronate	Hexuronate permease, for glucuronate and galacturonate	ExuT has 12 TM regions. Major Facilitator Superfamily (MFS).  ExuR regulon.	51571.71
EG12739	exuR	ECK3085	P0ACL2	b3094	CG801	g87082208	JW3065	10176	EB2595	aa	ALT_INIT[-5]	258	Clockwise	3244674	3245450	69.93	Null	hEXUronate	Repressor for the exuR regulon; induced by D-hexuronates	ExuR is an HTH GntR-type DNA-binding transcriptional regulator.	29835.69
EG12740	yqjA	ECK3086	P0AA63	b3095	Null	g1789481	JW3066	10181	EB2596	aa	OK	220	Clockwise	3245795	3246457	69.96	ecfL	Systematic nomenclature	Required, with yghB, for membrane integrity; DedA family; inner membrane protein, function unknown	A yqjA yghB double mutant has a membrane defect causing a cell division defect at low temperatures and an osmoremedial growth defect at elevated temperatures (Thomkins, 2008). DedA family proteins YqjA and YghB likely have redundant functions since overproduction of either complements the double mutant defects;  yabI or yohD clones, also DedA family members, also complement the yqjA yghB double mutant, but a dedA clone does not (Thomkins, 2008). DedA family. A yqjA yghB double mutant is defective in the Tat-dependent export of AmiA and AmiC (Sikdar, 2009). A yqjA yghB double mutant is complemented by the sole dedA family gene in B. burgdorferi bb0250 (Liang, 2010). 	24585.49
EG12741	mzrA	ECK3087	P42615	b3096	Null	g1789482	JW3067	10183	EB2597	aa	OK	127	Clockwise	3246461	3246844	69.97	ecfM;yqjB	Modulator of EnvZ and OmpR	Modulator of EnvZ/OmpR regulon; links EnvZ/OmpR to the CpxAR two-component system regulon; inner membrane protein; binds EnvZ	MrzA was isolated as a multicopy suppresor of the temperature and antibiotic sensitivity of a bamB degP double deletion strain (Gerken, 2009).	14172.20
EG12742	yqjC	ECK3088	P42616	b3097	Null	g87082209	JW5516	10188	EB2598	aa	ALT_INIT[-5]	122	Clockwise	3246991	3247359	69.98	Null	Systematic nomenclature	Function unknown, DUF1090, family; expressed protein	First 20 aa are predicted to be a type I signal peptide.	13905.70
EG12743	yqjD	ECK3089	P64581	b3098	Null	g1789485	JW3069	10192	EB2599	aa	OK	101	Clockwise	3247397	3247702	69.99	Null	Systematic nomenclature	Function unknown, paralogous to elaB and ygaM	May be ribosome associated (Jiang, 2007).	11051.49
EG12744	yqjE	ECK3090	P64585	b3099	Null	g1789486	JW3070	10195	EB2600	aa	OK	134	Clockwise	3247705	3248109	70.00	Null	Systematic nomenclature	Inner membrane protein, DUF1469 family, function unknown	Null	15147.03
EG12745	yqjF	ECK3092	P42619	b3101	Null	g87082210	JW5850	10200	EB2601	aa	ALT_INIT[-30]	130	Clockwise	3248584	3248976	70.02	Null	Systematic nomenclature	Predicted membrane protein, function unknown; homologous to membrane oxidoreductase subunits	YphA and YqjF are paralogs. DoxX/SURF4 domain.	14101.92
EG12746	yqjG	ECK3093	P42620	b3102	Null	g1789489	JW3073	10203	EB2602	aa	OK	328	Clockwise	3249046	3250032	70.03	Null	Systematic nomenclature	Function unknown	7/107 YqjG peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	37386.08
EG12747	yhaH	ECK3094	P64590	b3103	Null	g2367196	JW3074	10207	EB2603	aa	OK	121	Clockwise	3250326	3250691	70.06	Null	Systematic nomenclature	Inner membrane protein, DUF805 family, function unknown	Null	14280.95
EG12748	yhaI	ECK3095	P64592	b3104	Null	g1789491	JW3075	10211	EB2604	aa	OK	118	Clockwise	3250933	3251289	70.07	Null	Systematic nomenclature	Inner membrane protein, DUF805 family, function unknown	Null	13455.92
EG12749	yhaJ	ECK3096	P67660	b3105	Null	g1789492	JW3076	10213	EB2605	aa	OK	298	Counterclockwise	3251340	3252236	70.08	Null	Systematic nomenclature	Function unknown	Null	33256.41
EG12750	yhaK	ECK3097	P42624	b3106	Null	g1789493	JW3077	10217	EB2606	aa	OK	233	Clockwise	3252341	3253042	70.10	Null	Systematic nomenclature	Redox-sensitive bicupin, function unknown; may be an in vivo sensor of oxidative stress	Yhak is a low abudance protein. yhhW and yhaK are paralogs, and homologs of human Pirin nuclear protein. YhaK lacks quercetinase and peroxidase activity; Yhak has a redox sensitive Cys122 that can be oxidized to sulfenic acid; YhaK has two chloride atoms (Gurmu, 2008).	25895.48
EG12751	yhaL	ECK3098	P42625	b3107	Null	g87082211	JW5517	10219	EB2607	aa	ALT_INIT[-2]	54	Clockwise	3253065	3253229	70.11	Null	Systematic nomenclature	Function unknown	Null	5960.86
EG12752	yhaM	ECK3099	P42626	b4470	Null	g48994923	JW5518	174100	EB2608	aa	OK	436	Counterclockwise	3253363	3254673	70.12	yhaN	Systematic nomenclature	Function unknown	Upregulated by GSNO in defined medium (aerobic).	45361.20
EG12754	yhaO	ECK3100	P42628	b3110	Null	g87082212	JW5519	10228	EB2609	aa	OK	443	Counterclockwise	3254701	3256032	70.15	Null	Systematic nomenclature	Putative amino acid:H+ symport permease, function unknown	HAAAP family. Upregulated by GSNO in defined medium. yhaO translation is activated the FNR-regulated FnrS sRNA (Boysen, 2010).	48314.70
EG12756	tdcG	ECK3101	P42630	b4471	CG54723	g48994925	JW5520	174101	EB2610	aa	OK	454	Counterclockwise	3256307	3257671	70.18	yhaP;yhaQ	Threonine dehydratase, catabolic	Anaerobic pathway, L-serine deaminase, L-serine dehydratase	Null	48521.65
EG12757	tdcF	ECK3102	P0AGL2	b3113	CG54720	g87082213	JW5521	10240	EB2611	aa	ALT_INIT[-21]	129	Counterclockwise	3257743	3258132	70.21	yhaR	Threonine dehydratase, catabolic	Binds 2-ketoglutarate, function unknown	YjgF, RutC, TdcF, YoaB and YjgH are paralogs and members of a highly conserved YjgF family (pfam:PF01042) with diverse mutant phenotypes and unknown molecular function; the family members form homotrimers, some binding 2-ketoglutarate or related compounds. The rat homolog PSP (perchloric acid-soluble protein) has been reported to have endoribonuclease activity, Endoribonuclease L, against ss mRNA, inhibiting translation, but this activity has not been demonstrated for other members.	14007.17
EG12758	tdcE	ECK3103	P42632	b3114	CG54717	g48994926	JW5522	10242	EB2612	aa	OK	764	Counterclockwise	3258146	3260440	70.22	yhaS	Threonine dehydratase, catabolic	Pyruvate formate-lyase/ketobutyrate formate-lyase	HT_Cmplx9_Cyt: YfiD+TdcE.	85935.54
EG12760	garP	ECK3115	P0AA80	b3127	Null	g1789515	JW3096	10279	EB2613	aa	OK	444	Counterclockwise	3271595	3272929	70.51	yhaU	Galactarate	Probable D-galactarate transporter, membrane protein	Major Facilitator Superfamily (MFS).	49009.24
EG12761	yhaV	ECK3118	P64594	b3130	Null	g1789518	JW3099	10289	EB2614	aa	OK	154	Clockwise	3275359	3275823	70.59	Null	Systematic nomenclature	Toxin of the SohB(PrlF)-YhaV toxin-antitoxin pair; non-specific ribonuclease; autoregulator	Null	17836.25
EG12762	agaR	ECK3119	P0ACK2	b3131	CG58563	g1789519	JW3100	10291	EB2615	aa	OK	269	Counterclockwise	3275878	3276687	70.61	yhaW	Acetylgalactosamine	aga regulon transcriptional repressor	Null	29572.48
EG12763	kbaZ	ECK3120	P42903	b3132	CG58567	g1789520	JW3101	10295	EB2616	aa	OK	426	Clockwise	3276936	3278216	70.63	agaZ;yhaX	Ketose bisphosphate aldolase	Ketose bisphosphate aldolase KbaYZ subunit; required for full activity and stabilty of KbaY	Part of aga cluster.	47192.43
EG12764	agaV	ECK3121	P42904	b3133	CG58572	g87082217	JW3102	10297	EB2617	aa	ALT_INIT[-12]	157	Clockwise	3278239	3278712	70.66	yhaY	Acetylgalactosamine	Enzyme IIB Nag, PTS system; N-acetylgalactosamine-specific enzyme IIB; EIIB-Nag	Null	17085.85
EG12767	agaS	ECK3124	P42907	b3136	CG58583	g1789525	JW3105	10305	EB2620	aa	OK	384	Clockwise	3279998	3281152	70.69	yraB	Acetylgalactosamine	Tagatose-6-phosphate ketose/aldose isomerase	Null	41782.52
EG12768	kbaY	ECK3125	P0AB74	b3137	CG592	g1789526	JW3106	10307	EB2621	aa	OK	286	Clockwise	3281165	3282025	70.72	agaY;kba;yraC	Ketose bisphosphate aldolase	Ketose 1,6-bisphosphate aldolase, class II; D-tagatose 1,6-bisphosphate aldolase; requires KbaZ subunit for full activity and stability	Part of aga cluster. kbaY, gatY, fbaA and ydjI are paralogs.	31293.68
EG12769	agaB	ECK3126	P42909	b3138	CG58589	g1789527	JW3107	10310	EB2622	aa	OK	158	Clockwise	3282192	3282668	70.74	yraD	Acetylgalactosamine	Putative PTS system N-acetylgalactosamine-specific enzyme IIB component 	Null	17622.27
EG12770	agaC	ECK3127	P42910	b3139	CG58592	g1789528	JW3108	10312	EB2623	aa	OK	267	Clockwise	3282707	3283510	70.75	yraE	Acetylgalactosamine	Enzyme IIC Nag, PTS system; N-acetylgalactosamine-specific enzyme IIC; EIIC-Nag	Null	28644.88
EG12771	agaD	ECK3128	P42911	b3140	CG58598	g1789529	JW3109	10314	EB2624	aa	OK	263	Clockwise	3283500	3284291	70.77	yraF	Acetylgalactosamine	Enzyme IID Nag, PTS system; N-acetylgalactosamine-specific enzyme IID; EIID-Nag; remnant of aga operon	Null	29001.39
EG12772	agaI	ECK3129	P42912	b3141	CG58601	g1789530	JW3110	10317	EB2625	aa	OK	251	Clockwise	3284292	3285047	70.79	yraG	Acetylgalactosamine	Galactosamine-6-phosphate isomerase	Null	27723.85
EG12773	yraH	ECK3130	P42913	b3142	Null	g1789531	JW3111	10325	EB2626	aa	OK	194	Clockwise	3285448	3286032	70.81	Null	Systematic nomenclature	Function unknown, FimA homolog	One of 25 FimA homologs in EcoGene. First 22 aa are predicted to be a type I signal peptide.	20744.34
EG12774	yraI	ECK3131	P42914	b3143	Null	g1789532	JW3112	10331	EB2627	aa	OK	231	Clockwise	3286112	3286807	70.83	Null	Systematic nomenclature	Predicted periplasmic pilus chaperone, function unknown	YraI has Ig-like domains: pfam PF00345 aligns to N-terminal residues 25-142, and pfam PF02753 aligns to C-terminal residues 149-227. First 23 aa are a predicted type I signal peptide.	25676.52
EG12775	yraJ	ECK3132	P42915	b3144	Null	g1789533	JW3113	10333	EB2628	aa	OK	838	Clockwise	3286836	3289352	70.84	Null	Systematic nomenclature	Putative outer membrane fimbrial subunit export usher protein; function unknown	FimD family. First 40 aa are predicted to be a type I signal peptide. YraJ lacks the N-terminal Cys pair conserved in most usher proteins.	93616.25
EG12776	yraK	ECK3133	P43319	b3145	Null	g1789534	JW3114	10335	EB2629	aa	OK	363	Clockwise	3289363	3290454	70.90	Null	Systematic nomenclature	Function unknown, FimA homolog	One of 25 FimA homologs in EcoGene. First 21 aa are predicted to be a type I signal peptide.	38535.37
EG12777	rsmI	ECK3134	P67087	b3146	Null	g1789535	JW3115	10337	EB2630	aa	OK	286	Counterclockwise	3290497	3291357	70.92	yraL	Ribosomal Small subunit Methyltransferase	16S rRNA C1402 ribose 2'-O-methyltransferase, SAM-dependent	RsmH and RsmI are responsible for the N(4), 2'-O-dimethylcytidine (m(4)Cm) modifications at position 1402 of the Escherichia coli 16S rRNA (Kimura, 2009). rsmI(yraL) deletion mutants are reported to form small colonies by Arigoni(1998) and normal colonies by Dassain(1999). RsmI(YraL) is homologous to the C-terminal methyltransferase domain of CysG.	31347.90
EG12778	yraM	ECK3135	P45464	b3147	Null	g1789537	JW3116	10343	EB2631	aa	OK	678	Clockwise	3291422	3293458	70.94	Null	Systematic nomenclature	Probable lipoprotein, function unknown; Cys conserved	First 26 aa are predicted to be a type II signal peptide. LppC family.	72825.16
EG12779	yraN	ECK3136	P45465	b3148	Null	g1789538	JW3117	10346	EB2632	aa	OK	131	Clockwise	3293416	3293811	70.98	Null	Systematic nomenclature	Function unknown, UPF0102 family	Null	14797.66
EG12780	diaA	ECK3137	P66817	b3149	Null	g1789539	JW3118	10348	EB2633	aa	OK	196	Clockwise	3293831	3294421	70.99	yraO	DnaA initiator-associating factor	DnaA-binding protein; involved in the timing of the initiation of DNA replication; dnaA(Cs) suppressor; homodimer	Null	21106.06
EG12781	yraP	ECK3138	P64596	b3150	Null	g1789540	JW3119	10350	EB2634	aa	OK	191	Clockwise	3294431	3295006	71.01	ecfH	Systematic nomenclature	OM lipoprotein, function unknown, mutant is SDS-sensitive	RpoE regulon. yraP is an osmY paralog. First 18 aa are a type II signal peptide. HT_Cmplx43_Mem: DcrB+MoaB+OsmE+Slp+YajG+YraP.	20027.95
EG12782	yraQ	ECK3139	P45468	b3151	Null	g1789541	JW3120	10353	EB2635	aa	OK	346	Counterclockwise	3295120	3296160	71.02	Null	Systematic nomenclature	Function unknown	Null	37256.68
EG12783	yraR	ECK3140	P45469	b3152	Null	g87082218	JW5528	10356	EB2636	aa	ALT_INIT[-15]	211	Counterclockwise	3296233	3296868	71.04	Null	Systematic nomenclature	Predicted nucleoside-diphosphate-sugar epimerase, function unknown	Null	23197.88
EG12784	yhbO	ECK3141	P45470	b3153	Null	g87082219	JW5529	10361	EB2637	aa	ALT_INIT[-14]	172	Clockwise	3296996	3297514	71.06	Null	Systematic nomenclature	Stress-resistance protein, protease homolog	A yhbO mutant is sensitive to heat, oxidative, hyperosmotic, pH, and UV stresses (Abdallah, 2007). No activity detected on peptidase substrates. Mutants are sensitive to multiple stress conditions. YhbO belongs to a protein family variously called the C56 peptidase family, the PfpI/HchA peptidase/chaperone family, or the DJ-1/PARK7 superfamily. YhbO is induced by salt stress aerobically (Weber, 2006).	18858.44
EG12785	yhbP	ECK3142	P67762	b3154	Null	g1789544	JW3123	10363	EB2638	aa	OK	147	Counterclockwise	3297494	3297937	71.07	Null	Systematic nomenclature	Function unknown, UPF0306 family	Null	16776.32
EG12786	yhbQ	ECK3143	P45472	b3155	Null	g1789545	JW3124	10370	EB2639	aa	OK	100	Clockwise	3297988	3298290	71.08	Null	Systematic nomenclature	Function unknown, GIY-YIG nuclease superfamily	Null	11269.93
EG12788	yhbS	ECK3144	P63417	b3156	Null	g1789546	JW3125	10373	EB2640	aa	OK	167	Counterclockwise	3298277	3298780	71.09	Null	Systematic nomenclature	Predicted acetyltransferase	Null	18533.79
EG12789	yhbT	ECK3145	P64599	b3157	Null	g1789547	JW3126	10375	EB2641	aa	OK	174	Counterclockwise	3298774	3299298	71.10	Null	Systematic nomenclature	Function unknown, COG3154 family of putative lipid carrier proteins	Null	19671.86
EG12790	yhbU	ECK3146	P45527	b3158	Null	g1789548	JW3127	10380	EB2642	aa	OK	331	Clockwise	3299507	3300502	71.12	Null	Systematic nomenclature	Function unknown, U32 peptidase family	AFMB Structural Genomics target No. 32 (http://afmb.cnrs-mrs.fr/article171.html). ydcP, yegQ, yhbU, and yhbV are paralogs.	37047.15
EG12791	yhbV	ECK3147	P45475	b3159	Null	g87082220	JW5530	10382	EB2643	aa	ALT_INIT[-6]	292	Clockwise	3300511	3301389	71.14	Null	Systematic nomenclature	Function unknown, U32 peptidase family	ydcP, yegQ, yhbU, and yhbV are paralogs.	32535.27
EG12792	yhbW	ECK3148	P0ADV5	b3160	Null	g1789551	JW3129	10385	EB2644	aa	OK	335	Clockwise	3301470	3302477	71.16	Null	Systematic nomenclature	Function unknown, luciferase-like	yhbW is a multicopy suppressor of rpoE mutant lethality (Hayden, 2008). AFMB Structural Genomics target No. 71 (http://afmb.cnrs-mrs.fr/article171.html).	37129.34
EG12793	yhbX	ECK3162	P42640	b3173	Null	g87082223	JW5534	10430	EB2645	aa	ALT_INIT[-6]	541	Counterclockwise	3318010	3319635	71.51	Null	Systematic nomenclature	Function unknown, EptAB family	Null	60752.66
EG12794	yhbY	ECK3169	P0AGK4	b3180	CG81119	g1789570	JW3147	10452	EB2646	aa	OK	97	Clockwise	3325812	3326105	71.68	Null	Systematic nomenclature	RNA binding protein, associated with pre-50S ribosomal subunits; functions in ribosome assembly	Similar to IF3 C-terminal RNA binding fold. AFMB Structural Genomics target No. 131 (http://afmb.cnrs-mrs.fr/article171.html).  UPF0044 family. Single CRM domain protein.	10783.71
EG12795	obgE	ECK3172	P42641	b3183	CG75096	g1789574	JW3150	10462	EB2647	aa	OK	390	Counterclockwise	3328604	3329776	71.74	cgtA;obg;yhbZ	Common GTP-binding protein	DNA-binding GTPase involved in cell partioning and DNA repair; involved in ribosome assembly; GTP-bound form associates with 50S ribosomal subunits	obgE mutants have lowered DnaA and elevated basal level ppGpp. obgE is required for phage lambda development. ObgE binds ppGpp and modulates the stringent repsonse (Persky, 2009). Binds TrxA (Kumar, 2004).	43285.86
EG12796	yrbA	ECK3179	P0A9W6	b3190	Null	g87082226	JW3157	10481	EB2648	aa	ALT_INIT[-5]	84	Counterclockwise	3334571	3334825	71.87	Null	Systematic nomenclature	Predicted transcriptional regulator, BolA family, function unknown; low abundance protein	Overexpression of yrbA, which is paralogous to the morphogene bolA, is toxic; an insertion in the upstream gene mlaB(yrbB) can be deleterious due to increased expression of yrbA, which is why the non-essential mlaB(yrbB) gene does not have a kan insertion in the Keio collection (Malinverni, 2009).	9451.74
