EG	GN	SP	GI	JW	ASAP	EB	Len	Description	MW
EG12031	yeiL	P0A9E9	g1788487	JW2150	7160	EB1966	219	"Enhanced loss of viability under nitrogen starvation; crp/fnr paralog; contains Fe-S cluster; autoregulated; RpoS, Fnr, IHF and Lrp regulons; promoter overlaps that of divergent gene yeiK"	25294,34
EG12032	psuT	P33024	g1788488	JW2151	7163	EB1967	416	Probable pseudouridine transporter	43431,7
EG12033	psuG	P33025	g1788490	JW2152	7165	EB1968	312	"Pseudouridine 5'-phosphate glycosidase; pseudouridine utilization"	32909,9
EG12034	setB	P33026	g1788495	JW2157	7184	EB1969	393	Glucose and lactose efflux transporter	42746,06
EG12035	yeiP	P0A6N8	g87082061	JW5362	7187	EB1970	190	Function unknown, low abundance protein	21532,63
EG12036	yeiQ	P33029	g1788497	JW2160	7191	EB1971	488	Function unknown	54031,69
EG12037	yejA	P33913	g87082063	JW2165	7206	EB1972	604	"ABC transporter periplasmic binding protein for microcin C; regulated by rydC sRNA"	69669,09
EG12038	yejB	P0AFU0	g1788504	JW2166	7208	EB1973	364	"ABC transporter permease protein for microcin C uptake; regulated by rydC sRNA"	40360,3
EG12040	yejE	P33915	g1788505	JW2167	7210	EB1974	341	"ABC transporter permease protein for microcin C uptake; regulated by rydC sRNA"	38091,52
EG12041	yejF	P33916	g1788506	JW2168	7212	EB1975	529	"ABC transporter ATP-binding protein for microcin C uptake; regulated by rydC sRNA"	58726,01
EG12042	yejG	P0AD21	g1788507	JW2169	7214	EB1976	114	Function unknown	12525,24
EG12043	yejL	P0AD24	g1788514	JW2175	7238	EB1977	75	Function unknown	8288,46
EG12044	rsuA	P0AA43	g1788510	JW2171	7223	EB1978	231	16S RNA U516 pseudouridine synthase	25865,3
EG12045	yejH	P33919	g1788511	JW2172	7228	EB1979	586	Function unknown	66413,13
EG12048	yejK	P33920	g1788513	JW2174	7234	EB1980	335	Spermidine nucleoid-associated protein, function unknown	37822,51
EG12049	yejM	P0AD27	g1788515	JW2176	7240	EB1981	586	"Predicted hydrolase/phosphatase, function unknown; membrane protein"	67296,02
EG12051	yejO	P33924	g1788516	JW5839	7244	EB1982	863	"Pseudogene reconstruction, autotransporter homolog; interrupted by IS5K"	91201,97
EG12052	ccmH	P0ABM9	g1788522	JW2182	7262	EB1983	350	Heme lyase, with CcmF, required for transfer of heme to apocytochrome from heme-CcmE	39088,98
EG12053	ccmG	P0AA86	g1788523	JW2183	7264	EB1984	185	"Thiol-disulfide interchange protein, cytochrome C biogenesis; membrane-anchored, periplasmic; thioredoxin homolog"	20808,99
EG12054	ccmF	P33927	g1788524	JW2184	7269	EB1985	647	Heme lyase, with CcmH, required for transfer of heme to apocytochrome from heme-CcmE	71389,46
EG12055	ccmE	P69490	g1788525	JW2185	7271	EB1986	159	Heme chaperone, membrane-anchored, periplasmic	17698,32
EG12057	ccmC	P0ABM1	g1788527	JW2187	7275	EB1987	245	"ABC transporter, heme binding; CcmABCD transporter complex; delivers heme to and interacts with CcmE"	27885,34
EG12058	ccmB	P0ABL8	g1788528	JW2188	7277	EB1988	220	"ABC transporter, ATPase subunit; CcmABCD transporter complex; probably not heme exporter"	23618,8
EG12059	ccmA	P33931	g87082064	JW5366	7279	EB1989	207	"ABC transporter, integral membrane translocase subunit; CcmABCD transporter complex; probably not heme exporter"	23053,25
EG12060	napC	P0ABL5	g1788530	JW2190	7281	EB1990	200	"Quinol dehydrogenase, electron source for NapAB; membrane-bound; bound hemes"	23100,53
EG12061	napB	P0ABL3	g87082065	JW5367	7283	EB1991	149	Nitrate reductase, periplasmic	16296,52
EG12062	napH	P33934	g1788532	JW2192	7285	EB1992	287	"Quinol dehydrogenase, membrane protein; polyferredoxin; mediates electron transfer from ubiquinol/naphthoquinone to NapAB, via NapC; non-haem, iron-sulphur protein"	31873,54
EG12064	napG	P0AAL3	g1788533	JW2193	7287	EB1993	231	"Quinol dehydrogenase, periplasmic protein; mediates electron transfer from ubiquinol/naphthoquinone to NapAB, via NapC; non-haem, iron-sulphur protein"	24924,69
EG12067	napA	P33937	g1788534	JW2194	7289	EB1994	828	Nitrate reductase, periplasmic	93042,02
EG12068	napF	P0AAL0	g1788536	JW2196	7293	EB1995	164	"Required for NapAB nitrate-dependent growth with ubiquinone; not essential for electron transfer from ubiquinol or menaquinol to NapAB (Brondijk, 2002); may have energy-conservng role in ubiquinol oxidation; non-haem, iron-sulphur protein"	18047,45
EG12069	mqo	P33940	g1788539	JW2198	7300	EB1996	548	"Malate oxidoreductase; possibly previously described FAD-dependent phospholipid-activated malate oxidase"	60229,62
EG12070	yojI	P33941	g1788540	JW2199	7303	EB1997	547	"Microcin J25 efflux pump, TolC-dependent; non-essential gene"	61552,8
EG12073	apbE	P0AB85	g1788543	JW5368	7317	EB1998	351	"Lipoprotein involved in thiamine synthesis; primarily characterized in Salmonella"	38548,82
EG12074	mokC	P33236	g1786200	Null	Null	EB1999	69	Overlapping regulatory peptide, enables hokC expression	7742,28
EG12075	nikA	P33590	g1789887	JW3441	11354	EB2000	524	"Nickel-binding, heme-binding periplasmic protein; Tar-dependent Ni-repellant chemosensor; Fnr-dependent"	58719,02
EG12076	nikB	P33591	g1789888	JW3442	11356	EB2001	314	Nickel transport system permease	35248,1
EG12077	nikC	P0AFA9	g1789889	JW3443	11358	EB2002	277	Nickel transport system permease	30361,96
EG12078	nikD	P33593	g1789890	JW3444	11360	EB2003	254	Nickel transport ATP-binding protein	26820,38
EG12079	nikE	P33594	g1789891	JW3445	11362	EB2004	268	Nickel transport ATP-binding protein	29721,66
EG12080	recX	P33596	g1789050	JW2668	8872	EB2005	166	"Blocks RecA filament extension; inhibitor of RecA ATPase, recombinase and coprotease activities; null mutant and over-expressors have reduced resistance to DNA damage; binding to RecA is antagonized by RecF"	19424,07
EG12081	ppdA	P33554	g1789190	JW2794	9266	EB2006	156	"Function unknown; regulated by FlhDC and FliA; mutants are not defective in motlity or chemotaxis; first 6 residues may be cleaved by prepilin peptidase to leave an N-terminal methyltyrosine"	17865,41
EG12082	nuoA	P0AFC3	g1788625	JW2283	7553	EB2007	147	"NADH:ubiquinone oxidoreductase subunit A, complex I; NADH dehydrogenase I"	16457,33
EG12083	nuoB	P0AFC7	g1788624	JW5875	7551	EB2008	220	"NADH:ubiquinone oxidoreductase subunit B, complex I; NADH dehydrogenase I"	25055,82
EG12084	nuoC	P33599	g1788622	JW5375	7549	EB2009	596	"NADH:ubiquinone oxidoreductase subunit C, complex I; NADH dehydrogenase I"	68236,11
EG12086	nuoE	P0AFD1	g1788621	JW2280	7547	EB2010	166	"NADH:ubiquinone oxidoreductase subunit E, complex I; NADH dehydrogenase I"	18590,05
EG12087	nuoG	P33602	g1788619	JW2278	7543	EB2011	908	"NADH:ubiquinone oxidoreductase subunit G, complex I; NADH dehydrogenase I"	100299,2
EG12088	nuoH	P0AFD4	g1788618	JW2277	7541	EB2012	325	"NADH:ubiquinone oxidoreductase subunit H, complex I; NADH dehydrogenase I"	36219,15
EG12089	nuoI	P0AFD6	g1788617	JW2276	7539	EB2013	180	"NADH:ubiquinone oxidoreductase subunit I, complex I; NADH dehydrogenase I"	20537,75
EG12090	nuoJ	P0AFE0	g1788616	JW2275	7536	EB2014	184	"NADH:ubiquinone oxidoreductase subunit J, complex I; NADH dehydrogenase I"	19874,65
EG12091	nuoK	P0AFE4	g1788615	JW2274	7534	EB2015	100	"NADH:ubiquinone oxidoreductase subunit K, complex I; NADH dehydrogenase I"	10845,02
EG12092	nuoL	P33607	g1788614	JW2273	7532	EB2016	613	"NADH:ubiquinone oxidoreductase subunit L, complex I; NADH dehydrogenase I; NuoL facilitates the uptake of Na(+), is homologus to antiporters, and is implicated in proton pumping"	66438,08
EG12093	nuoN	P0AFF0	g1788612	JW2271	7526	EB2017	485	"NADH:ubiquinone oxidoreductase subunit N, complex I; NADH dehydrogenase I"	52044,09
EG12094	sgrR	P33595	g1786256	JW0068	251	EB2018	551	"Transcriptional activator of sgrS sRNA; sgrS destabilizes ptsG mRNA"	63975,15
EG12095	secG	P0AG99	g1789565	JW3142	10436	EB2019	110	"SecG inner membrane secretion protein; complexes with and assists the SecYE core translocon to interact with SecA to export proteins"	11365,16
EG12096	chpB	P33647	g1790672	JW4184	13822	EB2020	116	"ChpB toxin and mRNA interferase, antitoxin is ChpS; reversible inhibitor of translation, by mRNA cleavage"	12492,4
EG12097	yfiH	P33644	g1788945	JW2575	8530	EB2021	243	"Function unknown;"	26338,93
EG12098	rluD	P33643	g1788946	JW2576	8532	EB2022	326	"23S rRNA pseudouridine synthase; specific to U1911, U1915, and U1917; mutation supresses ftsH(Ts) mutants; null mutants grow very poorly"	37121,62
EG12099	efp	P0A6N4	g1790590	JW4107	13583	EB2023	188	Elongation factor EF-P, stimulates peptide bond formation	20591,31
EG12100	tktB	P33570	g1788808	JW2449	8117	EB2024	667	"Transketolase B; binds Zn(II)"	73042,72
EG12101	feoA	P0AEL3	g1789812	JW3371	11124	EB2025	75	Ferrous iron uptake, required for full FeoB activity	8370,83
EG12102	feoB	P33650	g1789813	JW3372	11126	EB2026	773	"Ferrous iron uptake GTP-binding membrane protein; N-terminus is a cytoplasmic G protein"	84473,66
EG12103	gapC	P33898	g87081902	"JW1413;JW5906"	4727	EB2027	333	"Pseudogene reconstruction, GAP dehydrogenase; glyceraldehyde 3-phosphate dehydrogenase C"	35649,59
EG12104	yeiR	P33030	g1788499	JW2161	7194	EB2028	328	Function unknown	36113,25
EG12105	yeiE	P0ACR4	g1788481	JW2144	7138	EB2029	293	Probable positive regulator of lysP transcription	32723,75
EG12106	hofB	P36645	g1786296	JW0103	370	EB2030	461	"Homologous to PilB of Pseudomonas aeruginosa; function not established, insertion mutation gives no phenotype"	50615,33
EG12107	ppdD	P36647	g1786297	JW0104	372	EB2031	146	"Type IV pilin; function unknown; first 6 residues may be cleaved by prepilin peptidase to leave an N-terminal methylphenylalanine"	15621,75
EG12108	norR	P37013	g87082152	JW5843	8904	EB2032	504	"Response regulator for norVW transcription, NO-responsive; sensor partner unidentified"	55236,36
EG12110	ydcF	P34209	g1787683	JW1411	4722	EB2033	266	"SAM-binding protein, function unknown; low abundance protein"	29705,71
EG12111	nlpD	P0ADA3	g1789099	JW2712	9004	EB2034	379	"Lipoprotein, function unknown; may be involved in cell wall formation; may have murein hydrolytic activity"	40149
EG12112	alpA	P33997	g1788977	JW2604	8636	EB2035	70	"Alp protease, CP4-57 putative defective prophage; regulates intA (slp [suppressor of Lon])"	8132,61
EG12113	hofQ	P34749	g1789793	JW3354	11071	EB2036	412	"Required for the utilization of DNA as a carbon source; H. influenzae competence protein ComE homolog; putative fimbrial transport protein; expression not detected"	44716,24
EG12114	prfC	P0A7I4	g1790835	JW5873	14346	EB2037	529	"Peptide chain release factor 3, RF-3; stimulates activity of RF-1 and RF-2"	59574,08
EG12115	yjjG	P0A8Y1	g1790833	JW4336	14344	EB2038	225	"Noncanonical pyrimidine nucleotide house-cleaning phosphatase; dUMP phosphatase activity"	25300,62
EG12116	acrR	P0ACS9	g1786669	JW0453	1608	EB2039	215	Transcriptional repressor for acrAB	24766,65
EG12119	ychJ	P37052	g1787484	JW1221	4140	EB2040	152	Function unknown	16990,39
EG12120	rssA	P0AFR0	g1787485	JW1222	4144	EB2041	301	Two-component response regulator, affecting RpoS-dependent proteins	33067,07
EG12121	rssB	P0AEV1	g1787487	JW1223	4147	EB2042	337	"Two-component response regulator, affecting RpoS regulon; anti-RpoS activity, phosphorylated form binds to RpoS and initiates proteolysis by ClpXP"	37302,22
EG12122	yggI	P39902	g1789313	JW2911	9657	EB2043	165	Function unknown	19348,48
EG12123	lrhA	P36771	g1788626	JW2284	7555	EB2044	312	"Transcriptional repressor of flagellar and motility master regulator FlhDC; autoregulator; mutation confers lower RpoS levels, modulates rssB activity"	34593,83
EG12124	hisJ	P0AEU0	g1788648	JW2306	7617	EB2045	260	Histidine-binding protein of high-affinity histidine transport system	28483,38
EG12125	hisQ	P52094	g1788646	JW2305	7615	EB2046	228	Histidine transport permease	24649,27
EG12126	kdpF	P36937	g87081773	JW0687	Null	EB2047	29	Inner membrane protein for high-affinity potassium transport	3071,75
EG12127	treB	P36672	g2367362	JW4199	13872	EB2048	473	IITre, translocation system, Tre-specific PTS enzyme II	51080,74
EG12128	lgt	P60955	g1789192	JW2796	9270	EB2049	291	Phosphatidylglycerol:prolipoprotein diacylglycerol transferase	33107,95
EG12129	uraA	P0AGM7	g1788843	JW2482	8219	EB2050	429	"Uracil permease; affects concentration dependence of pyr mutants"	45060,14
EG12130	hscA	P0A6Z1	g1788875	JW2510	8315	EB2051	616	"Hsc66, DnaK-like chaperone, specific for IscU; involved in FtsZ-ring formation; HscB is the J-like co-chaperone for HscA"	65652,43
EG12131	hscB	P0A6L9	g1788876	JW2511	8317	EB2052	171	"Hsc20, DnaJ-like co-chaperone for HscA; specific for IscU"	20137,71
EG12132	iscA	P0AAC8	g1788877	JW2512	8319	EB2053	107	"Recruit and deliver Fe for Fe-S cluster assembly in IscU; possibly an alternative scaffold for Fe-S cluster assembly"	11556,05
EG12133	ucpA	P37440	g87082100	JW5394	7996	EB2054	263	Short-chain dehydrogenase/reductase homolog	27849,97
EG12134	rhtA	P0AA67	g1787033	JW0798	2779	EB2055	295	"Transporter involved in threonine and homoserine efflux; overproduction confers resistance to elevated levels of exogenous L-threonine and L-homoserine"	31168,48
EG12135	ompX	P0A917	g1787034	JW0799	2784	EB2056	171	"Outer membrane protein X; role in inducing RNAP-sigma E production"	18602,62
EG12136	mdtD	P36554	g1788392	JW2062	6879	EB2057	471	"Putative transporter, function unknown; no MDR phenotype when mutated or cloned; fourth gene in mdtABCDbaeRS operon"	50900,89
EG12137	nlpE	P40710	g1786390	JW0188	652	EB2058	236	"Lipoprotein activating Cpx in response to adhesion; copper resistance; outer membrane protein"	25844,29
EG12138	yaeF	P37056	g87081699	JW5016	655	EB2059	274	"Putative lipoprotein, function unknown; Cys conserved"	29912,35
EG12139	qseG	P0AD44	g1788906	JW2539	8405	EB2060	237	"OM protein affecting QseEF response, autorepressor activity; required for translocation of TTSS effectors in EPEC; transcription activated by AI-3/epinephrine/norepinephrine via QseC"	27347,89
EG12140	ydhB	P0ACR2	g1787949	JW1651	5547	EB2061	310	Function unknown, LysR family of transcriptional regulators	35250,06
EG12141	ydhC	P37597	g48994889	JW1652	5551	EB2062	403	"Putative transporter, function unknown; no overexpression resistances found"	43367,43
EG12142	sdaC	P0AAD6	g1789160	JW2767	9169	EB2063	429	Serine:H+ symport permease, threonine-insensitive	46906,3
EG12143	napD	P0A9I5	g1788535	JW2195	7291	EB2064	87	Twin-arginine signal-peptide-binding chaperone for NapA	9468,51
EG12144	pgm	P36938	g1786904	JW0675	2345	EB2065	546	Phosphoglucomutase	58360,95
EG12146	yhbJ	P0A894	g1789598	JW3172	10522	EB2066	284	"Senses glucosamine-6-phosphate and inactivates glmZ sRNA; NTPase"	32492,29
EG12147	npr	P0A9N0	g1789599	JW3173	10524	EB2067	90	NPr, N-regulated HPr-like protein	9810,13
EG12148	galP	P0AEP1	g1789312	JW2910	9654	EB2068	464	D-Galactose/H+ symporter	50982,5
EG12149	asr	P36560	g87081945	JW5826	5337	EB2069	102	"Acid shock-inducible periplasmic protein required for acid tolerance; expression controlled by phoBR"	10591,26
EG12150	cobS	P36561	g1788301	JW1970	6613	EB2070	247	Partial cobalamin biosynthesis pathway present in E. coli	26385,59
EG12151	cobT	P36562	g1788300	JW1969	6611	EB2071	359	Partial cobalamin biosynthesis pathway present in E. coli	36986,98
EG12152	idnK	P39208	g1790719	JW4225	13980	EB2072	187	D-gluconate kinase	21003,98
EG12153	narU	P37758	g1787743	JW1464	4901	EB2073	462	Nitrite extrusion protein	49890,15
EG12154	sieB	P38392	g87081885	JW5209	4540	EB2074	162	Superinfection exclusion protein, Rac prophage	19243,79
EG12155	kilR	P38393	g87081884	JW1347	4537	EB2075	73	"Killing function of the Rac prophage during zygotic induction; causes cell division arrest and altered cell morphology, suppressed by ftsZ overexpression"	8433,81
EG12156	ydaE	P38394	g87081883	JW1346	Null	EB2076	56	Metallothionein, function unknown, Rac prophage	6583,73
EG12157	ydaF	P0ACW0	g87081886	JW1349	Null	EB2077	51	Function unknown, Rac prophage	5768,53
EG12158	rdgC	P36767	g1786592	JW0384	1366	EB2078	303	"Competitive inhibitor of RecA function; nucleoid-associated ssDNA and dsDNA binding protein; synthetic lethal with priA"	33993,33
EG12159	yaiE	P0C037	g1786590	JW0382	1360	EB2079	94	Function unknown	10234,4
EG12161	eaeH	P36943	g1786488	JW0291	1025	EB2080	291	"Pseudogene, intimin homolog; N-terminal fragment, interrupted/deleted by IS3A"	32704,66
EG12162	gatR	P36930	g87082039	"JW2074;JW5340"	6914	EB2081	257	"Pseudogene reconstruction, repressor for gat operon; interrupted by IS3E"	27726,9
EG12163	rsmB	P36929	g2367212	JW3250	10785	EB2082	429	16S rRNA m(5)C967 methyltransferase, SAM-dependent	48347,51
EG12164	ytjC	P0A7A2	g1790856	JW4358	14416	EB2083	215	Function unknown, related to fructose-2,6-bisphosphatases	24065,22
EG12165	mukF	P60293	g1787152	JW0905	3134	EB2084	440	Chromosome condensin MukBEF, kleisin-like subunit	50578,91
EG12166	ycbC	P0AB01	g1787150	JW0903	3127	EB2085	259	Function unknown	28666,35
EG12167	smtA	P36566	g1787151	JW0904	3131	EB2086	261	Putative methyltransferase, SAM-dependent, Hns-regulated	29814,25
EG12168	brnQ	P0AD99	g1786601	JW0391	1394	EB2087	439	"Mutants are valine and o-methylthreonine resistant, glycylvaline sensitive; transport system I for Ile, Leu, and Val"	46208,74
EG12169	ccmD	P0ABM5	g1788526	JW2186	7273	EB2088	69	"ABC transporter, required for holoCcmE release; CcmABCD transporter complex"	7745,13
EG12171	yjjI	P37342	g1790840	JW4343	14361	EB2089	516	Putative glycine radical enzyme, function unknown	58020,04
EG12172	hinT	P0ACE7	g1787346	JW1089	3729	EB2090	119	"Purine nucleoside phosphoramidase; aminoacyl-adenylate hydrolase; physological role unknown"	13241,28
EG12173	gspM	P36678	g87082245	JW5704	10898	EB2091	153	"Part of H-NS-silenced gsp divergon, type II protein secretion; cloned gsp divergon secretes ChiA"	17233,82
EG12174	ydaG	P76061	g87081887	JW5210	4544	EB2092	44	Expressed protein, function unknown, Rac prophage	5193,93
EG12176	yjdC	P0ACU7	g87082374	JW5733	13537	EB2093	191	Putative transcriptional repressor, function unknown	21931,08
EG12177	cutA	P69488	g1790579	JW4097	13544	EB2094	112	"Copper sensitivity, binds Cu(II); possible role in cytochrome c maturation; trimeric"	12331,08
EG12178	dsbD	P36655	g1790578	JW5734	13539	EB2095	565	Transmembrane protein-disulfide reductase, transfers electrons from cytoplasmic thioredoxin to the periplasm	61795,1
EG12179	cspE	P0A972	g1786841	JW0618	2142	EB2096	69	"Binds and melts RNA, involved in cold acclimation; binds ssDNA; high copy protects the chromosome from decondensation by camphor and increases DNA supercoiling; dimeric"	7463,45
EG12180	pagP	P37001	g1786840	JW0617	2139	EB2097	186	"Lipid A biosynthesis, outer membrane; transfers a palmitate residue from the sn-1 position of a phospholipid to the N-linked hydroxymyristate on the proximal unit of lipid A (or its precursors); confers resistance to cationic antimicrobial peptides"	21769,58
