Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
P05100	tag b3549 JW3518	tag		b3549 JW3518	3MG1_ECOLI		Evidence at protein level		DNA-3-methyladenine glycosylase 1 (EC 3.2.2.20) (3-methyladenine-DNA glycosylase I, constitutive) (TAG I) (DNA-3-methyladenine glycosidase I) (DNA-3-methyladenine glycosylase I)	"GO:0008725; GO:0006284; GO:0046872; GO:0005515"	"3D-structure; Complete proteome; DNA damage; DNA repair; Direct protein sequencing; Hydrolase; Metal-binding; Zinc"	187	
P04395	alkA aidA b2068 JW2053	alkA	aidA	b2068 JW2053	3MG2_ECOLI		Evidence at protein level	Alkylbase DNA glycosidase alkA family	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21) (3-methyladenine-DNA glycosylase II, inducible) (TAG II) (DNA-3-methyladenine glycosidase II) (DNA-3-methyladenine glycosylase II)	"GO:0003677; GO:0006307; GO:0003905; GO:0006284; GO:0005737; GO:0005515"	"3D-structure; Complete proteome; DNA damage; DNA repair; Direct protein sequencing; Hydrolase"	282	
P00350	gnd b2029 JW2011	gnd		b2029 JW2011	6PGD_ECOLI		Evidence at protein level	6-phosphogluconate dehydrogenase family	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	"GO:0019521; GO:0050661; GO:0055114; GO:0006098; GO:0004616; GO:0042803"	"3D-structure; Complete proteome; Gluconate utilization; NADP; Oxidoreductase; Pentose shunt"	468	
C4ZXT8	pgl BWG_0619	pgl		BWG_0619	6PGL_ECOBW		Inferred from homology	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
B1X797	pgl ECDH10B_0835	pgl		ECDH10B_0835	6PGL_ECODH		Inferred from homology	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
P52697	pgl ybhE b0767 JW0750	pgl	ybhE	b0767 JW0750	6PGL_ECOLI		Evidence at protein level	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (Pgl) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"3D-structure; Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
C4ZSX9	aaeA BWG_2942	aaeA		BWG_2942	AAEA_ECOBW	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0016021; GO:0005886; GO:0009306; GO:0008565"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
B1XHL3	aaeA ECDH10B_3418	aaeA		ECDH10B_3418	AAEA_ECODH	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0016021; GO:0005886; GO:0009306; GO:0008565"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
P46482	aaeA yhcQ b3241 JW3210	aaeA	yhcQ	b3241 JW3210	AAEA_ECOLI	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0046942; GO:0016021; GO:0005886; GO:0009306; GO:0008565; GO:0042221"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
C4ZSX8	aaeB BWG_2941	aaeB		BWG_2941	AAEB_ECOBW	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level	Aromatic acid exporter ArAE (TC 2.A.85) family	p-hydroxybenzoic acid efflux pump subunit AaeB (pHBA efflux pump protein B)	"GO:0016021; GO:0005886; GO:0006810"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	655	
P46481	aaeB yhcP b3240 JW3209	aaeB	yhcP	b3240 JW3209	AAEB_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Aromatic acid exporter ArAE (TC 2.A.85) family	p-hydroxybenzoic acid efflux pump subunit AaeB (pHBA efflux pump protein B)	"GO:0046942; GO:0016021; GO:0005886; GO:0042221"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	655	
P67662	aaeR yhcS b3243 JW3212	aaeR	yhcS	b3243 JW3212	AAER_ECOLI		Predicted		HTH-type transcriptional activator AaeR	"GO:0003677; GO:0006355; GO:0003700; GO:0006350; GO:0016563"	"Activator; Complete proteome; DNA-binding; Transcription; Transcription regulation"	309	
C4ZSY0	aaeX BWG_2943	aaeX		BWG_2943	AAEX_ECOBW	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
B1XHL4	aaeX ECDH10B_3419	aaeX		ECDH10B_3419	AAEX_ECODH	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
P46478	aaeX yhcR b3242 JW5541	aaeX	yhcR	b3242 JW5541	AAEX_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
P22709	traX ECOK12F105	traX		ECOK12F105	TRAX1_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	TraX family	Protein traX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Plasmid; Transmembrane; Transmembrane helix"	248	Plasmid F
P06627	traY ECOK12F073	traY		ECOK12F073	TRAY1_ECOLI		Inferred from homology	TraY family	Protein traY	"GO:0003677; GO:0000746"	"Complete proteome; Conjugation; DNA-binding; Plasmid"	131	Plasmid F
P18034	trbA ECOK12F092	trbA		ECOK12F092	TRBA_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Predicted		Protein trbA	"GO:0000746; GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Conjugation; Membrane; Plasmid; Transmembrane; Transmembrane helix"	115	Plasmid F
P18035	trbB ECOK12F095	trbB		ECOK12F095	TRBB_ECOLI	Periplasm. 	Predicted		Protein trbB	"GO:0045454; GO:0000746; GO:0042597"	"Complete proteome; Conjugation; Periplasm; Plasmid; Signal"	181	Plasmid F
P18473	trbC ECOK12F088	trbC		ECOK12F088	TRBC_ECOLI	Periplasm. 	Predicted		Periplasmic protein trbC	"GO:0000746; GO:0042597"	"Complete proteome; Conjugation; Periplasm; Plasmid; Signal"	212	Plasmid F
P41070	trbD ECOK12F080	trbD		ECOK12F080	TRBD_ECOLI		Predicted		Protein trbD		"Complete proteome; Plasmid"	65	Plasmid F
Q05807	trbE ECOK12F090	trbE		ECOK12F090	TRBE_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Predicted		Protein trbE	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Plasmid; Transmembrane; Transmembrane helix"	86	Plasmid F
P15068	trbF ECOK12F097	trbF		ECOK12F097	TRBF_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Predicted		Protein trbF	"GO:0000746; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Conjugation; Membrane; Plasmid; Transmembrane; Transmembrane helix"	126	Plasmid F
P41072	trbG ECOK12F081	trbG		ECOK12F081	TRBG_ECOLI		Predicted		Protein trbG		"Complete proteome; Plasmid"	83	Plasmid F
P19381	trbH ECOK12F103	trbH		ECOK12F103	TRBH_ECOLI	"Cell inner membrane; Single-pass membrane protein. "	Predicted		Protein trbH	"GO:0000746; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Conjugation; Membrane; Plasmid; Transmembrane; Transmembrane helix"	239	Plasmid F
P18006	trbI ECOK12F085	trbI		ECOK12F085	TRBI_ECOLI	"Cell inner membrane; Single-pass membrane protein. "	Predicted		Protein trbI	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Plasmid; Transmembrane; Transmembrane helix"	128	Plasmid F
P18353	trbJ ECOK12F096	trbJ		ECOK12F096	TRBJ_ECOLI		Predicted		Protein trbJ		"Complete proteome; Plasmid"	113	Plasmid F
C4ZTN8	treA BWG_1022	treA		BWG_1022	TREA_ECOBW	Periplasm. 	Inferred from homology	Glycosyl hydrolase 37 family	Periplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	"GO:0004555; GO:0042597; GO:0005991"	"Complete proteome; Glycosidase; Hydrolase; Periplasm; Signal"	565	
B1XAN8	treA ECDH10B_1250	treA		ECDH10B_1250	TREA_ECODH	Periplasm. 	Inferred from homology	Glycosyl hydrolase 37 family	Periplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	"GO:0004555; GO:0042597; GO:0005991"	"Complete proteome; Glycosidase; Hydrolase; Periplasm; Signal"	565	
P13482	treA osmA b1197 JW1186	treA	osmA	b1197 JW1186	TREA_ECOLI	Periplasm. 	Evidence at protein level	Glycosyl hydrolase 37 family	Periplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	"GO:0004555; GO:0042597; GO:0005991"	"3D-structure; Complete proteome; Direct protein sequencing; Glycosidase; Hydrolase; Periplasm; Signal"	565	
P28904	treC olgH b4239 JW4198	treC	olgH	b4239 JW4198	TREC_ECOLI	Cytoplasm. 	Inferred from homology	Glycosyl hydrolase 13 family	Trehalose-6-phosphate hydrolase (EC 3.2.1.93) (Alpha,alpha-phosphotrehalase)	"GO:0008788; GO:0043169; GO:0005737; GO:0005993"	"Complete proteome; Cytoplasm; Glycosidase; Hydrolase"	551	
C4ZW66	treF BWG_3208	treF		BWG_3208	TREF_ECOBW	Cytoplasm. 	Inferred from homology	Glycosyl hydrolase 37 family	Cytoplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	"GO:0004555; GO:0005737; GO:0005991"	"Complete proteome; Cytoplasm; Glycosidase; Hydrolase"	549	
B1X7X4	treF ECDH10B_3696	treF		ECDH10B_3696	TREF_ECODH	Cytoplasm. 	Inferred from homology	Glycosyl hydrolase 37 family	Cytoplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	"GO:0004555; GO:0005737; GO:0005991"	"Complete proteome; Cytoplasm; Glycosidase; Hydrolase"	549	
P62601	treF b3519 JW3487	treF		b3519 JW3487	TREF_ECOLI	Cytoplasm. 	Evidence at protein level	Glycosyl hydrolase 37 family	Cytoplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	"GO:0004555; GO:0005737; GO:0005991"	"Complete proteome; Cytoplasm; Direct protein sequencing; Glycosidase; Hydrolase"	549	
P36673	treR b4241 JW4200	treR		b4241 JW4200	TRER_ECOLI		Evidence at protein level		HTH-type transcriptional regulator treR (Trehalose operon repressor)	"GO:0003677; GO:0005622; GO:0005515; GO:0006355; GO:0003700; GO:0016566; GO:0006350; GO:0005991"	"3D-structure; Complete proteome; DNA-binding; Repressor; Transcription; Transcription regulation"	315	
P0AGI8	trkA b3290 JW3251	trkA		b3290 JW3251	TRKA_ECOLI	"Cell inner membrane; Peripheral membrane protein; Cytoplasmic side. "	Evidence at protein level		Trk system potassium uptake protein trkA (K(+)-uptake protein trkA)	"GO:0005488; GO:0003824; GO:0008324; GO:0005886; GO:0006813"	"Cell inner membrane; Cell membrane; Complete proteome; Direct protein sequencing; Ion transport; Membrane; NAD; Potassium; Potassium transport; Repeat; Transport"	458	
P23849	trkG b1363 JW1358	trkG		b1363 JW1358	TRKG_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	TrkH potassium transport family	Trk system potassium uptake protein trkG	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell inner membrane; Cell membrane; Complete proteome; Ion transport; Membrane; Potassium; Potassium transport; Transmembrane; Transmembrane helix; Transport"	485	
P0AFZ7	trkH b3849 JW5576	trkH		b3849 JW5576	TRKH_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	TrkH potassium transport family	Trk system potassium uptake protein trkH	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell inner membrane; Cell membrane; Complete proteome; Ion transport; Membrane; Potassium; Potassium transport; Transmembrane; Transmembrane helix; Transport"	483	
C5A0R4	trmA BWG_3633	trmA		BWG_3633	TRMA_ECOBW		Inferred from homology	Methyltransferase superfamily, RNA M5U methyltransferase family, TrmA subfamily	tRNA (uracil-5-)-methyltransferase (EC 2.1.1.35) (tRNA(M-5-U54)-methyltransferase) (RUMT)	GO:0009021	"Complete proteome; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	366
B1XBX6	trmA ECDH10B_4154	trmA		ECDH10B_4154	TRMA_ECODH		Inferred from homology	Methyltransferase superfamily, RNA M5U methyltransferase family, TrmA subfamily	tRNA (uracil-5-)-methyltransferase (EC 2.1.1.35) (tRNA(M-5-U54)-methyltransferase) (RUMT)	GO:0009021	"Complete proteome; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	366
P23003	trmA b3965 JW3937	trmA		b3965 JW3937	TRMA_ECOLI		Evidence at protein level	Methyltransferase superfamily, RNA M5U methyltransferase family, TrmA subfamily	tRNA (uracil-5-)-methyltransferase (EC 2.1.1.35) (tRNA(M-5-U54)-methyltransferase) (RUMT)	"GO:0019843; GO:0009021; GO:0000049"	"3D-structure; Complete proteome; Direct protein sequencing; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	366
P0A8I5	trmB trmI yggH b2960 JW2927	trmB	trmI yggH	b2960 JW2927	TRMB_ECOLI		Evidence at protein level	Methyltransferase superfamily, TrmB family	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA(m7G46)-methyltransferase)	GO:0008176	"3D-structure; Complete proteome; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	239
C4ZYM5	trmD BWG_2366	trmD		BWG_2366	TRMD_ECOBW	Cytoplasm. 	Inferred from homology	RNA methyltransferase trmD family	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.31) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	"GO:0003723; GO:0005737; GO:0009019"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	255
B1XBS9	trmD ECDH10B_2774	trmD		ECDH10B_2774	TRMD_ECODH	Cytoplasm. 	Inferred from homology	RNA methyltransferase trmD family	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.31) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	"GO:0003723; GO:0005737; GO:0009019"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	255
P0A873	trmD b2607 JW2588	trmD		b2607 JW2588	TRMD_ECOLI	Cytoplasm. 	Evidence at protein level	RNA methyltransferase trmD family	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.31) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	"GO:0003723; GO:0005737; GO:0009019"	"3D-structure; Complete proteome; Cytoplasm; Direct protein sequencing; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	255
P0AGJ2	trmH spoU b3651 JW3626	trmH	spoU	b3651 JW3626	TRMH_ECOLI	Cytoplasm. 	Evidence at protein level	RNA methyltransferase trmH family	tRNA guanosine-2'-O-methyltransferase (EC 2.1.1.34) (tRNA [Gm18] methyltransferase)	"GO:0003723; GO:0005737; GO:0009020"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	229
P0AE01	trmJ yfhQ b2532 JW2516	trmJ	yfhQ	b2532 JW2516	TRMJ_ECOLI	Cytoplasm. 	Evidence at protein level	RNA methyltransferase trmH family	tRNA (cytidine/uridine-2'-O-)-methyltransferase trmJ (EC 2.1.1.-) (tRNA Cm32/Um32 methyltransferase)	"GO:0003723; GO:0005737; GO:0016427; GO:0016300"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	246
C4ZYJ8	yfiC BWG_2339	yfiC		BWG_2339	TRMN6_ECOBW	Cytoplasm. 	Inferred from homology	Methyltransferase superfamily, tRNA (adenine-N(6)-)-methyltransferase family	tRNA (adenine-N(6)-)-methyltransferase (EC 2.1.1.55) (tRNA m6A37 methyltransferase)	"GO:0005737; GO:0003676; GO:0016430"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	245
B1XBQ2	yfiC ECDH10B_2743	yfiC		ECDH10B_2743	TRMN6_ECODH	Cytoplasm. 	Inferred from homology	Methyltransferase superfamily, tRNA (adenine-N(6)-)-methyltransferase family	tRNA (adenine-N(6)-)-methyltransferase (EC 2.1.1.55) (tRNA m6A37 methyltransferase)	"GO:0005737; GO:0003676; GO:0016430"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	245
P31825	yfiC b2575 JW2559	yfiC		b2575 JW2559	TRMN6_ECOLI	Cytoplasm. 	Evidence at protein level	Methyltransferase superfamily, tRNA (adenine-N(6)-)-methyltransferase family	tRNA (adenine-N(6)-)-methyltransferase (EC 2.1.1.55) (tRNA m6A37 methyltransferase)	"GO:0005737; GO:0003676; GO:0016430"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	245
C4ZTV3	trpA BWG_1089	trpA		BWG_1089	TRPA_ECOBW		Inferred from homology	TrpA family	Tryptophan synthase alpha chain (EC 4.2.1.20)	GO:0004834	"Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Lyase; Tryptophan biosynthesis"	268
B1XBK9	trpA ECDH10B_1375	trpA		ECDH10B_1375	TRPA_ECODH		Inferred from homology	TrpA family	Tryptophan synthase alpha chain (EC 4.2.1.20)	GO:0004834	"Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Lyase; Tryptophan biosynthesis"	268
P0A877	trpA b1260 JW1252	trpA		b1260 JW1252	TRPA_ECOLI		Evidence at protein level	TrpA family	Tryptophan synthase alpha chain (EC 4.2.1.20)	"GO:0005737; GO:0005515; GO:0043199; GO:0004834"	"3D-structure; Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Direct protein sequencing; Lyase; Tryptophan biosynthesis"	268
B1XBL0	trpB ECDH10B_1376	trpB		ECDH10B_1376	TRPB_ECODH		Inferred from homology	TrpB family	Tryptophan synthase beta chain (EC 4.2.1.20)	"GO:0030170; GO:0004834"	"Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Lyase; Pyridoxal phosphate; Tryptophan biosynthesis"	397
P0A879	trpB b1261 JW1253	trpB		b1261 JW1253	TRPB_ECOLI		Evidence at protein level	TrpB family	Tryptophan synthase beta chain (EC 4.2.1.20)	"GO:0005737; GO:0005515; GO:0030170; GO:0004834"	"3D-structure; Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Direct protein sequencing; Lyase; Pyridoxal phosphate; Tryptophan biosynthesis"	397
P00909	trpC b1262 JW1254	trpC		b1262 JW1254	TRPC_ECOLI		Evidence at protein level	"TrpC family; TrpF family"	"Tryptophan biosynthesis protein trpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]"	"GO:0004425; GO:0004640; GO:0000162"	"3D-structure; Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Decarboxylase; Isomerase; Lyase; Multifunctional enzyme; Tryptophan biosynthesis"	452
P00895	trpE b1264 JW1256	trpE		b1264 JW1256	TRPE_ECOLI		Evidence at protein level	Anthranilate synthase component I family	Anthranilate synthase component 1 (EC 4.1.3.27) (Anthranilate synthase component I)	"GO:0004049; GO:0000162"	"Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Direct protein sequencing; Lyase; Tryptophan biosynthesis"	520
P00904	trpD trpGD b1263 JW1255	trpD	trpGD	b1263 JW1255	TRPG_ECOLI		Evidence at protein level	Anthranilate phosphoribosyltransferase family	"Anthranilate synthase component II (EC 4.1.3.27) [Includes: Glutamine amidotransferase; Anthranilate phosphoribosyltransferase (EC 2.4.2.18)]"	"GO:0004048; GO:0004049; GO:0006541; GO:0000162"	"Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Direct protein sequencing; Glutamine amidotransferase; Glycosyltransferase; Lyase; Multifunctional enzyme; Transferase; Tryptophan biosynthesis"	531
P77766	trpH yciV b1266 JW1258	trpH	yciV	b1266 JW1258	TRPH_ECOLI		Inferred from homology	TrpH family	Protein trpH	"GO:0003677; GO:0006260; GO:0003887"	Complete proteome	293
C4ZT75	trpR BWG_4085	trpR		BWG_4085	TRPR_ECOBW	Cytoplasm. 	Inferred from homology	TrpR family	Trp operon repressor	"GO:0005737; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0016564"	"Complete proteome; Cytoplasm; DNA-binding; Repressor; Transcription; Transcription regulation"	108
B1XFK3	trpR ECDH10B_4551	trpR		ECDH10B_4551	TRPR_ECODH	Cytoplasm. 	Inferred from homology	TrpR family	Trp operon repressor	"GO:0005737; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0016564"	"Complete proteome; Cytoplasm; DNA-binding; Repressor; Transcription; Transcription regulation"	108
P0A881	trpR rtrY b4393 JW4356	trpR	rtrY	b4393 JW4356	TRPR_ECOLI	Cytoplasm. 	Evidence at protein level	TrpR family	Trp operon repressor	"GO:0005737; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0016564"	"3D-structure; Complete proteome; Cytoplasm; DNA-binding; Repressor; Transcription; Transcription regulation"	108
C4ZVL1	truA BWG_2092	truA		BWG_2092	TRUA_ECOBW		Inferred from homology	TRNA pseudouridine synthase truA family	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	"GO:0003723; GO:0009982; GO:0001522; GO:0008033"	"Complete proteome; Isomerase; tRNA processing"	270
B1X929	truA ECDH10B_2480	truA		ECDH10B_2480	TRUA_ECODH		Inferred from homology	TRNA pseudouridine synthase truA family	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	"GO:0003723; GO:0009982; GO:0001522; GO:0008033"	"Complete proteome; Isomerase; tRNA processing"	270
P07649	truA asuC hisT leuK b2318 JW2315	truA	asuC hisT leuK	b2318 JW2315	TRUA_ECOLI		Evidence at protein level	TRNA pseudouridine synthase truA family	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridylate synthase I) (PSU-I) (tRNA-uridine isomerase I)	"GO:0009982; GO:0000049; GO:0031119"	"3D-structure; Complete proteome; Direct protein sequencing; Isomerase; tRNA processing"	270
P60340	truB yhbA b3166 JW3135	truB	yhbA	b3166 JW3135	TRUB_ECOLI		Evidence at protein level	Pseudouridine synthase truB family, Type 1 subfamily	tRNA pseudouridine synthase B (EC 5.4.99.-) (Protein p35) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	"GO:0003723; GO:0009982; GO:0001522; GO:0008033"	"3D-structure; Complete proteome; Direct protein sequencing; Isomerase; tRNA processing"	314
P0AA41	truC yqcB b2791 JW2762	truC	yqcB	b2791 JW2762	TRUC_ECOLI		Evidence at protein level	Pseudouridine synthase rluA family	tRNA pseudouridine synthase C (EC 5.4.99.-) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	"GO:0003723; GO:0009982; GO:0031119"	"Complete proteome; Isomerase; tRNA processing"	260
C4ZZP9	truD BWG_2481	truD		BWG_2481	TRUD_ECOBW		Inferred from homology	Pseudouridine synthase truD family	tRNA pseudouridine synthase D (EC 5.4.99.-) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	"GO:0003723; GO:0009982; GO:0001522; GO:0008033"	"Complete proteome; Isomerase; tRNA processing"	349
B1XCS1	truD ECDH10B_2913	truD		ECDH10B_2913	TRUD_ECODH		Inferred from homology	Pseudouridine synthase truD family	tRNA pseudouridine synthase D (EC 5.4.99.-) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	"GO:0003723; GO:0009982; GO:0001522; GO:0008033"	"Complete proteome; Isomerase; tRNA processing"	349
Q57261	truD ygbO b2745 JW2715	truD	ygbO	b2745 JW2715	TRUD_ECOLI		Evidence at protein level	Pseudouridine synthase truD family	tRNA pseudouridine synthase D (EC 5.4.99.-) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	"GO:0003723; GO:0005515; GO:0009982; GO:0001522; GO:0008033"	"3D-structure; Complete proteome; Direct protein sequencing; Isomerase; tRNA processing"	349
P0A9P4	trxB b0888 JW0871	trxB		b0888 JW0871	TRXB_ECOLI	Cytoplasm. 	Evidence at protein level	Class-II pyridine nucleotide-disulfide oxidoreductase family	Thioredoxin reductase (TRXR) (EC 1.8.1.9)	"GO:0050660; GO:0005737; GO:0055114; GO:0005515; GO:0019430; GO:0004791"	"3D-structure; Complete proteome; Cytoplasm; Direct protein sequencing; Disulfide bond; FAD; Flavoprotein; NADP; Oxidoreductase; Redox-active center"	321
C4ZUM0	tsgA BWG_3056	tsgA		BWG_3056	TSGA_ECOBW	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	Major facilitator superfamily, TsgA family	Protein tsgA	"GO:0016021; GO:0005886; GO:0055085"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	393
B1X712	tsgA ECDH10B_3540	tsgA		ECDH10B_3540	TSGA_ECODH	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	Major facilitator superfamily, TsgA family	Protein tsgA	"GO:0016021; GO:0005886; GO:0055085"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	393
P60778	tsgA gutS yhfC yhfH b3364 JW3327	tsgA	gutS yhfC yhfH	b3364 JW3327	TSGA_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Major facilitator superfamily, TsgA family	Protein tsgA	"GO:0016021; GO:0005886; GO:0055085"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	393
