EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW
EG11673	folB	ECK3048	P0AC16	b3058	CG61103	g87082204	JW3030	10036	EB1624	aa	"ALT_INIT[-1]; Verified[0]"	122	Counterclockwise	3202243	3202611	69.02	ygiG	Folate	Dihydroneopterin aldolase	The N-terminal sequence of native FolB(YgiG) is MDIVFIEQL (Jeff Green, personal comm.)	13619.53
EG11674	plsY	ECK3049	P60782	b3059	Null	g1789439	JW3031	10042	EB1625	aa	OK	205	Clockwise	3202716	3203333	69.03	ygiH	Phospholipid synthesis	Probable glycerol-3-phosphate acyltransferase	Homologous to the PlsY glycerol-3-phosphate acyltransferase (UniProtKB: P0A4Q0) of S. pneumoniae, which identifies a function for the UPF0078 family (COG0344). S. pneumoniae PlsX and PlsY work together as a two-step glycerol-3-phosphate acylation, the first step in phosphatidic acid synthesis, an intermediate in phospholipid synthesis (Lu, 2006). PlsXY homologs are present in E. coli, but PlsXY cannot substitute for the single step reaction catalyzed by the essential PlsB even on plasmids, although S. pneumoniae plsXY can plasmid rescue E. coli plsB null mutants (Yoshimura, 2007). plsY(ygiH) and plsX are synthetic lethals (i.e. they cannot be simultaneously deleted) and plsB overexpression permits growth of the plsXY double mutant (Yoshimura, 2007).	22193.43
EG11675	panB	ECK0133	P31057	b0134	CG427	g1786326	JW0130	467	EB1626	aa	"OK; Verified[0]"	264	Counterclockwise	148807	149601	3.21	panA(S.t.)	Pantothenate	Ketopantoate hydroxymethyltransferase	"The original ""panA"" mutation pan-6 in Salmonella was found to be an allele of panB (Cronan, 1982)."	28237.44
EG11676	hslV	ECK3924	P0A7B8	b3932	CG34160	g1790367	JW3903	12845	EB1627	aa	"OK; Verified[1]"	176	Counterclockwise	4119780	4120310	88.79	"clpQ;htpO;yiiC"	Heat-shock locus	"Heat-inducible ATP-dependent protease HslVU, protease subunit; involved in the degradation of misfolded proteins"	Null	19092.85
EG11679	aas	ECK2832	P31119	b2836	CG29780	g1789201	JW2804	9302	EB1630	aa	OK	719	Counterclockwise	2971877	2974036	64.05	Null	Acyl-ACP synthase	"Acyl-ACP synthase; 2-acylglycerophosphoethanolamine acyltransferase; salvage pathway for reacylation; inner membrane; bifunctional for turnover/incorporation"	Null	80700.02
EG11680	lptB	ECK3190	P0A9V1	b3201	Null	g1789593	JW3168	10512	EB1631	aa	"OK; Verified[1]"	241	Clockwise	3341966	3342691	72.03	yhbG	LPS transport	"LPS export ABC transporter ATP-binding protein; LptBFGC export complex"	An LptBFGC protein complex has been identified (Narita, 2009). LptB depletion results in rifampicin/bile salts sensitivity, indicative of an outer membrane integrity defect. Reported to be essential based on depletion of ara-controlled expression (Sperandeo, 2006), however Baba, 2006, constructed a viable deletion strain. Binds TrxA (Kumar, 2004).  RpoE regulon.	26800.65
EG11681	hpf	ECK3192	P0AFX0	b3203	CG59060	g1789595	JW3170	10516	EB1632	aa	"OK; Verified[0]"	95	Clockwise	3344195	3344482	72.08	yhbH	Hibernation promoting factor	"Ribosome hibernation promoting factor HPF; stabilizes 70S dimers (100S); induced in stationary phase; raiA paralog has opposite effect on 70S dimers"	Homologous to RpoN modulators. Induced by AI-2 pheromone. The rpoN operon contains rpoN-hpf-ptsN-yhbJ-npr.	10750.25
EG11682	ptsN	ECK3193	P69829	b3204	CG38380	g1789597	JW3171	10520	EB1633	aa	OK	163	Clockwise	3344600	3345091	72.09	"rpoP;yhbI"	Phosphotransferase system	Nitrogen regulatory protein, PTS system EIIA(Ntr) component	"Although ptsN was predicted to have a sigma 28 (FliA) promoter, it can not be transcribed in vitro with sigma 28 holoenzyme (Yu, 2006). The rpoN operon contains rpoN-hpf-ptsN-yhbJ-npr. ptsN is a multicopy suppressor of rpoE mutant lethality (Hayden, 2008). Dephosphorylated  PTS system EIIA(Ntr) protein PtsN binds to and stimulates sensor kinase KdpD activity, increasing the levels of the cognate phosphorylated response regulator KdpE (Luttman, 2009). RpoE regulon. 5/28 PtsN peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed; 4/28 peptide masses indicate that occasionally the initial Met is not removed (Maillet, 2007)."	17959.57
EG11683	yicG	ECK3636	P0AGM2	b3646	Null	g87082304	JW3621	11921	EB1634	aa	ALT_INIT[-18]	205	Clockwise	3816897	3817514	82.27	Null	Systematic nomenclature	Inner membrane protein, UPF0126 family, function unknown	Null	22048.43
EG11687	setC	ECK3649	P31436	b3659	CG63385	g1790091	JW3633	11959	EB1638	aa	OK	394	Clockwise	3834976	3836160	82.66	yicK	Sugar efflux transporter	Putative sugar efflux transporter, function unknown	Major Facilitator Superfamily (MFS).	43493.35
EG11689	nepI	ECK3653	P0ADL1	b3662	Null	g1790095	JW5938	11967	EB1640	aa	ALT_INIT[-55]	396	Counterclockwise	3838572	3839762	82.73	"gaiA(S.t.);yicM"	nucleoside efflux permease - inosine	"Purine ribonucleoside exporter; 6-mercaptopurine resistance"	Overexpression of nepI increases resistance to inosine and guanosine. Salmonella gaiA(nepI) is required for triggering apoptosis and bacterial survival in murine macrophages. Pathogenicity island eip (EAEC strain 042) has inserted in the yicS-nepI intergenic region. Major Facilitator Superfamily (MFS).	41842.03
EG11691	yicO	ECK3655	P31440	b3664	Null	g87082309	JW5636	11975	EB1642	aa	ALT_INIT[-26]	444	Counterclockwise	3840478	3841812	82.77	pbuA	Systematic nomenclature	Predicted adenine permease, function unknown	"Paralogs YicO and PurP are 74% identical. PurP seems to account for all the high-affinity permease activity and it is unlikley that YicO is the low affinity activity, so YicO may need to be induced by BaeSR to get activity. yicO and the adajcent adenine deaminase gene ade may constitute an inducible adenine utilization divergon, however the convergent gene arrangement is not conserved outside of E. coli: the genes are adjacent in Klebsiella and Serratia in an apparent operon arrangement; this difference may reflect horizontal acquisition of ade, which is predicted to be an HT gene although yicO is a core gene, so their association may be a relatively recent evolutionary development. BaeSR regulon."	46933.62
EG11693	emrD	ECK3664	P31442	b3673	CG36938	g87082312	JW5634	12011	EB1644	aa	ALT_INIT[-2]	394	Clockwise	3851945	3853129	83.02	yicQ	Efflux-multidrug resistance	"Multidrug resistance pump; overexpression resistance to uncouplers and detergents"	Major Facilitator Superfamily (MFS).	42215.70
EG11698	galM	ECK0745	P0A9C3	b0756	CG35171	g1786971	JW0739	2566	EB1649	aa	OK	346	Counterclockwise	787020	788060	16.96	Null	Galactose	"Galactose mutarotase, aldose-1-epimerase; monomeric"	GalM substrates include D-galactose, D-glucose, L-arabinose, D-xylose, maltose and lactose. Some GalM activity is found in the periplasm. GalM N-terminal sequence demonstrates the initial Met is not cleaved, however the protein was overproduced using a vector-encoded RBS so it is not in the Verifeid Set (Bouffard, 1994). galM, yphB and yihR are paralogs. 8/175 GalM peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	38190.46
EG11699	gpmA	ECK0744	P62707	b0755	CG35790	g1786970	JW0738	2563	EB1650	aa	"OK; Verified[1]"	250	Counterclockwise	786066	786818	16.94	gpm	Glycerol P mutase	"Phosphoglycerate mutase, 1, 2,3-bisphosphoglycerate-dependent; Fur regulon; dimeric"	HT_Cmplx25_Cyt: GpmA+GpmM.	28556.40
EG11701	udk	ECK2060	P0A8F4	b2066	CG42	g87082034	JW2051	6840	EB1652	aa	ALT_INIT[-18]	213	Counterclockwise	2140331	2140972	46.13	Null	Uridine kinase	Uridine/cytidine kinase	Null	24353.11
EG11702	nudC	ECK3988	P32664	b3996	CG59034	g48994995	JW5548	13063	EB1653	aa	OK	257	Clockwise	4194926	4195699	90.41	yjaD	Nudix hydrolase	NADH pyrophosphatase	Nudix hydrolase.	29688.94
EG11703	acrA	ECK0457	P0AE06	b0463	CG1045	g1786668	JW0452	1603	EB1654	aa	OK	397	Counterclockwise	483650	484843	10.42	"lir;Mb;mbl;mtcA;sipB"	Acridine	"AcrAB-TolC multidrug efflux pump; additionally dye, detergent, solvent resistance; membrane-fusion lipoprotein"	acrA was first identified as an acridine sensitive mutation. acrA is a mutational suppressor of topA deletion inviability in low osmolarity medium. AcrA is attached to the inner membrane. acrA is an acrE paralog. AcrA is trimeric. Mar regulon. First 24 aa are a type II signal peptide.	42196.71
EG11704	acrB	ECK0456	P31224	b0462	CG35806	g1786667	JW0451	1601	EB1655	aa	OK	1049	Counterclockwise	480478	483627	10.36	acrE	Acridine	"AcrAB-TolC multidrug efflux pump; additionally dye, detergent and solvent resistance; RND-type transporter"	acrB is an acrF paralog. AcrB exists as a homotrimer. It is in the Mar regulon. HT_Cmplx27_Mem: AcrB+MdtF.	113573.65
EG11707	yidL	ECK3671	P31449	b3680	Null	g1790114	JW3656	12034	EB1658	aa	OK	297	Clockwise	3858306	3859199	83.16	Null	Systematic nomenclature	Predicted transcriptional regulator, AraC family, function unknown	Null	33957.98
EG11711	yidP	ECK3676	P31453	b3684	Null	g1790118	JW3661	12049	EB1662	aa	OK	238	Clockwise	3861922	3862638	83.24	Null	Systematic nomenclature	Function unknown	Null	27327.83
EG11715	dgoT	ECK3683	P0AA76	b3691	CG856	g87082320	JW5859	12072	EB1666	aa	ALT_INIT[-15]	430	Counterclockwise	3868461	3869753	83.38	yidT	D-Galactonate	Galactonate transporter	Major Facilitator Superfamily (MFS).	47076.73
EG11716	dgoA	ECK3685	Q6BF16	b4477	CG36891	g48994954	JW5628	174107	EB1667	aa	OK	205	Counterclockwise	3871018	3871635	83.43	yidU	D-Galactonate	2-oxo-3-deoxygalactonate 6-phosphate aldolase	Null	21390.60
EG11718	dgoR	ECK3687	P31460	b4479	CG857	g48994955	JW5627	174108	EB1669	aa	OK	229	Counterclockwise	3872494	3873183	83.46	yidW	D-Galactonate	"Transcriptional repressor for the dgoRKAT operon; growth on 2-keto-3-deoxygalactonate; binds D-galactonate as an inducer"	DgoR is a GntR-type DNA-binding transcriptional regulator.	26079.62
EG11720	mdtL	ECK3703	P31462	b3710	Null	g1790146	JW3688	12139	EB1671	aa	OK	391	Clockwise	3889638	3890813	83.83	yidY	Multidrug transporter	"Multidrug resistance efflux protein; overexpression confers low-level chloramphenicol resistance"	Major Facilitator Superfamily (MFS).	41489.72
EG11721	yidZ	ECK3704	P31463	b3711	Null	g1790147	JW3689	12141	EB1672	aa	OK	319	Clockwise	3890788	3891747	83.86	Null	Systematic nomenclature	"Confers resistance to nitric oxide; potential regulator"	YidZ is in LysR family.  yidZ is induced by NO. 	36881.81
EG11723	yieF	ECK3706	P0AGE6	b3713	Null	g1790149	JW3691	12146	EB1674	aa	OK	188	Clockwise	3892675	3893241	83.90	Null	Systematic nomenclature	"Chromate reductase, Class I, flavoprotein; chromate resistance; reduces mitomycin C; prodrug reducing enzyme"	YieF mutant enzyme Y6 kills HeLa spinner cells.	20375.56
EG11724	purP	ECK3707	P31466	b3714	17992	g1790150	JW3692	12148	EB1675	aa	OK	445	Counterclockwise	3893295	3894632	83.91	yieG	Purine permease	Adenine permease, high affinity	Paralogs YicO and PurP are 74% identical and YicO may be a second adenine permease. A clone of purP(yjiE) was isolated as a multicopy suppresssor of a lethal yjeE deficiency (Handford, 2009).	46865.75
EG11725	yieH	ECK3708	P31467	b3715	Null	g1790151	JW3693	12153	EB1676	aa	OK	221	Clockwise	3894797	3895462	83.95	Null	Systematic nomenclature	"Phosphoenolpyruvate and 6-phosphogluconate phosphatase; weak phosphoramidase; physiological role unknown; HAD3"	"HAD superfamily. YieH is also a nucleotidase hydrolyzing purines and pyrimidines as secondary substrates; in vitro activities demonstrated by Kuznetsova et al. (2005, 2006)."	24664.32
EG11732	hsrA	ECK3748	P31474	b3754	Null	g1790195	JW3733	12273	EB1683	aa	OK	475	Counterclockwise	3937208	3938635	84.86	yieO	High-copy Suppressor of RspA	"Putative transporter, blocks RspA-mediated RpoS down-regulation; membrane protein; overexpression causes homocysteine accumulation due to MetE inhibition and methionine auxotrophy in absense of cobalamin; no overexpression resistances found"	Major Facilitator Superfamily (MFS).	51461.61
EG11733	yieP	ECK3749	P31475	b3755	Null	g48994961	JW5608	12275	EB1684	aa	OK	230	Counterclockwise	3938658	3939350	84.89	Null	Systematic nomenclature	Function unknown, GntR-type transcriptional regulator	Null	26076.05
EG11734	phoH	ECK1010	P0A9K1	b1020	CG31841	g1787257	JW1005	3458	EB1685	aa	"OK; Verified[0]"	354	Clockwise	1084215	1085279	23.37	psiH	Phosphate	ATP-binding protein, function unknown	Pho regulon. PhoH is homologous to the N-terminal domain of helicases.	39264.87
EG11736	gmhB	ECK0200	P63228	b0200	Null	g1786399	JW0196	675	EB1687	aa	OK	191	Clockwise	222833	223408	4.80	"gmbC;gmbX;wcbN;yaeD"	Glycero-mannose-heptose	"Heptose 1,7-bisphosphate phosphatase; LPS biosynthesis; HAD20"	HAD superfamily. GmhB also has fructose 1,6-bisphosphatase actvity in vitro (Kuznetsova, 2006).	21294.24
EG11737	metI	ECK0198	P31547	b0198	CG73837	g1786397	JW0194	668	EB1688	aa	OK	217	Counterclockwise	220968	221621	4.76	"metD;yaeE"	Methionine	"ABC transporter permease, L,D-methionine uptake; methionine sulfoximine sensitivity"	Null	23256.08
EG11741	envR	ECK3251	P0ACT2	b3264	CG33605	g1789664	JW3232	10712	EB1692	aa	OK	220	Counterclockwise	3410825	3411487	73.51	"acrS;yhdK"	Envelope	"Probable transcriptional repressor for acrEF (envCD); function unknown"	"TetR family. EnvR(AcrS) has not been experimentally characterized in E. coli; a Salmonella envR(acrS) mutant does not elevate acrF levels, possibly due to H-NS repression."	25198.16
EG11742	yddA	ECK1490	P31826	b1496	Null	g1787772	JW5242	4984	EB1693	aa	OK	561	Counterclockwise	1575681	1577366	33.96	Null	Systematic nomenclature	ABC-type transporter, no overexpression resistances	Null	64984.87
EG11746	panC	ECK0132	P31663	b0133	CG426	g1786325	JW0129	465	EB1696	aa	OK	283	Counterclockwise	147944	148795	3.19	Null	Pantothenate	Pantothenate synthase, dimeric	12/168 PanC peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007). This PanC N-terminus, with Met, was verified by MS/MS sequencing (Tao, 2009).	31597.67
EG11747	panD	ECK0130	P0A790	b0131	CG425	g1786323	JW0127	459	EB1697	aa	"OK; Verified[0]"	126	Counterclockwise	146314	146694	3.15	Null	Pantothenate	"Aspartate 1-decarboxylase; pantothenate biosynthesis; residues 1-24 cleaved, constitute the beta chain; C-terminal (102aa) constitutes alpha chain"	Mutants have altered acyl-CoA pools. N-terminus of alpha subunit (Ser25) is modified to pyruvic acid and involved in catalysis. Replacing normally modified Ser25 with an alanine inactivates PanD. Sequencing citation: Merkel,W.K. and Nichols,B.P., Nucleotide sequence of the Escherichia coli panBCD gene cluster, unpublished (1993) as cited in GenBank accession number L17086. Aspartate decarboxylase activity was confirmed in K-12 when it was first shown to be PanD (Cronan, 1980).	13833.73
EG11753	chaA	ECK1210	P31801	b1216	CG30293	g1787468	JW1207	4082	EB1703	aa	OK	366	Counterclockwise	1269972	1271072	27.37	Null	Ca2+/H+ antiporter	"Ca2+/H+ and K+/H+ antiporter; extrudes potassium ions, and also sodium ions at alkaline pH; regulated by osmolarity and pH"	Null	39168.46
EG11754	setA	ECK0072	P31675	b0070	CG63377	g48994875	JW0069	257	EB1704	aa	OK	392	Clockwise	77621	78799	1.67	yabM	Sugar efflux transporter	Broad specificity sugar efflux transporter	Major Facilitator Superfamily (MFS).	42713.17
EG11756	prpC	ECK0330	P31660	b0333	CG58090	g1786527	JW0324	1148	EB1706	aa	"OK; Verified[17]"	389	Clockwise	349236	350405	7.53	"yahS;yzzD"	Propionate	"2-Methylcitrate synthase; propionate catabolism via 2-methlycitrate cycle, characterized primarily in Salmonella"	Repressed during biofilm formation. Crp regulon. N-terminal protein sequencing of mature PrpC indicated that the first 17 aa were removed, although this could be the result of proteolysis diring protein purification (Patton, 1993).	43102.18
EG11757	yjeE	ECK4164	P0AF67	b4168	Null	g1790610	JW4126	13649	EB1707	aa	OK	153	Clockwise	4393608	4394069	94.70	Null	Systematic nomenclature	ADP-binding protein, essential gene	"Depletion of YjeE causes a proportion of cells to be enlarged, with a peripheral distribution of DNA; the YjeE depletion phenotype is suppressed by multicopy clones of rstA (Handford, 2009). YeaZ interacts with YjeE and Gcp(YgjD), preferring Gcp(YgjD) (Handford, 2009). yjeE is non-essential in the presence of multicopy rstA (Campbell, 2007). Weak ATPase activity has been demonstrated in H. influenazae, but not E. coli. YjeE binding to ADP has been demonstrated in E. coli. otherPDB (H. influenzae): 1FL9, 1HTW. "	16853.08
EG11758	yjeF	ECK4163	P31806	b4167	Null	g1790609	JW4125	13644	EB1708	aa	OK	515	Clockwise	4392089	4393636	94.66	Null	Systematic nomenclature	Putative kinase, ribokinase-like superfamily	Insertions in yjeF indicate this gene is likely to be non-essential.  YjeF is homologous to B. subtilis YxkO which belongs to the UPF0031 family.  AFMB Structural Genomics target No. 61 (http://afmb.cnrs-mrs.fr/article171.html).  otherPDB (B. subtilis): 1KYH.	54650.31
EG11759	yciK	ECK1265	P31808	b1271	Null	g1787526	JW1263	4263	EB1709	aa	OK	252	Counterclockwise	1326378	1327136	28.59	Null	Systematic nomenclature	"Predicted oxidoreductase, COG1028 family; function unknown"	Null	27932.91
EG11762	yibF	ECK3581	P0ACA1	b3592	CG61241	g1790018	JW3565	11736	EB1712	aa	OK	202	Counterclockwise	3759370	3759978	81.03	Null	Systematic nomenclature	Function unknown, glutathione S-transferase homolog	Null	22545.06
EG11764	yibH	ECK3586	P0AFV0	b3597	Null	g1790024	JW3571	11752	EB1714	aa	OK	378	Counterclockwise	3768266	3769402	81.22	Null	Systematic nomenclature	"Function unknown; putative membrane fusion protein (MFP) component of efflux pump, signal anchor"	Null	41988.31
EG11767	yhhJ	ECK3470	P0AGH1	b3485	Null	g87082274	JW5677	11379	EB1717	aa	OK	374	Counterclockwise	3623702	3624826	78.10	Null	Systematic nomenclature	"Predicted ABC transporter permease, function unknown; inner membrane protein"	The yhiI-rbbA-yhhJ operon encodes RbbA, an ABC transporter ATPase/permease fusion protein homolog that does not appear to be a transporter but rather is a ribosome-associated ATPase, and the YhiI membrane fusion efflux protein (MFP) homolog. The associations or roles, if any, that YhiI and YhhJ might have in RbbA function is unknown, but it is possible that YhiI-RbbA-YhhJ is or was an exporter. YadH, YbhR, YbhS, YhhJ, and the RbbA C-terminal domain are paralogous ABC2-membrane permease family members (pfam01061/COG0842).	41061.55
