Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra
C6EGH8_ECOBD	1	1	0	1	3	RSMB_ECOLI	C6EGH8_ECOBD	B	16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent (EC 2.1.1.61) (Sun protein)	429	9.074.996	8	8	9	8	8	8				1	1	1
C6EJ75_ECOBD	1	1	1	1	4	SDAC_ECOLI	C6EJ75_ECOBD	B	Predicted serine transporter (Serine transporter)	429	1,671.79	2	5	61	2	10	65	7	16	95	6	9	18
C6EI89_ECOBD	1	1	1	0	3	SYS_ECOLI	C6EI89_ECOBD	A	Seryl-tRNA synthetase (EC 6.1.1.11) (Serine--tRNA ligase) (Seryl-tRNA(Ser/Sec) synthetase)	430	1,868.92	8	8	8	9	10	10	1	1	1			
C6EJJ7_ECOBD	1	1	1	1	4	TOLB_ECOLI	C6EJJ7_ECOBD	G	Protein tolB	430	9.435.472	23	27	59	23	29	62	22	34	74	12	15	26
C6ELI4_ECOBD	1	1	1	0	3	PHOR_ECOLI	C6ELI4_ECOBD	B	PAS/PAC sensor signal transduction histidine kinase (Sensory histidine kinase in two-component regulatory system with PhoB) (EC 2.7.1.-)	431	9.945.356	2	2	2	2	2	2	5	5	7			
C6EGS8_ECOBD	1	1	1	1	4	DADA_ECOLI	C6EGS8_ECOBD	F1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	432	4,119.08	23	31	98	21	27	55	21	24	66	17	19	33
C6EJ93_ECOBD	1	1	1	1	4	ENO_ECOLI	C6EJ93_ECOBD	A	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	432	9.504.942	25	27	55	23	24	45	17	21	36	8	9	13
C6EJZ9_ECOBD	1	1	1	1	4	KGTP_ECOLI	C6EJZ9_ECOBD	B	Alpha-ketoglutarate transporter (Metabolite/H+ symporter, major facilitator superfamily (MFS))	432	1,008.48	1	1	1	3	4	18	5	8	46	5	5	7
C6ECH2_ECOBD	1	1	1	1	4	PURA_ECOLI	C6ECH2_ECOBD	A	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	432	1,065.49	9	10	13	9	10	12	8	8	9	3	3	3
C6EL29_ECOBD	1	1	1	1	4	TIG_ECOLI	C6EL29_ECOBD	A	Trigger factor (TF)	432	9.445.412	55	68	131	38	44	59	21	26	63	9	10	19
C6ECY7_ECOBD	1	1	1	1	4	DCUA_ECOLI	C6ECY7_ECOBD	B	Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)	433	1,106.58	7	8	21	7	8	20	10	13	49	7	7	11
C6EDN9_ECOBD	1	1	1	1	4	RSTB_ECOLI	C6EDN9_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with RstA)	433	1,756.87	1	1	1	1	1	1	11	11	13	1	1	1
C6EKY7_ECOBD	1	1	0	0	2	INGK_ECOLI	C6EKY7_ECOBD	A	Inosine kinase (EC 2.7.1.73) (Inosine/guanosine kinase) (EC 2.7.1.73)	434	1,617.82	1	1	1	1	1	1						
C6EB65_ECOBD	1	1	1	0	3	HISX_ECOLI	C6EB65_ECOBD	A	Histidinol dehydrogenase (EC 1.1.1.23)	434	9.295.162	3	3	6	3	3	4	5	5	8			
C6EE08_ECOBD	1	1	1	1	4	ACEA_ECOLI	C6EE08_ECOBD	A	Isocitrate lyase	434	8.433.995	4	4	4	3	3	3	1	1	2	1	1	1
C6EGY3_ECOBD	1	1	1	1	4	DHNA_ECOLI	C6EGY3_ECOBD	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	434	1,611.91	40	52	153	38	51	89	32	50	192	25	32	64
C6ELB2_ECOBD	1	1	1	1	4	FADI_ECOLI	C6ELB2_ECOBD	A	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	436	9.826.045	21	24	43	7	7	8	19	22	38	3	3	6
C6ED48_ECOBD	1	1	1	1	4	GLTP_ECOLI	C6ED48_ECOBD	B	Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	437	1,350.69	10	11	24	9	10	19	13	15	62	8	8	15
C6EAW7_ECOBD	1	1	0	0	2	MURD_ECOLI	C6EAW7_ECOBD	A	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	438	9.634.894	1	1	1	1	1	1						
C6EFF9_ECOBD	1	1	1	1	4	GNTT_ECOLI	C6EFF9_ECOBD	B	Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	438	1,001.57	7	9	62	6	8	48	8	15	149	7	10	24
C6EB88_ECOBD	1	1	1	1	4	SHIA_ECOLI	C6EB88_ECOBD	B	Metabolite/H+ symporter, major facilitator superfamily (MFS) (Shikimate transporter)	438	2,095.03	1	1	1	1	1	1	1	1	1	1	1	1
C6EFC1_ECOBD	1	1	1	1	4	UGPB_ECOLI	C6EFC1_ECOBD	G	Extracellular solute-binding protein family 1 (Glycerol-3-phosphate transporter subunit)	438	2,855.47	13	14	17	13	14	17	13	13	15	1	2	4
C6ELI3_ECOBD	1	1	1	1	4	BRNQ_ECOLI	C6ELI3_ECOBD	B	Branched-chain amino acid transport system II carrier protein (Predicted branched chain amino acid transporter (LIV-II))	439	8.014.037	1	1	1	1	1	1	3	3	4	2	2	2
C6EI60_ECOBD	1	1	1	0	3	MUKF_ECOLI	C6EI60_ECOBD	A	Chromosome partition protein mukF	440	1,079.52	2	2	3	1	1	1	2	2	2			
C6EBX1_ECOBD	1	1	1	0	3	YEBA_ECOLI	C6EBX1_ECOBD	B	Peptidase M23	440	900.501	1	1	2	1	1	1	1	1	1			
C6EEL1_ECOBD	1	1	1	1	4	HIPA_ECOLI	C6EEL1_ECOBD	A	HipA N-terminal domain protein (Regulator with hipB)	440	9.024.942	1	1	4	1	2	3	1	1	1	1	1	1
C6EBI9_ECOBD	1	1	1	1	4	TYPH_ECOLI	C6EBI9_ECOBD	B	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	440	9.885.059	30	40	80	28	40	65	27	39	82	15	18	30
C6EIU8_ECOBD	1	0	0	0	1	RIMO_ECOLI	C6EIU8_ECOBD	A	MiaB-like tRNA modifying enzyme YliG (Predicted SAM-dependent methyltransferase)	441	1,826.01	2	2	2									
C6EIK0_ECOBD	1	1	0	0	2	AMPP_ECOLI	C6EIK0_ECOBD	A	Peptidase M24 (Proline aminopeptidase P II) (EC 3.4.11.9)	441	1,779.94	2	2	2	2	2	2						
C6EIU9_ECOBD	1	1	1	1	4	YLIF_ECOLI	C6EIU9_ECOBD	B	Diguanylate cyclase (Predicted diguanylate cyclase)	442	9.814.889	2	2	3	2	2	3	6	7	8	1	1	1
C6EJ51_ECOBD	1	0	0	0	1	ARGA_ECOLI	C6EJ51_ECOBD	A	Amino-acid N-acetyltransferase (N-acetylglutamate synthase) (EC 2.3.1.1)	443	1,078.59	3	3	3									
C6EE78_ECOBD	1	1	1	1	4	HSLU_ECOLI	C6EE78_ECOBD	A	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	443	9.415.303	27	31	56	17	21	24	15	16	20	5	5	6
C6EF51_ECOBD	1	1	1	1	4	PEPQ_ECOLI	C6EF51_ECOBD	A	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Proline dipeptidase)	443	1,057.52	6	6	6	6	6	6	3	3	3	2	2	2
C6EGG6_ECOBD	1	1	1	1	4	SECY_ECOLI	C6EGG6_ECOBD	B	Preprotein translocase subunit secY	443	806.477	25	37	1191	20	38	772	32	81	1459	26	42	461
C6EKF3_ECOBD	1	0	1	0	2	YFHA_ECOLI	C6EKF3_ECOBD	A	Predicted DNA-binding response regulator in two-component system (Putative two component, sigma54 specific, transcriptional regulator, Fis family)	444	9.794.955	1	1	1				2	2	10			
C6EK10_ECOBD	1	1	1	1	4	SRMB_ECOLI	C6EK10_ECOBD	A	ATP-dependent RNA helicase (EC 2.7.7.-) (DEAD/DEAH box helicase domain protein)	444	8.273.895	15	15	34	4	4	9	5	5	6	3	3	4
C6E9R8_ECOBD	1	1	1	1	4	NUOF_ECOLI	C6E9R8_ECOBD	F1	NADH-quinone oxidoreductase, F subunit (EC 1.6.99.5) (NADH:ubiquinone oxidoreductase, chain F) (EC 1.6.5.3)	445	1,896.96	37	51	104	26	34	46	14	15	24	6	6	7
C6EG89_ECOBD	1	1	1	1	4	PURP_ECOLI	C6EG89_ECOBD	B	Predicted inner membrane protein (Xanthine/uracil/vitamin C permease)	445	1,725.93	1	1	1	2	6	30	4	11	45	2	5	6
C6ELB0_ECOBD	1	1	1	1	4	FADL_ECOLI	C6ELB0_ECOBD	H	Membrane protein involved in aromatic hydrocarbon degradation	446	5,216.49	2	2	5	2	2	5	6	8	9	1	1	1
C6EH54_ECOBD	1	1	1	1	4	ASSY_ECOLI	C6EH54_ECOBD	A	Argininosuccinate synthase (EC 6.3.4.5)	447	1,283.58	4	4	5	4	4	4	1	1	1	1	1	1
C6ECC7_ECOBD	1	1	1	1	4	YTFL_ECOLI	C6ECC7_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	447	2,048.92	21	29	55	21	30	51	21	30	135	16	22	49
C6EGK4_ECOBD	1	0	1	0	2	ACCC_ECOLI	C6EGK4_ECOBD	A	Acetyl-CoA carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase, biotin carboxylase)	449	1,042.53	1	1	1				1	1	1			
C6EHW7_ECOBD	1	1	1	1	4	QSEC_ECOLI	C6EHW7_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with QseB) (EC 2.7.3.-)	449	8.774.019	17	19	30	16	19	28	25	32	58	20	22	30
C6ED60_ECOBD	1	1	1	1	4	YJCD_ECOLI	C6ED60_ECOBD	B	Predicted permease (Xanthine/uracil/vitamin C permease)	449	1,983.05	1	1	3	1	1	3	2	3	10	2	3	6
C6EFH0_ECOBD	1	1	1	1	4	ENVZ_ECOLI	C6EFH0_ECOBD	B	Histidine kinase	450	9.464.588	4	4	5	4	4	5	11	12	14	5	5	6
C6ECB4_ECOBD	1	1	1	1	4	PMBA_ECOLI	C6ECB4_ECOBD	A	Peptidase U62 modulator of DNA gyrase (Predicted peptidase required for the maturation and secretion of the antibiotic peptide MccB17)	450	1,200.63	4	4	7	3	3	4	4	4	4	2	2	2
C6EAA9_ECOBD	1	1	1	1	4	RSEP_ECOLI	C6EAA9_ECOBD	B	Membrane-associated zinc metalloprotease (Zinc metallopeptidase)	450	9.874.353	14	16	31	16	19	33	19	24	92	15	17	23
C6ED05_ECOBD	1	0	0	0	1	AGAL_ECOLI	C6ED05_ECOBD	A	Alpha-galactosidase, NAD(P)-binding (EC 3.2.1.22) (Glycoside hydrolase family 4)	451	1,080.54	1	1	1									
C6EK01_ECOBD	1	1	1	1	4	PSS_ECOLI	C6EK01_ECOBD	F1	Phosphatidylserine synthase (EC 2.7.8.8) (Phospholipase D/Transphosphatidylase)	451	1,199.66	29	33	48	31	34	41	27	30	56	13	14	21
C6EAL8_ECOBD	1	1	1	1	4	PTKC_ECOLI	C6EAL8_ECOBD	B	Galactitol-specific enzyme IIC component of PTS (PTS system, galactitol-specific IIC subunit)	451	1,079.55	10	13	50	10	13	47	11	18	155	8	12	34
C6EAW9_ECOBD	1	1	1	0	3	MURF_ECOLI	C6EAW9_ECOBD	A	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	452	1,007.48	4	4	4	4	4	4	2	2	2			
C6EBA0_ECOBD	1	1	1	1	4	YEDV_ECOLI	C6EBA0_ECOBD	B	Heavy metal sensor signal transduction histidine kinase	452	8.384.305	11	11	11	11	11	11	12	12	15	5	5	5
C6EJY2_ECOBD	1	1	1	1	4	SRP54_ECOLI	C6EJY2_ECOBD	F1	Signal Recognition Particle (SRP) component with 4.5S RNA (Ffs) (Signal recognition particle protein)	453	1,383.67	27	31	59	18	21	27	24	26	65	12	14	22
C6EC17_ECOBD	1	1	1	0	3	SDHL_ECOLI	C6EC17_ECOBD	B	L-serine deaminase I (EC 4.3.1.17) (L-serine dehydratase 1) (EC 4.3.1.17)	454	9.324.432	10	10	14	6	6	7	2	2	2			
C6EJ77_ECOBD	1	1	1	0	3	YGDH_ECOLI	C6EJ77_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ygdH)	454	9.945.177	2	2	2	1	1	1	1	1	1			
C6EL42_ECOBD	1	1	1	1	4	YAJR_ECOLI	C6EL42_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted transporter)	454	1,467.81	1	1	4	1	1	4	2	2	20	3	3	3
C6EJ74_ECOBD	1	1	1	0	3	SDHM_ECOLI	C6EJ74_ECOBD	A	L-serine deaminase II (EC 4.3.1.17) (L-serine dehydratase 1) (EC 4.3.1.17)	455	8.135.165	9	9	11	4	4	4	2	2	2			
C6EGZ8_ECOBD	1	1	1	1	4	DEGQ_ECOLI	C6EGZ8_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	455	1,144.66	44	57	118	43	64	127	42	66	159	31	40	72
C6EG73_ECOBD	1	0	1	1	3	GLMU_ECOLI	C6EG73_ECOBD	A	Bifunctional protein glmU	456	9.934.638	5	5	6				2	2	2	1	1	1
C6EAU5_ECOBD	1	1	1	1	4	AROP_ECOLI	C6EAU5_ECOBD	B	Amino acid permease-associated region	456	8.594.996	2	3	8	2	3	7	3	4	6	2	3	5
C6EFK8_ECOBD	1	0	0	0	1	CYSG_ECOLI	C6EFK8_ECOBD	A	Fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase (EC 1.-.-.-) (EC 2.1.1.107) (EC 4.99.1.-) (Uroporphyrin-III C-methyltransferase)	457	8.324.158	1	1	2									
C6EC01_ECOBD	1	1	0	0	2	YEBQ_ECOLI	C6EC01_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted transporter)	457	1,080.51	1	1	1	1	1	1						
C6EE49_ECOBD	1	1	1	1	4	ARLY_ECOLI	C6EE49_ECOBD	A	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	457	1,040.57	4	5	6	4	5	5	2	2	2	1	1	1
C6EEY6_ECOBD	1	1	1	1	4	CPXA_ECOLI	C6EEY6_ECOBD	B	Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	457	9.745.517	30	36	76	29	35	74	34	52	111	27	39	79
C6ECU0_ECOBD	1	1	1	1	4	MDTK_ECOLI	C6ECU0_ECOBD	B	Multidrug resistance protein mdtK (Multidrug-efflux transporter)	457	1,010.64	1	1	1	1	1	1	4	4	11	2	2	2
C6ELI2_ECOBD	1	1	1	1	4	PROY_ECOLI	C6ELI2_ECOBD	B	Amino acid permease-associated region (Predicted cryptic proline transporter)	457	1,388.63	1	1	1	1	1	1	2	5	11	1	1	2
C6EGH7_ECOBD	1	1	1	0	3	TRKA_ECOLI	C6EGH7_ECOBD	F1	Potassium transporter peripheral membrane component (TrkA-N domain protein)	458	1,095.59	8	8	10	4	4	4	3	3	3			
C6EG71_ECOBD	1	1	1	1	4	ATPB_ECOLI	C6EG71_ECOBD	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	460	2,343.30	60	90	740	47	66	125	29	40	77	21	24	38
C6EBI2_ECOBD	1	1	1	1	4	RADA_ECOLI	C6EBI2_ECOBD	A	DNA repair protein radA	460	1,320.70	11	11	18	8	8	9	12	13	16	5	6	10
C6EKU0_ECOBD	1	1	1	0	3	SYC_ECOLI	C6EKU0_ECOBD	A	Cysteinyl-tRNA synthetase (EC 6.1.1.16) (Cysteine--tRNA ligase)	461	1,214.61	2	2	2	2	2	2	2	2	2			
C6EG16_ECOBD	1	1	1	1	4	YIFK_ECOLI	C6EG16_ECOBD	B	Amino acid permease-associated region (Predicted transporter)	461	8.274.734	2	2	3	3	3	5	1	2	2	4	5	5
C6EDP6_ECOBD	1	1	1	1	4	PNTB_ECOLI	C6EDP6_ECOBD	B	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit beta)	462	1,000.60	20	26	95	20	27	87	19	32	187	17	23	54
C6ECM9_ECOBD	1	1	1	1	4	YDJN_ECOLI	C6ECM9_ECOBD	B	Predicted transporter (Sodium:dicarboxylate symporter)	463	2,007.93	4	4	22	4	4	21	6	7	34	7	12	17
C6EFR1_ECOBD	1	1	1	0	3	YCJX_ECOLI	C6EFR1_ECOBD	A	Conserved protein with nucleoside triphosphate hydrolase domain (Putative uncharacterized protein)	465	8.685.615	13	15	17	13	15	16	1	1	1			
C6EE47_ECOBD	1	1	1	1	4	STHA_ECOLI	C6EE47_ECOBD	A	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	466	8.135.193	17	19	25	11	11	12	8	8	8	2	2	2
C6EI52_ECOBD	1	1	1	1	4	SYN_ECOLI	C6EI52_ECOBD	A	Asparaginyl-tRNA synthetase (EC 6.1.1.22) (Asparagine--tRNA ligase)	466	8.594.521	8	8	8	8	8	8	5	5	8	3	3	3
C6EAM7_ECOBD	1	1	1	1	4	BAES_ECOLI	C6EAM7_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	467	1,701.89	3	3	6	3	3	4	14	16	23	9	9	10
C6ECH7_ECOBD	1	1	1	1	4	DNAA_ECOLI	C6ECH7_ECOBD	F1	Chromosomal replication initiator protein dnaA	467	1,659.78	20	23	42	13	14	18	7	8	20	5	5	7
C6EB56_ECOBD	1	1	1	1	4	6PGD_ECOLI	C6EB56_ECOBD	A	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	468	1,101.50	12	12	14	12	12	13	6	6	6	3	3	3
C6EF31_ECOBD	1	0	1	0	2	GLNA_ECOLI	C6EF31_ECOBD	A	Glutamine synthetase (EC 6.3.1.2)	469	9.224.741	1	1	1				2	2	2			
C6EKC5_ECOBD	1	1	1	0	3	PHEP_ECOLI	C6EKC5_ECOBD	B	Amino acid permease-associated region	470	1,377.72	1	1	1	1	1	1	1	1	1			
C6ECD6_ECOBD	1	1	1	1	4	CYCA_ECOLI	C6ECD6_ECOBD	B	Amino acid permease-associated region (D-alanine/D-serine/glycine transporter)	470	1,654.85	3	4	23	5	7	43	6	9	55	4	6	13
C6ECS9_ECOBD	1	1	1	1	4	KPYK1_ECOLI	C6ECS9_ECOBD	A	Pyruvate kinase (EC 2.7.1.40)	470	1,246.56	4	4	4	4	4	4	4	4	6	1	1	1
C6EHX7_ECOBD	1	1	1	1	4	SUFI_ECOLI	C6EHX7_ECOBD	G	Multicopper oxidase type 3 (Repressor protein for FtsI)	470	1,193.69	6	6	7	8	8	9	7	7	7	1	1	1
C6EDW8_ECOBD	1	1	1	1	4	DNAB_ECOLI	C6EDW8_ECOBD	A	Replicative DNA helicase	471	8.754.734	14	14	15	6	6	6	4	4	4	1	1	1
C6EL72_ECOBD	1	1	1	1	4	SYE_ECOLI	C6EL72_ECOBD	A	Glutamyl-tRNA synthetase	471	1,163.56	5	5	5	5	5	5	4	4	4	1	1	1
C6EFT5_ECOBD	1	0	0	0	1	PUUA_ECOLI	C6EFT5_ECOBD	A	Gamma-Glu-putrescine synthase (Glutamate--putrescine ligase) (EC 6.3.1.11)	472	1,278.69	1	1	1									
C6EGR9_ECOBD	1	1	0	0	2	DHAM_ECOLI	C6EGR9_ECOBD	F1	Dihydroxyacetone kinase, phosphotransfer subunit (Fused predicted dihydroxyacetone-specific PTS enzymes: HPr component/EI component)	472	1,873.96	5	5	5	5	5	5						
C6EH14_ECOBD	1	1	1	0	3	GLTD_ECOLI	C6EH14_ECOBD	A	Glutamate synthase, 4Fe-4S protein, small subunit (EC 1.4.1.13) (Glutamate synthase, small subunit)	472	1,564.75	1	1	1	1	1	1	1	1	1			
C6EAE1_ECOBD	1	1	1	1	4	PCNB_ECOLI	C6EAE1_ECOBD	B	Poly(A) polymerase (EC 2.7.7.19)	472	8.404.322	39	43	114	37	46	109	25	27	74	12	13	31
C6EAC9_ECOBD	1	1	1	1	4	CLCA_ECOLI	C6EAC9_ECOBD	B	Chloride channel core (Chloride channel protein)	473	1,357.74	3	4	5	3	4	5	6	8	13	4	5	7
C6ECA8_ECOBD	1	1	1	1	4	PTTBC_ECOLI	C6ECA8_ECOBD	B	Fused trehalose(Maltose)-specific PTS enzyme: IIB component/IIC component (PTS system, trehalose-specific IIBC subunit)	473	9.744.903	14	23	93	10	14	37	13	22	176	9	15	39
C6EBT3_ECOBD	1	0	0	0	1	OTSA_ECOLI	C6EBT3_ECOBD	A	Alpha,alpha-trehalose-phosphate synthase (UDP-forming) (EC 2.4.1.15) (Trehalose-6-phosphate synthase) (EC 2.4.1.15)	474	1,036.54	3	3	3									
C6EBH2_ECOBD	1	1	1	1	4	CREC_ECOLI	C6EBH2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon) (EC 2.7.1.-)	474	1,050.56	1	1	1	1	1	1	4	4	6	1	1	1
C6EAC3_ECOBD	1	1	1	1	4	DEGP_ECOLI	C6EAC3_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease (Protease Do), membrane-associated) (EC 3.4.21.-)	474	1,184.70	50	80	481	47	91	382	46	89	469	40	62	188
C6EAU1_ECOBD	1	1	1	1	4	DLDH_ECOLI	C6EAU1_ECOBD	F1	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	474	8.604.838	31	42	94	26	31	39	28	33	50	15	17	22
C6EK34_ECOBD	1	1	1	1	4	MIAB_ECOLI	C6EK34_ECOBD	A	Isopentenyl-adenosine A37 tRNA methylthiolase (tRNA-i(6)A37 thiotransferase enzyme MiaB)	474	8.564.788	11	12	19	5	5	6	3	3	4	1	1	1
C6EKS4_ECOBD	1	1	1	1	4	PTYBC_ECOLI	C6EKS4_ECOBD	B	N-acetylmuramic acid phosphotransfer permease (Phosphotransferase system EIIC)	474	2,205.30	1	1	1	1	1	1	3	4	10	3	3	4
C6EF64_ECOBD	1	1	1	1	4	RMUC_ECOLI	C6EF64_ECOBD	B	Predicted recombination limiting protein (Putative uncharacterized protein)	475	1,089.57	18	18	21	17	17	19	12	12	16	3	3	4
C6EKF1_ECOBD	1	1	1	1	4	YFHK_ECOLI	C6EKF1_ECOBD	B	Histidine kinase (Predicted sensory kinase in two-component system)	475	1,418.79	12	13	13	12	14	15	22	27	44	11	12	21
C6EIB2_ECOBD	1	1	1	1	4	YBJT_ECOLI	C6EIB2_ECOBD	B	Conserved protein with NAD(P)-binding Rossmann-fold domain (NAD-dependent epimerase/dehydratase)	476	9.634.994	14	14	16	14	15	17	10	10	16	5	5	8
C6EFE5_ECOBD	1	1	1	0	3	GLGA_ECOLI	C6EFE5_ECOBD	A	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	477	1,140.68	2	2	3	2	2	2	1	1	2			
C6EHU3_ECOBD	1	1	1	0	3	HLDE_ECOLI	C6EHU3_ECOBD	A	Bifunctional protein hldE	477	1,135.67	5	5	6	3	3	3	1	1	1			
C6EH45_ECOBD	1	1	1	1	4	DACB_ECOLI	C6EH45_ECOBD	F2	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase) (EC 3.4.16.4)	477	9.404.987	23	25	29	23	25	25	22	32	40	20	22	26
C6EGZ1_ECOBD	1	1	1	1	4	PTGCB_ECOLI	C6EGZ1_ECOBD	B	Fused glucose-specific PTS enzymes: IIB component/IIC component (EC 2.7.1.69) (PTS system, glucose-specific IIBC subunit) (EC 2.7.1.69)	477	1,026.46	29	36	73	30	39	71	30	39	149	21	26	48
C6ECQ0_ECOBD	1	0	0	0	1	YDIU_ECOLI	C6ECQ0_ECOBD	A	UPF0061 protein ydiU	478	3,560.84	1	1	1									
C6ECY6_ECOBD	1	1	1	0	3	ASPA_ECOLI	C6ECY6_ECOBD	A	Aspartate ammonia-lyase	478	1,501.80	9	9	9	9	9	9	3	3	3			
C6EEU8_ECOBD	1	0	1	0	2	ALDA_ECOLI	C6EEU8_ECOBD	A	Aldehyde Dehydrogenase (Aldehyde dehydrogenase A, NAD-linked) (EC 1.2.1.22)	479	8.734.789	1	1	1				2	2	2			
C6EBX3_ECOBD	1	1	1	1	4	KPYK2_ECOLI	C6EBX3_ECOBD	A	Pyruvate kinase (EC 2.7.1.40)	480	1,064.61	5	5	5	5	5	5	2	2	2	1	1	1
C6EJW4_ECOBD	1	1	0	0	2	GABD_ECOLI	C6EJW4_ECOBD	A	Succinate-semialdehyde dehydrogenase I, NADP-dependent (EC 1.2.1.16) (Succinic semialdehyde dehydrogenase)	482	8.014.213	1	1	1	1	1	1						
C6EL46_ECOBD	1	1	0	0	2	THII_ECOLI	C6EL46_ECOBD	A	tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein thiI) (tRNA 4-thiouridine synthase)	482	1,068.52	6	6	6	4	4	4						
C6EKD1_ECOBD	1	1	1	1	4	CUSS_ECOLI	C6EKD1_ECOBD	B	Heavy metal sensor signal transduction histidine kinase (Sensory histidine kinase in two-component regulatory system with CusR, senses copper ions)	482	9.315.208	5	6	8	5	6	8	9	10	10	3	3	3
C6EA50_ECOBD	1	1	1	0	3	PEPD_ECOLI	C6EA50_ECOBD	A	Aminoacyl-histidine dipeptidase (EC 3.4.13.3) (Aminoacyl-histidine dipeptidase (Peptidase D)) (EC 3.4.13.3)	485	1,090.53	5	5	15	7	7	18	5	6	8			
C6E9S6_ECOBD	1	1	1	1	4	NUON_ECOLI	C6E9S6_ECOBD	B	Proton-translocating NADH-quinone oxidoreductase, chain N	485	1,227.56	1	1	5	1	1	5	3	3	18	2	2	3
C6EFY7_ECOBD	1	1	1	1	4	CLS_ECOLI	C6EFY7_ECOBD	B	Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	486	9.074.343	17	18	36	17	19	37	26	39	107	11	12	29
C6EGW2_ECOBD	1	1	1	1	4	PHOQ_ECOLI	C6EGW2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	486	8.674.394	9	9	9	10	10	10	17	21	49	10	14	22
C6EKL7_ECOBD	1	1	1	1	4	YFGC_ECOLI	C6EKL7_ECOBD	G	Peptidase M48 Ste24p (Predicted peptidase)	487	9.545.366	9	9	12	7	7	8	6	6	13	4	4	5
C6EKK1_ECOBD	1	1	1	0	3	IMDH_ECOLI	C6EKK1_ECOBD	B	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	488	1,076.54	4	4	5	4	4	4	4	4	4			
