Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
C6ELH0_ECOBD	0	0	0	0	0	RIBD_ECOLI	C6ELH0_ECOBD	A	Fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase (EC 1.1.1.193) (EC 3.5.4.26) (Riboflavin biosynthesis protein RibD) (EC 1.1.1.193) (EC 3.5.4.26)																				
C6EB28_ECOBD	0	0	0	0	0	RIBF_ECOLI	C6EB28_ECOBD	A	Putative regulator (EC 2.7.1.26) (EC 2.7.7.2) (Riboflavin biosynthesis protein RibF)																				
C6EK45_ECOBD	0	0	0	0	0	RIHA_ECOLI	C6EK45_ECOBD	A	Ribonucleoside hydrolase 1 (EC 3.2.2.-) (Ribosylpyrimidine nucleosidase) (EC 3.2.2.8)																				
C6EAF1_ECOBD	0	0	0	0	0	RIHB_ECOLI	C6EAF1_ECOBD	A	Ribonucleoside hydrolase 2 (EC 3.2.2.-) (Ribosylpyrimidine nucleosidase) (EC 3.2.2.8)																				
C6EB23_ECOBD	0	0	1	0	1	RIHC_ECOLI	C6EB23_ECOBD	A	Inosine/uridine-preferring nucleoside hydrolase (Ribonucleoside hydrolase 3) (EC 3.2.2.-)											6.353.182	304	1	1	1					
C6EBJ9_ECOBD	0	0	0	0	0	RIMI_ECOLI	C6EBJ9_ECOBD	A	Ribosomal-protein-alanine N-acetyltransferase (EC 2.3.1.128) (Ribosomal-protein-alanine acetyltransferase) (EC 2.3.1.128)																				
C6EHE7_ECOBD	1	1	1	1	4	RIMJ_ECOLI	C6EHE7_ECOBD	A	Ribosomal-protein-S5-alanine N-acetyltransferase (EC 2.3.1.128) (Ribosomal-protein-alanine N-acetyltransferase) (EC 2.3.1.128)	194	1,072.65	3	4	11	1,114.52	194	2	2	4	1,114.52	194	2	2	3	1,114.52	194	1	1	1
C6EIQ3_ECOBD	1	0	0	0	1	RIMK_ECOLI	C6EIQ3_ECOBD	A	Alpha-L-glutamate ligase, RimK family (Ribosomal protein S6 modification protein)	300	8.344.503	1	1	1															
C6EET6_ECOBD	0	0	0	0	0	RIML_ECOLI	C6EET6_ECOBD	A	GCN5-related N-acetyltransferase (Ribosomal-protein-L7/L12-serine acetyltransferase) (EC 2.3.1.-)																				
C6EJY4_ECOBD	1	1	0	0	2	RIMM_ECOLI	C6EJY4_ECOBD	A	Ribosome maturation factor rimM	182	1,549.90	5	5	6	1,549.90	182	1	1	1										
C6EGI4_ECOBD	1	1	1	0	3	RIMN_ECOLI	C6EGI4_ECOBD	A	Predicted ribosome maturation factor (SUA5/yciO/yrdC domain protein)	190	1,499.77	1	1	2	1,499.77	190	1	1	1	1,499.77	190	1	1	1					
C6EIU8_ECOBD	1	0	0	0	1	RIMO_ECOLI	C6EIU8_ECOBD	A	MiaB-like tRNA modifying enzyme YliG (Predicted SAM-dependent methyltransferase)	441	1,826.01	2	2	2															
C6EH55_ECOBD	1	1	0	0	2	RIMP_ECOLI	C6EH55_ECOBD	A	Putative uncharacterized protein	140	8.585.197	2	2	6	1,261.72	140	1	1	1										
C6E9W7_ECOBD	1	1	1	0	3	RIR1_ECOLI	C6E9W7_ECOBD	A	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	761	1,286.71	12	12	16	1,286.71	761	7	7	8	1,388.75	761	5	5	5					
C6E9W6_ECOBD	1	1	1	0	3	RIR2_ECOLI	C6E9W6_ECOBD	B	Ribonucleotide reductase (Ribonucleotide-diphosphate reductase beta subunit) (EC 1.17.4.1)	376	1,046.52	3	3	4	1,046.52	376	3	3	3	2,106.04	376	2	3	3					
C6EJV0_ECOBD	0	0	0	0	0	RIR3_ECOLI	C6EJV0_ECOBD	A	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)																				
C6EJU9_ECOBD	0	0	0	0	0	RIR4_ECOLI	C6EJU9_ECOBD	B	Ribonucleoside-diphosphate reductase (EC 1.17.4.1) (Ribonucleotide-diphosphate reductase beta subunit) (EC 1.17.4.1)																				
C6ECU1_ECOBD	0	0	0	0	0	RISA_ECOLI	C6ECU1_ECOBD	A	Riboflavin synthase subunit alpha (EC 2.5.1.9) (Riboflavin synthase, alpha subunit) (EC 2.5.1.9)																				
C6ELG9_ECOBD	1	1	0	0	2	RISB_ECOLI	C6ELG9_ECOBD	A	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (Lumazine synthase) (EC 2.5.1.9) (Riboflavin synthase beta chain)	156	2,027.16	8	10	19	1,659.90	156	2	3	5										
C6EE35_ECOBD	1	1	1	1	4	RL1_ECOLI	C6EE35_ECOBD	A	50S ribosomal protein L1	234	1,284.72	29	37	301	1,065.58	234	12	12	20	5.793.501	234	12	16	31	1,065.58	234	7	7	24
C6EE34_ECOBD	1	1	1	1	4	RL10_ECOLI	C6EE34_ECOBD	A	50S ribosomal protein L10	165	8.825.084	40	67	426	1,250.61	165	14	17	33	9.065.043	165	15	16	47	8.413.873	165	12	14	25
C6EE36_ECOBD	1	1	1	1	4	RL11_ECOLI	C6EE36_ECOBD	A	50S ribosomal protein L11	142	1,484.64	15	21	203	1,563.77	142	5	6	12	1,512.88	142	7	8	15	1,484.64	142	4	4	11
C6EH01_ECOBD	1	1	1	1	4	RL13_ECOLI	C6EH01_ECOBD	A	50S ribosomal protein L13	142	1,277.72	32	51	192	2,104.02	142	7	7	8	1,121.62	142	7	7	13	1,211.57	142	3	4	4
C6EGF6_ECOBD	1	1	1	1	4	RL14_ECOLI	C6EGF6_ECOBD	A	50S ribosomal protein L14	123	1,720.96	22	28	116	1,720.96	123	9	10	15	8.995.058	123	10	13	42	2,219.05	123	7	9	19
C6EGG5_ECOBD	1	1	1	1	4	RL15_ECOLI	C6EGG5_ECOBD	A	50S ribosomal protein L15	144	1,419.73	20	26	250	1,158.60	144	11	11	62	958.568	144	7	7	25	1,244.68	144	9	9	17
C6EGF3_ECOBD	1	1	1	1	4	RL16_ECOLI	C6EGF3_ECOBD	A	50S ribosomal protein L16	136	1,147.71	14	19	92	1,147.71	136	9	10	35	9.485.513	136	5	6	19	9.485.513	136	7	7	11
C6EGH2_ECOBD	1	1	1	1	4	RL17_ECOLI	C6EGH2_ECOBD	A	50S ribosomal protein L17	127	1,082.68	22	30	330	1,082.68	127	11	13	46	1,238.78	127	10	12	36	1,045.56	127	5	5	23
C6EGG2_ECOBD	1	1	1	1	4	RL18_ECOLI	C6EGG2_ECOBD	A	50S ribosomal protein L18	117	9.865.629	5	5	7	9.865.629	117	5	5	7	1,016.57	117	9	11	20	1,015.59	117	5	5	5
C6EJY6_ECOBD	1	1	1	1	4	RL19_ECOLI	C6EJY6_ECOBD	A	50S ribosomal protein L19	115	1,088.57	16	20	178	1,049.49	115	7	9	31	1,642.88	115	5	5	9	9.604.745	115	5	6	7
C6EGE9_ECOBD	1	1	1	1	4	RL2_ECOLI	C6EGE9_ECOBD	A	50S ribosomal protein L2	273	1,249.67	39	58	555	8.774.197	273	32	47	267	7.044.342	273	21	27	130	9.355.309	273	14	21	62
C6ECP1_ECOBD	1	1	1	1	4	RL20_ECOLI	C6ECP1_ECOBD	A	50S ribosomal protein L20	118	1,045.60	7	7	109	1,104.63	118	6	7	47	8.283.998	118	15	19	92	8.283.998	118	9	12	30
C6EH41_ECOBD	1	1	1	1	4	RL21_ECOLI	C6EH41_ECOBD	A	50S ribosomal protein L21	103	1,200.70	10	12	54	8.754.581	103	4	4	7	1,465.77	103	5	5	9	1,245.68	103	3	3	3
C6EGF1_ECOBD	1	1	1	1	4	RL22_ECOLI	C6EGF1_ECOBD	A	50S ribosomal protein L22	110	7.995.037	20	31	61	1,138.55	110	3	3	3	6.004.079	110	14	15	28	7.995.037	110	11	12	13
C6EGE8_ECOBD	1	1	1	1	4	RL23_ECOLI	C6EGE8_ECOBD	A	50S ribosomal protein L23	100	8.754.834	2	2	4	8.754.834	100	2	2	3	774.472	100	3	3	6	1,235.55	100	1	1	2
C6EGF7_ECOBD	1	1	1	1	4	RL24_ECOLI	C6EGF7_ECOBD	A	50S ribosomal protein L24	104	1,083.68	10	12	22	1,083.68	104	4	4	5	1,244.68	104	4	4	8	1,211.77	104	2	2	2
C6EA12_ECOBD	0	0	1	0	1	RL25_ECOLI	C6EA12_ECOBD	A	50S ribosomal protein L25											1,096.55	94	5	5	8					
C6EH42_ECOBD	1	1	1	1	4	RL27_ECOLI	C6EH42_ECOBD	A	50S ribosomal protein L27	85	9.365.037	2	2	2	9.365.037	85	1	1	1	9.365.037	85	2	2	4	9.365.037	85	1	1	1
C6EDF4_ECOBD	1	1	1	1	4	RL28_ECOLI	C6EDF4_ECOBD	A	50S ribosomal protein L28	78	8.414.526	6	6	75	9.134.962	78	2	2	25	9.134.962	78	4	5	29	1,086.62	78	1	1	16
C6EGF4_ECOBD	0	0	0	0	0	RL29_ECOLI	C6EGF4_ECOBD	A	50S ribosomal protein L29																				
C6EGE6_ECOBD	1	1	1	1	4	RL3_ECOLI	C6EGE6_ECOBD	A	50S ribosomal protein L3	209	9.345.205	46	67	521	8.354.785	209	13	16	16	9.345.205	209	15	16	26	8.455.279	209	12	14	15
C6EGG4_ECOBD	1	1	1	1	4	RL30_ECOLI	C6EGG4_ECOBD	A	50S ribosomal protein L30	59	8.415.255	4	4	4	8.415.255	59	4	4	4	1,228.61	59	3	3	4	8.415.255	59	3	3	3
C6EE73_ECOBD	1	1	0	0	2	RL31_ECOLI	C6EE73_ECOBD	A	50S ribosomal protein L31	70	1,045.54	3	3	3	1,544.74	70	2	2	2										
C6ELT3_ECOBD	0	0	0	0	0	RL31B_ECOLI	C6ELT3_ECOBD	A	50S ribosomal protein L31																				
C6EHC5_ECOBD	0	0	0	0	0	RL32_ECOLI	C6EHC5_ECOBD	A	50S ribosomal protein L32																				
C6EDF5_ECOBD	1	1	1	0	3	RL33_ECOLI	C6EDF5_ECOBD	A	50S ribosomal protein L33	55	1,569.79	1	1	1	1,569.79	55	1	1	1	1,569.79	55	1	1	1					
C6EGA1_ECOBD	1	1	0	0	2	RL34_ECOLI	C6EGA1_ECOBD	A	50S ribosomal protein L34	46	1,075.63	1	1	1	1,075.63	46	1	1	1										
C6ECP0_ECOBD	1	1	1	0	3	RL35_ECOLI	C6ECP0_ECOBD	A	50S ribosomal protein L35	65	1,893.98	2	2	10	1,893.98	65	2	2	8	1,893.98	65	1	1	2					
C6EGG7_ECOBD	1	1	1	0	3	RL36_ECOLI	C6EGG7_ECOBD	A	50S ribosomal protein L36	38	9.034.605	1	1	1	9.034.605	38	1	1	1	9.034.605	38	1	1	2					
C6ELT4_ECOBD	0	0	0	0	0	RL362_ECOLI	C6ELT4_ECOBD	A	50S ribosomal protein L36																				
C6EGE7_ECOBD	1	1	1	1	4	RL4_ECOLI	C6EGE7_ECOBD	A	50S ribosomal protein L4	201	9.165.462	30	50	400	1,582.77	201	2	2	2	9.165.462	201	11	11	23	1,685.84	201	3	3	3
C6EGF8_ECOBD	1	1	1	1	4	RL5_ECOLI	C6EGF8_ECOBD	A	50S ribosomal protein L5	179	2,478.44	42	79	556	893.484	179	36	70	233	7.364.352	179	19	31	109	8.775.254	179	19	26	47
C6EGG1_ECOBD	1	1	1	1	4	RL6_ECOLI	C6EGG1_ECOBD	A	50S ribosomal protein L6	177	1,228.61	33	52	578	8.514.257	177	17	24	60	1,132.68	177	14	20	45	1,540.84	177	9	10	13
C6EE33_ECOBD	1	1	1	1	4	RL7_ECOLI	C6EE33_ECOBD	A	50S ribosomal protein L7/L12	121	1,042.64	22	29	167	1,044.61	121	9	11	38	1,113.62	121	3	4	8	1,244.64	121	1	1	2
C6ECE6_ECOBD	1	1	1	1	4	RL9_ECOLI	C6ECE6_ECOBD	A	50S ribosomal protein L9	149	9.025.095	38	63	418	1,025.51	149	11	12	18	1,025.51	149	5	5	5	2,370.31	149	1	1	1
C6EC08_ECOBD	0	0	0	0	0	RLMA_ECOLI	C6EC08_ECOBD	A	23S rRNA m1G745 methyltransferase (EC 2.1.1.51) (rRNA (Guanine-N(1)-)-methyltransferase) (EC 2.1.1.51)																				
C6ECG9_ECOBD	1	0	0	0	1	RLMB_ECOLI	C6ECG9_ECOBD	A	23S rRNA (Gm2251)-methyltransferase (EC 2.1.1.-) (RNA methyltransferase, TrmH family, group 3)	243	1,031.58	10	12	20															
C6EH48_ECOBD	1	1	0	0	2	RLME_ECOLI	C6EH48_ECOBD	A	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.-) (23S rRNA Um2252 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	209	1,607.81	8	9	14	1,232.70	209	1	1	1										
C6EIX5_ECOBD	0	0	0	0	0	RLMF_ECOLI	C6EIX5_ECOBD	A	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.48) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)																				
C6EHR2_ECOBD	1	0	0	0	1	RLMG_ECOLI	C6EHR2_ECOBD	A	Ribosomal RNA large subunit methyltransferase G (EC 2.1.1.52) (23S rRNA m2G1835 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase rlmG)	378	8.024.419	1	1	1															
C6EK57_ECOBD	0	0	1	0	1	RLMH_ECOLI	C6EK57_ECOBD	A	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.-) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase rlmH)											7.594.361	155	1	1	1					
C6EI14_ECOBD	1	0	0	0	1	RLMI_ECOLI	C6EI14_ECOBD	A	Putative uncharacterized protein	391	1,225.62	10	10	11															
C6EI34_ECOBD	1	1	1	0	3	RLML_ECOLI	C6EI34_ECOBD	A	Ribosomal RNA large subunit methyltransferase L (EC 2.1.1.52) (23S rRNA m2G2445 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase rlmL)	702	1,141.57	12	12	17	1,141.57	702	11	11	12	2,566.45	702	1	1	1					
C6EJ60_ECOBD	1	0	1	0	2	RLMM_ECOLI	C6EJ60_ECOBD	A	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.-) (23S rRNA 2'-O-ribose methyltransferase rlmM)	366	1,101.61	2	2	2						1,279.70	366	1	1	1					
C6EKJ2_ECOBD	1	1	1	1	4	RLMN_ECOLI	C6EKJ2_ECOBD	A	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-) (23S rRNA m2A2503 methyltransferase)	384	1,056.53	4	4	8	1,056.53	384	1	1	1	1,487.76	384	4	4	6	1,056.53	384	1	1	1
C6EK60_ECOBD	1	1	1	1	4	RLPA_ECOLI	C6EK60_ECOBD	I	Minor lipoprotein (Rare lipoprotein A)	362	8.144.418	11	11	34	8.144.418	362	12	13	32	1,375.69	362	17	21	45	1,375.69	362	7	8	27
C6EAZ7_ECOBD	0	0	0	0	0	RLUA_ECOLI	C6EAZ7_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)																				
C6EFW8_ECOBD	1	1	0	0	2	RLUB_ECOLI	C6EFW8_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)	291	1,231.63	16	18	36	9.024.984	291	3	3	3										
C6EHC8_ECOBD	1	0	0	0	1	RLUC_ECOLI	C6EHC8_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)	319	9.694.901	12	12	23															
C6EJZ6_ECOBD	0	0	0	0	0	RLUD_ECOLI	C6EJZ6_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)																				
C6EGV6_ECOBD	0	0	0	0	0	RLUE_ECOLI	C6EGV6_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)																				
C6EE02_ECOBD	1	1	0	0	2	RLUF_ECOLI	C6EE02_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)	290	1,436.72	3	3	4	1,436.72	290	1	1	1										
C6EI29_ECOBD	0	0	0	0	0	RMF_ECOLI	C6EI29_ECOBD	A	Ribosome modulation factor																				
C6EAR8_ECOBD	0	0	0	0	0	RMLA1_ECOLI	C6EAR8_ECOBD	B	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)																				
C6EG23_ECOBD	0	0	0	0	0	RMLA2_ECOLI	C6EG23_ECOBD	A	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)																				
C6EAR6_ECOBD	0	0	0	0	0	RMLB1_ECOLI	C6EAR6_ECOBD	A	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)																				
C6EG24_ECOBD	0	0	0	0	0	RMLB2_ECOLI	C6EG24_ECOBD	A	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)																				
C6EAR9_ECOBD	0	0	0	0	0	RMLC_ECOLI	C6EAR9_ECOBD	A	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (dTDP-4-dehydrorhamnose 3,5-epimerase (RmlC))																				
C6EAR7_ECOBD	1	1	0	0	2	RMLD_ECOLI	C6EAR7_ECOBD	A	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) (dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase) (EC 1.1.1.133)	299	1,269.64	1	1	1	1,269.64	299	1	1	1										
C6EF64_ECOBD	1	1	1	1	4	RMUC_ECOLI	C6EF64_ECOBD	B	Predicted recombination limiting protein (Putative uncharacterized protein)	475	1,089.57	18	18	21	1,089.57	475	17	17	19	9.164.595	475	12	12	16	9.154.643	475	3	3	4
C6EFU6_ECOBD	0	0	0	0	0	RNB_ECOLI	C6EFU6_ECOBD	A	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II)																				
C6EK20_ECOBD	1	0	0	0	1	RNC_ECOLI	C6EK20_ECOBD	A	Ribonuclease III (EC 3.1.26.3)	226	2,762.44	5	5	7															
C6EC27_ECOBD	0	0	0	0	0	RND_ECOLI	C6EC27_ECOBD	A	Ribonuclease D (EC 3.1.13.5)																				
C6EHC9_ECOBD	1	1	1	1	4	RNE_ECOLI	C6EHC9_ECOBD	F1	Fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	1061	1,604.88	80	112	574	857.484	1061	32	37	97	9.684.871	1061	52	76	462	1,766.86	1061	50	60	163
C6EDL9_ECOBD	0	0	0	0	0	RNFA_ECOLI	C6EDL9_ECOBD	B	Electron transport complex protein rnfA																				
C6EDL8_ECOBD	0	0	1	1	2	RNFB_ECOLI	C6EDL8_ECOBD	F1	Electron transport complex protein rnfB											1,247.62	192	2	2	3	2,503.30	192	1	1	1
C6EDL7_ECOBD	1	1	1	0	3	RNFC_ECOLI	C6EDL7_ECOBD	F1	Electron transport complex, RnfABCDGE type, C subunit	708	1,107.63	13	13	17	941.589	708	3	3	3	1,273.67	708	2	2	2					
C6EDL6_ECOBD	0	0	1	1	2	RNFD_ECOLI	C6EDL6_ECOBD	B	Electron transport complex protein rnfD											1,273.63	352	1	1	1	8.174.778	352	2	2	2
C6EDL4_ECOBD	1	1	1	0	3	RNFE_ECOLI	C6EDL4_ECOBD	B	Electron transport complex protein rnfE	231	808.42	2	2	9	808.42	231	3	3	10	8.734.536	231	4	4	7					
C6EDL5_ECOBD	1	1	1	1	4	RNFG_ECOLI	C6EDL5_ECOBD	G	Electron transport complex protein RnfG (Electron transport complex, RnfABCDGE type, G subunit)	206	1,258.68	4	4	15	8.565.362	206	4	4	6	1,931.00	206	6	8	18	1,258.68	206	5	6	8
C6EGL4_ECOBD	1	1	0	0	2	RNG_ECOLI	C6EGL4_ECOBD	A	Ribonuclease G (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	489	1,134.54	2	2	2	1,116.63	489	1	1	1										
C6EA76_ECOBD	0	0	0	0	0	RNH_ECOLI	C6EA76_ECOBD	A	Ribonuclease H (EC 3.1.26.4)																				
C6EAA2_ECOBD	0	0	0	0	0	RNH2_ECOLI	C6EAA2_ECOBD	A	Ribonuclease (EC 3.1.26.-)																				
C6EK83_ECOBD	1	1	1	1	4	RNI_ECOLI	C6EK83_ECOBD	G	Enterobacter ribonuclease (EC 3.1.27.6) (Ribonuclease I) (EC 3.1.27.6)	268	8.844.149	6	6	18	8.844.149	268	5	5	5	8.844.149	268	2	2	2	1,697.77	268	4	4	4
C6EK84_ECOBD	0	0	0	0	0	RNK_ECOLI	C6EK84_ECOBD	A	GreA/GreB family elongation factor (Nucleoside diphosphate kinase regulator)																				
C6EGA0_ECOBD	0	0	0	0	0	RNPA_ECOLI	C6EGA0_ECOBD	A	Ribonuclease P protein component																				
C6ECH0_ECOBD	1	1	1	1	4	RNR_ECOLI	C6ECH0_ECOBD	A	Exoribonuclease R, RNase R (EC 3.1.-.-) (VacB and RNase II family 3'-5' exoribonuclease) (EC 3.1.13.1)	813	1,091.60	40	51	123	8.494.214	813	7	7	11	8.494.214	813	2	2	3	1,976.08	813	1	1	1
C6ECV1_ECOBD	0	0	0	0	0	RNT_ECOLI	C6ECV1_ECOBD	A	Ribonuclease T (EC 3.1.13.-) (Exoribonuclease T)																				
C6E9T1_ECOBD	0	0	0	0	0	RNZ_ECOLI	C6E9T1_ECOBD	A	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)																				
C6EBH5_ECOBD	0	0	0	0	0	ROB_ECOLI	C6EBH5_ECOBD	A	DNA-binding transcriptional activator (Transcriptional regulator, AraC family)																				
C6EK59_ECOBD	1	1	1	1	4	RODA_ECOLI	C6EK59_ECOBD	B	Cell cycle protein (Cell wall shape-determining protein)	370	1,028.62	5	6	10	1,028.62	370	5	6	10	9.855.864	370	4	4	9	1,028.62	370	5	5	5
C6EKJ3_ECOBD	1	1	1	1	4	RODZ_ECOLI	C6EKJ3_ECOBD	B	Putative uncharacterized protein yfgA (Transcriptional regulator, XRE family)	337	982.514	33	43	122	1,104.63	337	33	48	119	1,180.60	337	23	50	216	2,947.56	337	25	38	106
C6EA96_ECOBD	0	0	0	0	0	ROF_ECOLI	C6EA96_ECOBD	A	Transcriptional antiterminator, Rof																				
C6EFB3_ECOBD	0	0	0	0	0	RP32_ECOLI	C6EFB3_ECOBD	A	RNA polymerase sigma factor																				
C6EH25_ECOBD	0	0	0	0	0	RP54_ECOLI	C6EH25_ECOBD	A	DNA-directed RNA polymerase subunit N (RNA polymerase, sigma 54 subunit, RpoN)																				
C6EH24_ECOBD	0	0	0	0	0	RP5M_ECOLI	C6EH24_ECOBD	A	Predicted ribosome-associated, sigma 54 modulation protein (Sigma 54 modulation protein/ribosomal protein S30EA)																				
C6EFJ0_ECOBD	1	1	0	0	2	RPE_ECOLI	C6EFJ0_ECOBD	A	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	225	1,940.03	1	1	1	1,940.03	225	1	1	1										
C6EIJ5_ECOBD	0	0	1	0	1	RPIA_ECOLI	C6EIJ5_ECOBD	A	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A)											7.023.894	219	1	1	1					
C6ED33_ECOBD	0	0	0	0	0	RPIB_ECOLI	C6ED33_ECOBD	A	Ribose 5-phosphate isomerase B (EC 5.3.1.6) (Ribose-5-phosphate isomerase B) (EC 5.3.1.-) (EC 5.3.1.6)																				
C6ED34_ECOBD	1	1	1	0	3	RPIR_ECOLI	C6ED34_ECOBD	B	DNA-binding transcriptional repressor (Transcriptional regulator, RpiR family)	296	1,422.76	1	1	1	1,422.76	296	1	1	1	1,422.76	296	1	1	1					
C6EGH1_ECOBD	1	1	1	1	4	RPOA_ECOLI	C6EGH1_ECOBD	A	DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6) (DNA-directed RNA polymerase, alpha subunit)	329	1,331.75	15	23	52	1,331.75	329	5	6	9	9.565.412	329	9	11	13	1,006.53	329	6	6	6
C6EE32_ECOBD	1	1	1	1	4	RPOB_ECOLI	C6EE32_ECOBD	A	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	1342	1,081.52	45	47	92	1,130.59	1342	15	17	21	8.965.929	1342	20	20	22	9.794.844	1342	6	6	7
C6EE31_ECOBD	1	1	1	1	4	RPOC_ECOLI	C6EE31_ECOBD	A	DNA-directed RNA polymerase (EC 2.7.7.6)	1407	8.524.322	76	88	343	8.524.322	1407	53	64	162	703.435	1407	57	64	177	1,084.65	1407	27	29	54
C6EHS8_ECOBD	1	1	1	1	4	RPOD_ECOLI	C6EHS8_ECOBD	A	RNA polymerase sigma factor	613	8.364.624	13	16	32	8.364.624	613	13	14	19	8.364.624	613	7	7	22	8.364.624	613	4	6	9
C6EK14_ECOBD	1	1	1	1	4	RPOE_ECOLI	C6EK14_ECOBD	F1	RNA polymerase sigma factor	191	1,874.01	22	34	68	1,172.62	191	7	8	8	9.204.948	191	11	11	30	7.314.409	191	7	7	7
C6EJC6_ECOBD	1	1	1	0	3	RPOS_ECOLI	C6EJC6_ECOBD	A	RNA polymerase sigma factor	330	8.494.248	3	3	4	8.494.248	330	2	2	2	1,418.70	330	2	2	3					
C6EDE1_ECOBD	1	1	0	0	2	RPOZ_ECOLI	C6EDE1_ECOBD	A	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	91	1,215.67	2	2	2	1,754.93	91	1	1	1										
C6EJ39_ECOBD	1	1	0	0	2	RPPH_ECOLI	C6EJ39_ECOBD	A	Dinucleoside polyphosphate hydrolase (EC 3.6.1.-) (NUDIX hydrolase)	176	1,178.61	1	1	1	1,178.61	176	1	1	1										
C6EEW9_ECOBD	1	1	0	0	2	RRAA_ECOLI	C6EEW9_ECOBD	A	Regulator of ribonuclease activity A	161	1,917.02	6	6	12	1,113.64	161	3	3	3										
C6EAB3_ECOBD	1	1	1	1	4	RRF_ECOLI	C6EAB3_ECOBD	A	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	185	1,150.65	11	12	26	1,128.61	185	8	8	9	7.634.097	185	7	7	8	1,204.62	185	1	1	1
C6EI71_ECOBD	1	1	1	1	4	RS1_ECOLI	C6EI71_ECOBD	A	30S ribosomal protein S1 (Ribosomal protein S1)	557	1,899.06	45	50	115	9.124.787	557	33	35	48	7.033.985	557	31	36	47	943.543	557	5	5	5
C6EGE5_ECOBD	1	1	1	1	4	RS10_ECOLI	C6EGE5_ECOBD	A	30S ribosomal protein S10	103	8.214.187	5	6	14	1,142.63	103	3	3	4	1,142.63	103	3	4	10	1,142.63	103	3	3	4
C6EGG9_ECOBD	1	1	1	1	4	RS11_ECOLI	C6EGG9_ECOBD	A	30S ribosomal protein S11	129	1,247.64	13	18	49	1,247.64	129	6	6	17	8.194.471	129	3	4	10	8.194.471	129	3	3	5
C6EGC2_ECOBD	1	1	1	1	4	RS12_ECOLI	C6EGC2_ECOBD	A	30S ribosomal protein S12	124	1,177.56	7	8	108	1,177.56	124	5	7	64	9.064.351	124	4	5	32	9.005.261	124	6	6	20
C6EGG8_ECOBD	1	1	1	1	4	RS13_ECOLI	C6EGG8_ECOBD	A	30S ribosomal protein S13	118	9.344.993	4	4	12	9.344.993	118	4	4	11	1,090.60	118	5	6	8	1,241.71	118	1	1	1
