Accession	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
A5A614	yciZ		b4596	JW1277	YCIZ_ECOLI		Inferred from homology	UPF0509 family	UPF0509 protein yciZ		Complete proteome	57	
O32528	ypdI		b2376	JW2373	YPDI_ECOLI	"Cell membrane; Lipid-anchor. "	Predicted		Uncharacterized lipoprotein ypdI	GO:0005886	"Cell membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal"	91	
O32583	thiS	thiG1	b4407	JW3955	THIS_ECOLI		Evidence at protein level	Sulfur carrier protein ThiS family	Sulfur carrier protein ThiS (Thiamine biosynthesis protein ThiS)	"GO:0000166; GO:0009228"	"3D-structure; Complete proteome; Nucleotide-binding; Thiamine biosynthesis; Thioester bond"	66	
P00350	gnd		b2029	JW2011	6PGD_ECOLI		Evidence at protein level	6-phosphogluconate dehydrogenase family	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	"GO:0019521; GO:0050661; GO:0055114; GO:0006098; GO:0004616; GO:0042803"	"3D-structure; Complete proteome; Gluconate utilization; NADP; Oxidoreductase; Pentose shunt"	468	
P00363	frdA		b4154	JW4115	FRDA_ECOLI		Evidence at protein level	FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	"GO:0050660; GO:0009061; GO:0001539; GO:0005737; GO:0009055; GO:0022900; GO:0006113; GO:0009296; GO:0016020; GO:0005515; GO:0000104; GO:0006810"	"3D-structure; Complete proteome; Electron transport; FAD; Flavoprotein; Oxidoreductase; Transport"	602	
P00370	gdhA		b1761	JW1750	DHE4_ECOLI		Evidence at protein level	Glu/Leu/Phe/Val dehydrogenases family	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	"GO:0005488; GO:0005737; GO:0006537; GO:0004354; GO:0055114"	"Complete proteome; Direct protein sequencing; NADP; Oxidoreductase"	447	
P00393	ndh		b1109	JW1095	DHNA_ECOLI	Cell membrane. 	Evidence at protein level	NADH dehydrogenase family	NADH dehydrogenase (EC 1.6.99.3)	"GO:0050660; GO:0008137; GO:0019646; GO:0044459; GO:0006810"	"3D-structure; Cell membrane; Complete proteome; Direct protein sequencing; Electron transport; FAD; Flavoprotein; Membrane; NAD; Oxidoreductase; Transport; Ubiquinone"	434	
P00448	sodA		b3908	JW3879	SODM_ECOLI		Evidence at protein level	Iron/manganese superoxide dismutase family	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	"GO:0005737; GO:0046872; GO:0055114; GO:0019430; GO:0004784"	"3D-structure; Complete proteome; Direct protein sequencing; Manganese; Metal-binding; Oxidoreductase"	206	
P00452	nrdA	dnaF	b2234	JW2228	RIR1_ECOLI		Evidence at protein level	Ribonucleoside diphosphate reductase large chain family	Ribonucleoside-diphosphate reductase 1 subunit alpha (EC 1.17.4.1) (Protein B1) (Ribonucleoside-diphosphate reductase 1 R1 subunit) (Ribonucleotide reductase 1)	"GO:0005524; GO:0006260; GO:0009263; GO:0015949; GO:0055114; GO:0005515; GO:0004748; GO:0005971"	"3D-structure; ATP-binding; Acetylation; Allosteric enzyme; Alternative initiation; Complete proteome; DNA replication; Direct protein sequencing; Disulfide bond; Nucleotide-binding; Oxidoreductase"	761	
P00509	aspC		b0928	JW0911	AAT_ECOLI	Cytoplasm. 	Evidence at protein level	Class-I pyridoxal-phosphate-dependent aminotransferase family	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	"GO:0004069; GO:0033585; GO:0004838; GO:0006532; GO:0005829; GO:0016212; GO:0042803; GO:0030170"	"3D-structure; Aminotransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Pyridoxal phosphate; Transferase"	396	
P00547	thrB		b0003	JW0002	KHSE_ECOLI	Cytoplasm. 	Evidence at protein level	GHMP kinase family, Homoserine kinase subfamily	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	"GO:0005524; GO:0005737; GO:0004413; GO:0009088"	"ATP-binding; Amino-acid biosynthesis; Complete proteome; Cytoplasm; Kinase; Nucleotide-binding; Threonine biosynthesis; Transferase"	310	
P00550	mtlA		b3599	JW3573	PTM3C_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		"PTS system mannitol-specific EIICBA component (EIICBA-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.69) (PTS system mannitol-specific EIIB component); Mannitol-specific phosphotransferase enzyme IIA component (EC 2.7.1.-) (PTS system mannitol-specific EIIA component)]"	"GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0005515; GO:0008982; GO:0005351"	"3D-structure; Cell inner membrane; Cell membrane; Complete proteome; Kinase; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	637	
P00561	thrA	thrA1 thrA2	b0002	JW0001	AK1H_ECOLI		Evidence at protein level	"Aspartokinase family; Homoserine dehydrogenase family"	"Bifunctional aspartokinase/homoserine dehydrogenase 1 (Aspartokinase I/homoserine dehydrogenase I) (AKI-HDI) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)]"	"GO:0005524; GO:0050661; GO:0016597; GO:0004072; GO:0009090; GO:0004412; GO:0009089; GO:0055114; GO:0009088"	"ATP-binding; Allosteric enzyme; Amino-acid biosynthesis; Complete proteome; Direct protein sequencing; Kinase; Multifunctional enzyme; NADP; Nucleotide-binding; Oxidoreductase; Repeat; Threonine biosynthesis; Transferase"	820	
P00562	metL	metM	b3940	JW3911	AK2H_ECOLI		Evidence at protein level	"Aspartokinase family; Homoserine dehydrogenase family"	"Bifunctional aspartokinase/homoserine dehydrogenase 2 (Aspartokinase II/homoserine dehydrogenase II) (AKII-HDII) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)]"	"GO:0005524; GO:0050661; GO:0004072; GO:0009090; GO:0004412; GO:0009089; GO:0009086; GO:0055114"	"ATP-binding; Amino-acid biosynthesis; Complete proteome; Direct protein sequencing; Kinase; Methionine biosynthesis; Multifunctional enzyme; NADP; Nucleotide-binding; Oxidoreductase; Transferase"	810	
P00579	rpoD	alt	b3067	JW3039	RPOD_ECOLI		Evidence at protein level	Sigma-70 factor family	RNA polymerase sigma factor rpoD (Sigma-70)	"GO:0003677; GO:0005515; GO:0006355; GO:0009408; GO:0003700; GO:0016987; GO:0006352; GO:0030528"	"3D-structure; Complete proteome; DNA-binding; Sigma factor; Transcription; Transcription regulation"	613	
P0AGB3	rpoH	fam hin htpR	b3461	JW3426	RP32_ECOLI		Evidence at protein level	Sigma-70 factor family, Sigma-32 subfamily	RNA polymerase sigma-32 factor (Heat shock regulatory protein F33.4)	"GO:0003677; GO:0006355; GO:0009408; GO:0003700; GO:0016987; GO:0006352; GO:0008270"	"Complete proteome; DNA-binding; Sigma factor; Stress response; Transcription; Transcription regulation"	284
P0AGB6	rpoE	sigE	b2573	JW2557	RPOE_ECOLI		Evidence at protein level	Sigma-70 factor family, ECF subfamily	RNA polymerase sigma-E factor (Sigma-24)	"GO:0003677; GO:0006355; GO:0006950; GO:0003700; GO:0016987; GO:0006352"	"3D-structure; Complete proteome; DNA-binding; Direct protein sequencing; Sigma factor; Stress response; Transcription; Transcription regulation"	191
P0AGC0	uhpT		b3666	JW3641	UHPT_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Major facilitator superfamily, SLC37A family	Hexose phosphate transport protein	"GO:0008643; GO:0016021; GO:0005886; GO:0055085; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Sugar transport; Transmembrane; Transmembrane helix; Transport"	463
P0AGC3	slt	sltY	b4392	JW4355	SLT_ECOLI	Periplasm. 	Evidence at protein level	Transglycosylase slt family	Soluble lytic murein transglycosylase (EC 4.2.2.n1) (Exomuramidase) (Peptidoglycan lytic exotransglycosylase) (Slt70)	"GO:0016837; GO:0007047; GO:0004553; GO:0008933; GO:0030288; GO:0009252"	"3D-structure; Cell wall biogenesis/degradation; Complete proteome; Direct protein sequencing; Disulfide bond; Lyase; Periplasm; Signal"	645
P0AGC7	smp	ytjB	b4387	JW4350	SMP_ECOLI	"Cell membrane; Peripheral membrane protein. "	Inferred from homology	Smp family	Protein smp	GO:0005886	"Cell membrane; Complete proteome; Membrane; Signal"	214
P0AGD1	sodC		b1646	JW1638	SODC_ECOLI	Periplasm. 	Evidence at protein level	Cu-Zn superoxide dismutase family	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Bacteriocuprein)	"GO:0005507; GO:0030288; GO:0055114; GO:0004784; GO:0006801; GO:0008270"	"3D-structure; Antioxidant; Complete proteome; Copper; Direct protein sequencing; Disulfide bond; Metal-binding; Oxidoreductase; Periplasm; Signal; Zinc"	173
P0AGD3	sodB		b1656	JW1648	SODF_ECOLI		Evidence at protein level	Iron/manganese superoxide dismutase family	Superoxide dismutase [Fe] (EC 1.15.1.1)	"GO:0005829; GO:0005506; GO:0016020; GO:0055114; GO:0019430; GO:0004784"	"3D-structure; Acetylation; Complete proteome; Direct protein sequencing; Iron; Metal-binding; Oxidoreductase"	193
P0AGD7	ffh		b2610	JW5414	SRP54_ECOLI		Evidence at protein level	GTP-binding SRP family	Signal recognition particle protein (Fifty-four homolog) (p48)	"GO:0008312; GO:0005525; GO:0006614; GO:0017111; GO:0005515; GO:0005786"	"3D-structure; Complete proteome; GTP-binding; Nucleotide-binding; RNA-binding; Ribonucleoprotein; Signal recognition particle"	453
P0AGE0	ssb	exrB lexC	b4059	JW4020	SSB_ECOLI		Evidence at protein level		Single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	"GO:0006260; GO:0009432; GO:0006298; GO:0000725; GO:0003697"	"3D-structure; Complete proteome; DNA damage; DNA repair; DNA replication; DNA-binding; Direct protein sequencing; Phosphoprotein"	178
P0AGE6	yieF		b3713	JW3691	YIEF_ECOLI		Inferred from homology	SsuE family	Uncharacterized protein yieF	"GO:0010181; GO:0055114; GO:0016491; GO:0006805"	"Complete proteome; Oxidoreductase"	188
P0AGE9	sucD		b0729	JW0718	SUCD_ECOLI		Evidence at protein level	Succinate/malate CoA ligase alpha subunit family	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	"GO:0005524; GO:0003878; GO:0005737; GO:0004775; GO:0006099"	"3D-structure; ATP-binding; Complete proteome; Direct protein sequencing; Ligase; Nucleotide-binding; Phosphoprotein; Tricarboxylic acid cycle"	289
P0AGF2	ygdK		b2811	JW2782	YGDK_ECOLI		Evidence at protein level	SufE family	Uncharacterized sufE-like protein ygdK	GO:0005515	"3D-structure; Complete proteome"	147
P0AGF4	xylE		b4031	JW3991	XYLE_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family	D-xylose-proton symporter (D-xylose transporter)	"GO:0008643; GO:0016021; GO:0005886; GO:0022891; GO:0015293"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Sugar transport; Symport; Transmembrane; Transmembrane helix; Transport"	491
P0AGF6	tdcB		b3117	JW3088	THD2_ECOLI		Evidence at protein level	Serine/threonine dehydratase family	Threonine dehydratase catabolic (EC 4.3.1.19) (Threonine deaminase)	"GO:0003941; GO:0006565; GO:0004794; GO:0016597; GO:0005737; GO:0030170; GO:0004793; GO:0006567"	"Allosteric enzyme; Complete proteome; Direct protein sequencing; Lyase; Pyridoxal phosphate"	329
P0AGG0	thiL		b0417	JW0407	THIL_ECOLI		Inferred from homology	Thiamine-monophosphate kinase family	Thiamine-monophosphate kinase (Thiamine-phosphate kinase) (EC 2.7.4.16)	"GO:0005524; GO:0009228; GO:0009030"	"ATP-binding; Complete proteome; Kinase; Nucleotide-binding; Thiamine biosynthesis; Transferase"	325
P0AGG2	tesB		b0452	JW0442	TESB_ECOLI		Evidence at protein level	C/M/P thioester hydrolase family	Acyl-CoA thioesterase 2 (EC 3.1.2.-) (Acyl-CoA thioesterase II) (TEII)	"GO:0006637; GO:0016291; GO:0009062"	"3D-structure; Complete proteome; Direct protein sequencing; Hydrolase"	286
P0AGG4	trxC	yfiG	b2582	JW2566	THIO2_ECOLI	Cytoplasm. 	Evidence at protein level	Thioredoxin family	Thioredoxin-2 (Trx-2) (EC 1.8.1.8) (Protein-disulfide reductase)	"GO:0045454; GO:0005737; GO:0009055; GO:0022900; GO:0006662; GO:0046872; GO:0005515; GO:0015035; GO:0047134; GO:0006810"	"Complete proteome; Cytoplasm; Disulfide bond; Electron transport; Metal-binding; NAD; Oxidoreductase; Redox-active center; Transport; Zinc; Zinc-finger"	139
P0AGG8	tldD	yhdO	b3244	JW3213	TLDD_ECOLI		Evidence at protein level	Peptidase U62 family	Protein tldD		Complete proteome	481
P0AGH1	yhhJ		b3485	JW5677	YHHJ_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane transport permease yhhJ	"GO:0005524; GO:0042626; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	374
P0AGH3	sapB		b1293	JW1286	SAPB_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Binding-protein-dependent transport system permease family, OppBC subfamily	Peptide transport system permease protein sapB	"GO:0016021; GO:0015833; GO:0005886; GO:0015031; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Peptide transport; Protein transport; Transmembrane; Transmembrane helix; Transport"	321
P0AGH5	sapC		b1292	JW1285	SAPC_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Binding-protein-dependent transport system permease family, OppBC subfamily	Peptide transport system permease protein sapC	"GO:0016021; GO:0015833; GO:0005886; GO:0015031; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Peptide transport; Protein transport; Transmembrane; Transmembrane helix; Transport"	296
P0AGH8	pstC	phoW	b3727	JW3705	PSTC_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Binding-protein-dependent transport system permease family, CysTW subfamily	Phosphate transport system permease protein pstC	"GO:0005315; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Phosphate transport; Transmembrane; Transmembrane helix; Transport"	319
P0AGI1	rbsC		b3750	JW3729	RBSC_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Binding-protein-dependent transport system permease family, AraH/rbsC subfamily	Ribose transport system permease protein rbsC	"GO:0008643; GO:0016021; GO:0005886; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Sugar transport; Transmembrane; Transmembrane helix; Transport"	321
P0AGI4	xylH		b3568	JW3540	XYLH_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Binding-protein-dependent transport system permease family, AraH/rbsC subfamily	Xylose transport system permease protein xylH	"GO:0015591; GO:0015148; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Sugar transport; Transmembrane; Transmembrane helix; Transport"	393
P0AGI8	trkA		b3290	JW3251	TRKA_ECOLI	"Cell inner membrane; Peripheral membrane protein; Cytoplasmic side. "	Evidence at protein level		Trk system potassium uptake protein trkA (K(+)-uptake protein trkA)	"GO:0005488; GO:0003824; GO:0008324; GO:0005886; GO:0006813"	"Cell inner membrane; Cell membrane; Complete proteome; Direct protein sequencing; Ion transport; Membrane; NAD; Potassium; Potassium transport; Repeat; Transport"	458
P0AGJ2	trmH	spoU	b3651	JW3626	TRMH_ECOLI	Cytoplasm. 	Evidence at protein level	RNA methyltransferase trmH family	tRNA guanosine-2'-O-methyltransferase (EC 2.1.1.34) (tRNA [Gm18] methyltransferase)	"GO:0003723; GO:0005737; GO:0009020"	"Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Transferase; tRNA processing"	229
P0AGJ5	yfiF		b2581	JW2565	YFIF_ECOLI		Inferred from homology	RNA methyltransferase trmH family	Uncharacterized tRNA/rRNA methyltransferase yfiF (EC 2.1.1.-)	"GO:0003723; GO:0008173; GO:0006396"	"Complete proteome; Methyltransferase; Transferase"	345
P0AGJ7	yibK		b3606	JW3581	YIBK_ECOLI		Inferred from homology	RNA methyltransferase trmH family	Uncharacterized tRNA/rRNA methyltransferase yibK (EC 2.1.1.-)	"GO:0003723; GO:0008173; GO:0006396"	"Complete proteome; Methyltransferase; Transferase"	157
P0AGJ9	tyrS		b1637	JW1629	SYY_ECOLI	Cytoplasm. 	Evidence at protein level	Class-I aminoacyl-tRNA synthetase family, TyrS type 1 subfamily	Tyrosyl-tRNA synthetase (EC 6.1.1.1) (Tyrosine--tRNA ligase) (TyrRS)	"GO:0005524; GO:0003723; GO:0005829; GO:0016020; GO:0004831; GO:0006437"	"3D-structure; ATP-binding; Acetylation; Aminoacyl-tRNA synthetase; Complete proteome; Cytoplasm; Direct protein sequencing; Ligase; Nucleotide-binding; Protein biosynthesis; RNA-binding"	424
P0AGK1	ubiA	cyr	b4040	JW4000	UBIA_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	UbiA prenyltransferase family	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	"GO:0008412; GO:0016021; GO:0005886; GO:0006744"	"Cell inner membrane; Cell membrane; Complete proteome; Magnesium; Membrane; Transferase; Transmembrane; Transmembrane helix; Ubiquinone biosynthesis"	290
P0AGK4	yhbY		b3180	JW3147	YHBY_ECOLI	Cytoplasm. 	Evidence at protein level		RNA-binding protein yhbY	"GO:0003723; GO:0005737"	"3D-structure; Complete proteome; Cytoplasm; RNA-binding"	97
P0AGK8	iscR	yfhP	b2531	JW2515	ISCR_ECOLI		Evidence at protein level		HTH-type transcriptional regulator iscR	"GO:0051537; GO:0003690; GO:0046872; GO:0006355; GO:0006950; GO:0003700; GO:0006350; GO:0016563; GO:0016564"	"2Fe-2S; Activator; Complete proteome; DNA-binding; Iron; Iron-sulfur; Metal-binding; Repressor; Stress response; Transcription; Transcription regulation"	162
P0AGL2	tdcF	yhaR	b3113	JW5521	TDCF_ECOLI		Evidence at protein level	UPF0076 (UK114) family	Protein tdcF		"3D-structure; Complete proteome"	129
P0AGL5	yfjG		b2619	JW2600	YFJG_ECOLI		Inferred from homology	UPF0083 family	UPF0083 protein yfjG		Complete proteome	158
P0AGM0	yhhT		b3474	JW5680	YHHT_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	UPF0118 (perM) family	UPF0118 inner membrane protein yhhT	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	349
P0AGM2	yicG		b3646	JW3621	YICG_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	UPF0126 family	UPF0126 inner membrane protein yicG	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	205
P0AGM7	uraA		b2497	JW2482	URAA_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	Xanthine/uracil permease family, Nucleobase:cation symporter-2 (NCS2) (TC 2.A.40) subfamily	Uracil permease (Uracil transporter)	"GO:0016021; GO:0005886; GO:0055085; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	429
P0C018	rplR		b3304	JW3266	RL18_ECOLI		Evidence at protein level	Ribosomal protein L18P family	50S ribosomal protein L18	"GO:0019843; GO:0005840; GO:0003735; GO:0006412"	"3D-structure; Complete proteome; Direct protein sequencing; Phosphoprotein; RNA-binding; Ribonucleoprotein; Ribosomal protein; rRNA-binding"	117
P0C037	yaiE		b0391	JW0382	YAIE_ECOLI		Inferred from homology	UPF0345 family	UPF0345 protein yaiE		Complete proteome	94
P0C054	ibpA	hslT htpN	b3687	JW3664	IBPA_ECOLI	Cytoplasm. 	Evidence at protein level	Small heat shock protein (HSP20) family	Small heat shock protein ibpA (16 kDa heat shock protein A)	"GO:0005737; GO:0005515; GO:0009408"	"Chaperone; Complete proteome; Cytoplasm; Direct protein sequencing; Stress response"	137
P0C058	ibpB	hslS htpE	b3686	JW3663	IBPB_ECOLI	Cytoplasm. 	Evidence at protein level	Small heat shock protein (HSP20) family	Small heat shock protein ibpB (16 kDa heat shock protein B)	"GO:0005737; GO:0005515; GO:0009408"	"Chaperone; Complete proteome; Cytoplasm; Direct protein sequencing; Stress response"	142
P0C093	slmA	ttk yicB	b3641	JW5641	SLMA_ECOLI	Cytoplasm › nucleoid. 	Evidence at protein level		HTH-type protein slmA (Protein ttk) (Synthetically lethal with a defective Min system protein A)	"GO:0003677; GO:0007049; GO:0051301; GO:0005737; GO:0009295; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Cell cycle; Cell division; Complete proteome; Cytoplasm; DNA-binding; Transcription; Transcription regulation"	198
P0C0L2	osmC		b1482	JW1477	OSMC_ECOLI	Cytoplasm. 	Evidence at protein level	OsmC/ohr family	Peroxiredoxin osmC (EC 1.11.1.15) (Osmotically-inducible protein C)	"GO:0005737; GO:0055114; GO:0004601; GO:0051920; GO:0006950"	"3D-structure; Acetylation; Antioxidant; Complete proteome; Cytoplasm; Direct protein sequencing; Oxidoreductase; Peroxidase"	143
P0C0L7	proP		b4111	JW4072	PROP_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family	Proline/betaine transporter (Proline porter II) (PPII)	"GO:0042538; GO:0016021; GO:0005886; GO:0015824; GO:0015295; GO:0015292"	"3D-structure; Cell inner membrane; Cell membrane; Coiled coil; Complete proteome; Membrane; Symport; Transmembrane; Transmembrane helix; Transport"	500
P0C0R7	rlmE	ftsJ mrsF rrmJ	b3179	JW3146	RLME_ECOLI	Cytoplasm. 	Evidence at protein level	Methyltransferase superfamily, RlmE family	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.-) (23S rRNA Um2252 methyltransferase) (Cell division protein ftsJ) (rRNA (uridine-2'-O-)-methyltransferase)	"GO:0005737; GO:0000453; GO:0003676; GO:0008650; GO:0006950"	"3D-structure; Complete proteome; Cytoplasm; Methyltransferase; S-adenosyl-L-methionine; Stress response; Transferase; rRNA processing"	209
P0C0T5	mepA		b2328	JW2325	MEPA_ECOLI	Periplasm. 	Evidence at protein level	Peptidase M74 family	Penicillin-insensitive murein endopeptidase (EC 3.4.24.-) (D-alanyl-D-alanine-endopeptidase) (DD-endopeptidase)	"GO:0046872; GO:0008237; GO:0030288; GO:0000270; GO:0006508; GO:0004252"	"3D-structure; Complete proteome; Direct protein sequencing; Disulfide bond; Hydrolase; Metal-binding; Metalloprotease; Periplasm; Protease; Signal; Zinc"	274
P0C0U4	rimK		b0852	JW0836	RIMK_ECOLI		Inferred from homology	RimK family	Ribosomal protein S6 modification protein	"GO:0005524; GO:0003824; GO:0046872; GO:0006464; GO:0006412"	"ATP-binding; Complete proteome; Magnesium; Manganese; Metal-binding; Nucleotide-binding; Protein biosynthesis"	300
P0C0V0	degP	htrA ptd	b0161	JW0157	DEGP_ECOLI	Periplasm. 	Evidence at protein level	Peptidase S1B family	Protease do (EC 3.4.21.-)	"GO:0006515; GO:0030288; GO:0005515; GO:0006457; GO:0006979; GO:0009266; GO:0004252"	"3D-structure; Complete proteome; Direct protein sequencing; Disulfide bond; Hydrolase; Periplasm; Protease; Repeat; Serine protease; Signal; Stress response"	474
P0C8J8	gatZ		b2095	JW2082	GATZ_ECOLI		Evidence at protein level	GatZ/kbaZ family, GatZ subfamily	D-tagatose-1,6-bisphosphate aldolase subunit gatZ	"GO:0019402; GO:0009024"	"Complete proteome; Galactitol metabolism"	420
P0CE44	uidB	gusB uidP	b1616	JW1608	UIDB_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Sodium:galactoside symporter (TC 2.A.2) family	Glucuronide carrier protein homolog	"GO:0016021; GO:0005886; GO:0006814; GO:0055085; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	457
P0CE47	tufA		b3339	JW3301	EFTU1_ECOLI	"Cytoplasm. Cell membrane; Peripheral membrane protein. "	Evidence at protein level	GTP-binding elongation factor family, EF-Tu/EF-1A subfamily	Elongation factor Tu 1 (EF-Tu 1) (P-43)	"GO:0005525; GO:0003924; GO:0005737; GO:0005886; GO:0046677; GO:0003746"	"3D-structure; Acetylation; Antibiotic resistance; Cell membrane; Complete proteome; Cytoplasm; Direct protein sequencing; Elongation factor; GTP-binding; Membrane; Methylation; Nucleotide-binding; Phosphoprotein; Protein biosynthesis"	394
P0CE48	tufB		b3980	JW3943	EFTU2_ECOLI	"Cytoplasm. Cell membrane; Peripheral membrane protein. "	Evidence at protein level	GTP-binding elongation factor family, EF-Tu/EF-1A subfamily	Elongation factor Tu 2 (EF-Tu 2) (P-43)	"GO:0005525; GO:0003924; GO:0005737; GO:0005886; GO:0046677; GO:0003746"	"3D-structure; Acetylation; Antibiotic resistance; Cell membrane; Complete proteome; Cytoplasm; Direct protein sequencing; Elongation factor; GTP-binding; Membrane; Methylation; Nucleotide-binding; Phosphoprotein; Protein biosynthesis"	394
P0CG19	rph		b3643	JW3618	RNPH_ECOLI		Inferred from homology	RNase PH family	Inactive ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	"GO:0000175; GO:0000049; GO:0009022; GO:0008033; GO:0004549"	"Complete proteome; Nucleotidyltransferase; Transferase; tRNA processing"	228
P10100	rlpA		b0633	JW0628	RLPA_ECOLI	"Cell membrane; Lipid-anchor. "	Evidence at protein level	RlpA family	Rare lipoprotein A	GO:0005886	"Cell membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal"	362
P10151	leuO		b0076	JW0075	LEUO_ECOLI		Evidence at protein level		Probable HTH-type transcriptional regulator leuO	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Activator; Complete proteome; DNA-binding; Transcription; Transcription regulation"	314
P10346	glnQ		b0809	JW0794	GLNQ_ECOLI	"Cell inner membrane; Peripheral membrane protein. "	Evidence at protein level	ABC transporter superfamily	Glutamine transport ATP-binding protein glnQ	"GO:0005524; GO:0016887; GO:0006865; GO:0005886; GO:0005515"	"ATP-binding; Amino-acid transport; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Nucleotide-binding; Transport"	240
P10371	hisA		b2024	JW2006	HIS4_ECOLI	Cytoplasm. 	Evidence at protein level	HisA/hisF family	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	"GO:0003949; GO:0005737; GO:0000105"	"Amino-acid biosynthesis; Complete proteome; Cytoplasm; Histidine biosynthesis; Isomerase"	245
