K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	Common Core 	Gene Ontology ID (Uniprot)	Category	1st Secr Sys	2nd Secr Sys	SignalP SP HMM	Smax HMM	SignalP SP NN	D-score NN	LipoP S	Peptidase	Score	Helixes Predicted	Expected No aas in helixes	Expected No aas in helixes in first 60 aas	Phobius Signal	Phobius TMHs	TatP Signal	TatP D-score	Uniprot Description	Pseudogenes / Mobile Elements Notes
HOLE_ECOLI	C6EBY7_ECOBD		 	"GO:0003677; GO:0006260; GO:0003887"	A			0	0	0	0		CYT 		0	0.00	0.00		0	39	0.039	DNA polymerase III, theta subunit (EC 2.7.7.7) (DNA-directed DNA polymerase) (EC 2.7.7.7)	 
HPPK_ECOLI	C6EAE2_ECOBD		 	"GO:0003848; GO:0009396; GO:0016301"	A			0	0	0	0		CYT 		0	0.02	0.00		0	34	0.036	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase) (EC 2.7.6.3)	 
HRSA_ECOLI	C6EJK7_ECOBD		 	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	B	SEC		0	0	0	0		CYT 		9	188.98	0.00		8	44	0.064	PTS system, fructose subfamily, IIC subunit (EC 2.7.1.69)	 
HSCC_ECOLI	C6EK46_ECOBD		 	"GO:0005524; GO:0006950"	A			0	0	0	0		CYT 		0	0.01	0.00		0	26	0.083	Heat shock protein 70 (Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription)	 
HSLJ_ECOLI	C6EEW5_ECOBD		 		I	SEC	LOL	20	0.998	25	0.535	16	SpII 	16.462	0	0.53	0.53	20	0	94	0.053	Heat-inducible protein (Putative uncharacterized protein)	 
HSLO_ECOLI	C6EFH4_ECOBD	Cytoplasm. 	 	"GO:0005737; GO:0006457; GO:0051082"	A	SEC		0	0	0	0		CYT 		0	0.02	0.02		0	18	0.043	33 kDa chaperonin (Heat shock protein 33 homolog)	 
HSLR_ECOLI	C6EFH5_ECOBD		 	GO:0003723	A			0	0	28	0		CYT 		0	0.00	0.00		0	6	0.052	RNA-binding S4 domain protein	 
HTRC_ECOLI	C6EE30_ECOBD		 	GO:0006950	A			0	0	0	0		CYT 		0	0.07	0.00		0	2	0.147	Heat shock protein	 
HTRE_ECOLI	C6EAE5_ECOBD	"Cell outer membrane; Multi-pass membrane protein. "	 	"GO:0009279; GO:0016021; GO:0005886; GO:0005215"	H	SEC	BAM	30	0.980	30	0.682	29	SpI 	6.725	0	7.12	7.10		0	16	0.069	Fimbrial biogenesis outer membrane usher protein (Predicted outer membrane usher protein)	 
HYAD_ECOLI	C6EHN3_ECOBD		 	"GO:0008047; GO:0046872; GO:0008233; GO:0016485"	A			0	0	18	0		CYT 		0	0.03	0.02		0	17	0.070	HyaD (Hydrogenase expression/formation protein)	 
HYBG_ECOLI	C6EI02_ECOBD		 		A			0	0	12	0		CYT 		0	0.02	0.02		0	11	0.025	Hydrogenase 2 accessory protein (Hydrogenase assembly chaperone hypC/hupF)	 
HYCC_ECOLI	C6EJE5_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0042773; GO:0008137; GO:0008901; GO:0016021"	B	SEC		32	0.939	14	0.556		TMH 	11.996	14	327.27	40.43		16	47	0.278	NADH dehydrogenase subunit N (EC 1.12.7.2) (NADH/Ubiquinone/plastoquinone (Complex I))	 
HYFA_ECOLI	C6EKN0_ECOBD		 	"GO:0051539; GO:0009055; GO:0046872; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.04	0.00	20	0	40	0.181	4Fe-4S ferredoxin iron-sulfur binding domain protein (Hydrogenase 4, 4Fe-4S subunit) (EC 1.-.-.-)	 
HYFD_ECOLI	C6EKM7_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0042773; GO:0008137; GO:0016021"	B	SEC		28	0.994	28	0	27	SpI 	6.088	12	287.18	43.08	20	14	35	0.121	Hydrogenase 4 membrane subunit (EC 1.-.-.-) (NADH/Ubiquinone/plastoquinone (Complex I))	 
HYFE_ECOLI	C6EKM6_ECOBD		 	"GO:0042773; GO:0016651"	B	SEC		0	0	0	0		TMH 	4.557	7	145.35	45.24		7	53	0.164	Hydrogenase 4, membrane subunit (EC 1.-.-.-) (NADH-ubiquinone oxidoreductase chain 4L)	 
HYFF_ECOLI	C6EKM5_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0042773; GO:0008137; GO:0016021"	B	SEC		24	0.998	24	0.542		TMH 	3.637	12	266.41	40.50		13	42	0.097	NADH dehydrogenase subunit N (EC 1.-.-.-) (NADH/Ubiquinone/plastoquinone (Complex I))	 
HYFG_ECOLI	C6EKM4_ECOBD		 	"GO:0051287; GO:0008137; GO:0008901; GO:0016151; GO:0055114; GO:0048038"	B	SEC		0	0	0	0		CYT 		0	0.10	0.00		0	14	0.262	Hydrogenase 4, subunit (EC 1.-.-.-) (NADH dehydrogenase (Ubiquinone) 30 kDa subunit)	 
HYFH_ECOLI	C6EKM3_ECOBD		 	"GO:0051539; GO:0009055; GO:0046872; GO:0055114; GO:0016491"	A			0	0	2	0.480		CYT 		0	0.15	0.15		0	42	0.220	4Fe-4S ferredoxin iron-sulfur binding domain protein (Hydrogenase 4, Fe-S subunit) (EC 1.-.-.-)	 
HYFI_ECOLI	C6EKM2_ECOBD		 	"GO:0051539; GO:0008137; GO:0055114; GO:0048038"	A			0	0	0	0		CYT 		0	1.36	0.02		0	95	0.062	Hydrogenase 4, Fe-S subunit (EC 1.-.-.-) (NADH ubiquinone oxidoreductase 20 kDa subunit)	 
HYFJ_ECOLI	C6EKM1_ECOBD		 	GO:0016829	A			0	0	0	0		CYT 		0	0.40	0.32		0	6	0.093	Formate hydrogenlyase maturation HycH (Predicted processing element hydrogenase 4)	 
HYFR_ECOLI	C6EKM0_ECOBD		 	"GO:0005524; GO:0003677; GO:0005622; GO:0017111; GO:0006355; GO:0003700; GO:0006350; GO:0008134"	A			0	0	0	0		CYT 		0	0.04	0.04		0	41	0.191	Transcriptional regulator, NifA subfamily, Fis Family	 
HYI_ECOLI	C6EKV7_ECOBD		 	GO:0008903	A			0	0	0	0		CYT 		0	0.00	0.00		0	24	0.157	Hydroxypyruvate isomerase (EC 5.3.1.22)	 
HYPF_ECOLI	C6EJR9_ECOBD		 	"GO:0016743; GO:0046944; GO:0008270"	A			0	0	0	0		CYT 		0	0.60	0.00		0	28	0.250	(NiFe) hydrogenase maturation protein HypF (Carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases)	 
IADA_ECOLI	C6EBQ1_ECOBD		 	GO:0016810	A			0	0	0	0		CYT 		0	0.00	0.00		0	6	0.114	Isoaspartyl dipeptidase	 
IDND_ECOLI	C6EC84_ECOBD		 	"GO:0055114; GO:0016491; GO:0008270"	B	SEC		0	0	0	0		CYT 		0	1.37	0.00		0	11	0.082	Alcohol dehydrogenase zinc-binding domain protein (L-idonate 5-dehydrogenase, NAD-binding) (EC 1.1.1.-)	 
IDNK_ECOLI	C6EC83_ECOBD		 	"GO:0005524; GO:0005975; GO:0046316; GO:0004765"	A			0	0	0	0		CYT 		0	0.08	0.08		0	25	0.328	Carbohydrate kinase, thermoresistant glucokinase family (EC 2.7.1.12) (D-gluconate kinase, thermosensitive) (EC 2.7.1.12)	 
IDNO_ECOLI	C6EC85_ECOBD		 	"GO:0005488; GO:0008874; GO:0055114"	A			0	0	0	0		CYT 		0	5.90	5.88		0	25	0.267	Gluconate 5-dehydrogenase (EC 1.1.1.69) (Short-chain dehydrogenase/reductase SDR)	 
IDNR_ECOLI	C6EC87_ECOBD		 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.24	0.09		0	33	0.223	DNA-binding transcriptional repressor, 5-gluconate-binding (Transcriptional regulator, LacI family)	 
IDNT_ECOLI	C6EC86_ECOBD		 	"GO:0015128; GO:0016020"	B	SEC		25	0.943	0	0		TMH 	10.868	12	267.91	35.81		12	37	0.059	Gluconate transporter (L-idonate and D-gluconate transporter)	 
IF1_ECOLI	C6EI98_ECOBD		 	"GO:0003723; GO:0003743"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	2	0.122	Translation initiation factor IF-1	 
IF2_ECOLI	C6EH57_ECOBD	Cytoplasm. 	 	"GO:0005525; GO:0003924; GO:0005737; GO:0003743"	A_trl			0	0	0	0		CYT 		0	0.01	0.00		0	27	0.066	Translation initiation factor IF-2	 
IF3_ECOLI	C6ECN9_ECOBD	Cytoplasm. 	 	"GO:0005737; GO:0003743"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	21	0.146	Translation initiation factor IF-3	 
IHFA_ECOLI	C6ECP5_ECOBD		 	"GO:0003677; GO:0006310; GO:0006355; GO:0006417; GO:0006350"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	23	0.059	Integration host factor subunit alpha (IHF-alpha)	 
IHFB_ECOLI	C6EI70_ECOBD		 	"GO:0003677; GO:0006310; GO:0005694; GO:0006355; GO:0006417; GO:0006350"	A_trl			0	0	0	0		CYT 		0	0.00	0.00		0	19	0.129	Integration host factor subunit beta (IHF-beta)	 
ILVD_ECOLI	C6EG40_ECOBD		 	"GO:0004160; GO:0009097; GO:0009099"	A			0	0	0	0		CYT 		0	0.32	0.18		0	30	0.400	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	 
ILVG_ECOLI	C6EG43_ECOBD		 	"GO:0050660; GO:0003984; GO:0009082; GO:0000287; GO:0030976"	A			0	0	0	0		CYT 		0	2.71	2.18		0	69	0.063	Acetolactate synthase (EC 2.2.1.6)	 
ILVH_ECOLI	C6EAX6_ECOBD		 	"GO:0003984; GO:0016597; GO:0009082"	A			0	0	0	0		CYT 		0	0.00	0.00	17	0	22	0.101	Acetolactate synthase small subunit (EC 2.2.1.6) (Acetolactate synthase, small subunit) (EC 2.2.1.6)	 
ILVI_ECOLI	C6EAX7_ECOBD		 	"GO:0050660; GO:0003984; GO:0009082; GO:0000287; GO:0030976"	A			0	0	0	0		CYT 		0	0.63	0.02		0	89	0.028	Acetolactate synthase (EC 2.2.1.6)	 
ILVM_ECOLI	C6EG42_ECOBD		 	GO:0003984	A			0	0	0	0		CYT 		0	0.00	0.00		0	39	0.082	Acetolactate synthase (EC 2.2.1.6) (Acetolactate synthase II, small subunit) (EC 2.2.1.6)	 
IMDH_ECOLI	C6EKK1_ECOBD		 	"GO:0006177; GO:0003938; GO:0046872; GO:0055114"	B	SEC		0	0	0	0		CYT 		0	0.02	0.01		0	47	0.064	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	 
IRAD_ECOLI	C6EBQ3_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	39	0.246	DNA replication/recombination/repair protein (GPW/gp25 family protein)	 
IRAM_ECOLI	C6EGV4_ECOBD	Cytoplasm. 	 	"GO:0009267; GO:0005737"	A			0	0	0	0		CYT 		0	9.33	9.33		0	37	0.123	Anti-adapter protein iraM	 
ISCA_ECOLI	C6EKH9_ECOBD		 	"GO:0005506; GO:0016226; GO:0051536; GO:0005515; GO:0005198"	A			0	0	0	0		CYT 		0	0.03	0.03		0	41	0.412	Iron-binding protein iscA (Iron-sulfur cluster assembly protein)	 
ISCX_ECOLI	C6EKI3_ECOBD		 	GO:0016226	A			0	0	0	0		CYT 		0	0.00	0.00		0	1	0.129	FeS assembly protein IscX (Putative uncharacterized protein yfhJ)	 
ISPF_ECOLI	C6EJC1_ECOBD		 	"GO:0008685; GO:0016114"	A			0	0	0	0		CYT 		0	0.08	0.07		0	11	0.143	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPS) (EC 4.6.1.12)	 
ISPZ_ECOLI	C6EFY2_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	 	"GO:0000917; GO:0016021; GO:0005886"	B	SEC		0	0	0	0		TMH 	7.589	5	103.48	33.17		5	4	0.077	Probable intracellular septation protein	 
K1PF_ECOLI	C6EA30_ECOBD		 	"GO:0005975; GO:0016301; GO:0016773"	A			0	0	0	0		CYT 		0	0.46	0.00		0	38	0.066	1-phosphofructokinase	 
KCY_ECOLI	C6EI72_ECOBD	Cytoplasm. 	 	"GO:0005524; GO:0004127; GO:0005737; GO:0006220"	A			0	0	0	0		CYT 		0	0.01	0.00		0	38	0.082	Cytidylate kinase (CK) (EC 2.7.4.14) (Cytidine monophosphate kinase)	 
KDGL_ECOLI	C6EDX8_ECOBD		 	"GO:0004143; GO:0016020; GO:0008654"	B	SEC		0	0	0	0		CYT 		2	50.74	15.14		3	30	0.245	Diacylglycerol kinase (EC 2.7.1.107)	 
KDGT_ECOLI	C6EEY8_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	 	"GO:0015649; GO:0016021"	B	SEC		0	0	23	0.443		TMH 	12.867	10	206.63	39.03		10	52	0.182	2-keto-3-deoxygluconate permease (KDG permease)	 
KDPD_ECOLI	C6EJN9_ECOBD		 	"GO:0005524; GO:0016020; GO:0018106; GO:0006950; GO:0000155; GO:0000160"	B	SEC		0	0	0	0		CYT 		4	81.92	0.53		4	43	0.214	Osmosensitive K channel His kinase sensor	 
RHMA_ECOLI	C6E9V5_ECOBD		 	"GO:0008701; GO:0006725; GO:0046872"	B	SEC		0	0	32	0.462		CYT 		0	0.74	0.57		0	31	0.141	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39) (Predicted 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase)	 
KEFB_ECOLI	C6EGB3_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	 	"GO:0005488; GO:0003824; GO:0015503; GO:0016021; GO:0005886; GO:0015299"	B	SEC		20	0.947	0	0		TMH 	10.322	13	251.41	45.62		13	43	0.162	Glutathione-regulated potassium-efflux system protein kefB (K(+)/H(+) antiporter) (NEM-activatable K(+)/H(+) antiporter)	 
KEFC_ECOLI	C6EB06_ECOBD		 	"GO:0005488; GO:0003824; GO:0016021; GO:0006813; GO:0015299"	B	SEC		0	0	0	0		TMH 	7.676	13	269.66	45.62		13	37	0.083	Glutathione-regulated potassium-efflux system protein (Potassium efflux system protein)	 
KPTA_ECOLI	C6EBP8_ECOBD		 	"GO:0006388; GO:0016772"	A			0	0	0	0		CYT 		0	0.02	0.00		0	22	0.065	Phosphotransferase KptA/Tpt1 (RNA 2'-phosphotransferase-like protein) (EC 2.7.-.-)	 
LACI_ECOLI	C6EJI7_ECOBD		 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.28	0.00		0	43	0.070	Transcriptional regulator, LacI family	 
LAST_ECOLI	C6EBG8_ECOBD		 	"GO:0003723; GO:0008173; GO:0006396"	A			0	0	14	0		CYT 		0	0.02	0.00	13	0	40	0.090	Predicted rRNA methyltransferase (RNA methyltransferase, TrmH family, group 1)	 
LEP4_ECOLI	C6EGD1_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0004190; GO:0016021; GO:0008168"	B	SEC		0	0	0	0		TMH 	0.982	7	139.69	29.89	21	5	66	0.019	Bifunctional prepilin leader peptidase/ methylase (EC 2.1.1.-) (EC 3.4.23.43) (Prepilin peptidase) (EC 3.4.23.43)	 
LEU1_ECOLI	C6EAY0_ECOBD		 	"GO:0003852; GO:0008415; GO:0009098"	A			0	0	0	0		CYT 		0	0.00	0.00		0	34	0.092	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	 
LEU3_ECOLI	C6EAY1_ECOBD		 	"GO:0003862; GO:0051287; GO:0005737; GO:0009098; GO:0000287; GO:0055114"	A			0	0	0	0		CYT 		0	0.02	0.01		0	49	0.066	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	 
LEUC_ECOLI	C6EAY2_ECOBD		 	"GO:0003861; GO:0051539; GO:0016853; GO:0009098"	A			0	0	0	0		CYT 		0	0.36	0.00		0	59	0.036	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (Isopropylmalate isomerase)	 
LEUD_ECOLI	C6EAY3_ECOBD		 	"GO:0003861; GO:0009316; GO:0016853; GO:0009098"	B	SEC		0	0	0	0		CYT 		0	0.03	0.00		0	40	0.053	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (Isopropylmalate isomerase)	 
LEUO_ECOLI	C6EAX8_ECOBD		 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.14	0.00		0	58	0.080	Leucine transcriptional activator (Transcriptional regulator, LysR family)	 
LHR_ECOLI	C6ECV0_ECOBD		 	"GO:0005524; GO:0008026; GO:0003676"	B	SEC		0	0	0	0		CYT 		0	0.14	0.03		0	47	0.094	DEAD/H associated domain protein (Predicted ATP-dependent helicase)	 
LIVH_ECOLI	C6EFB7_ECOBD		 	"GO:0016021; GO:0005886; GO:0005215"	B	SEC		0	0	0	0		TMH 	16.687	8	175.64	38.40		8	25	0.200	Inner-membrane translocator (Leucine/isoleucine/valine transporter subunit)	 
LLDP_ECOLI	C6EDI6_ECOBD		 	GO:0015129	B	SEC		0	0	26	0		TMH 	11.555	12	289.09	40.96		12	52	0.127	L-lactate permease (L-lactate transport)	 
LOLC_ECOLI	C6EGX6_ECOBD		 	"GO:0009276; GO:0016021; GO:0005886; GO:0006810"	B	SEC		0	0	19	0		TMH 	2.373	4	100.39	22.72		5	40	0.137	Lipoprotein releasing system, transmembrane protein, LolC/E family (Outer membrane-specific lipoprotein transporter subunit)	 
LOLE_ECOLI	C6EGX4_ECOBD		 	"GO:0009276; GO:0016021; GO:0005886; GO:0006810"	B	SEC		0	0	0	0		TMH 	6.766	4	91.51	23.11		4	35	0.260	Lipoprotein releasing system, transmembrane protein LolE	 
LPL_ECOLI	C6EAX9_ECOBD		 	GO:0009098	A			0	0	0	0		CYT 		0	0.21	0.21	20	0	25	0.114	Leu operon leader peptide (Leucine operon leader peptide)	 
LPLT_ECOLI	C6EJ33_ECOBD		 	GO:0055085	B	SEC		0	0	0	0		TMH 	8.058	10	226.92	30.74		11	41	0.198	Major facilitator superfamily MFS_1 (Predicted inner membrane protein)	 
LPP_ECOLI	C6ECS8_ECOBD		 	GO:0019867	I	SEC	LOL	26	1.000	26	0.668	20	SpII 	26.787	0	2.26	2.26	25	0	3	0.081	LPP repeat-containing protein (Murein lipoprotein)	 
LPTE_ECOLI	C6EK52_ECOBD		 	"GO:0043165; GO:0005886"	I	SEC	LOL	0	0.558	10	0.480	18	SpII 	17.326	0	12.01	11.90	20	0	5	0.102	Minor lipoprotein (Rare lipoprotein B)	 
LPTF_ECOLI	C6EC90_ECOBD		 	GO:0016021	B	SEC		0	0	0	0		CYT 		6	127.96	26.64		6	37	0.034	Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	 
LPTN_ECOLI	C6EG96_ECOBD		 	GO:0031556	A			0	0	0	0		CYT 		0	0.00	0.00		0	2	0.033	Tryptophanase leader peptide	 
LPXK_ECOLI	C6EI67_ECOBD		 	"GO:0005524; GO:0009245; GO:0009029"	B	SEC		0	0	21	0		TMH 	1.006	1	24.19	22.23		1	43	0.104	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	 
LSRB_ECOLI	C6EEK7_ECOBD		 	GO:0008643	G	SEC		27	1.000	27	0.848	26	SpI 	21.912	0	8.71	8.69	26	0	48	0.156	ABC-type sugar transport system periplasmic component-like protein (AI2 transporter)	 
LSRF_ECOLI	C6EEK6_ECOBD		 	GO:0016829	A			0	0	0	0		CYT 		0	0.02	0.00		0	46	0.222	Deoxyribose-phosphate aldolase/phospho-2-dehydro-3-deoxyheptonate aldolase (Putative uncharacterized protein yneB)	 
LSRG_ECOLI	C6EEK5_ECOBD		 	"GO:0017000; GO:0005737; GO:0004497"	A			0	0	0	0		CYT 		0	0.00	0.00		0	5	0.018	Antibiotic biosynthesis monooxygenase (Autoinducer-2 (AI-2) modifying protein LsrG)	 
LYXK_ECOLI	C6EE99_ECOBD		 	"GO:0005975; GO:0016301; GO:0016773"	A			0	0	0	0		CYT 		0	0.20	0.00		0	44	0.119	Carbohydrate kinase FGGY (L-xylulose kinase)	 
MAA_ECOLI	C6EL05_ECOBD		 	GO:0008925	A			0	0	0	0		CYT 		0	0.19	0.00		0	17	0.103	Maltose O-acetyltransferase (EC 2.3.1.79) (Transferase hexapeptide repeat containing protein)	 
MACB_ECOLI	C6EIA2_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	 	"GO:0005524; GO:0016887; GO:0016021; GO:0005886; GO:0046677; GO:0006810"	B	SEC		0	0	0	0		CYT 		4	93.64	1.89		4	42	0.068	ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	 
MALI_ECOLI	C6EDM7_ECOBD		 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	6.55	6.28	28	0	43	0.153	DNA-binding transcriptional repressor (Transcriptional regulator, LacI family)	 
MALM_ECOLI	C6EDY5_ECOBD		 	"GO:0008643; GO:0042597"	G	SEC		27	1.000	27	0.840	26	SpI 	24.592	0	11.26	11.19	26	0	40	0.062	Maltose operon periplasmic (Maltose regulon periplasmic protein)	 
MARB_ECOLI	C6EDV5_ECOBD		 		G	SEC		22	1.000	22	0.791	21	SpI 	18.300	0	0.41	0.41	21	0	33	0.101	Putative uncharacterized protein (Putative uncharacterized protein marB)	 
MASZ_ECOLI	C6EID5_ECOBD	Cytoplasm. 	 	"GO:0008415; GO:0005737; GO:0006097; GO:0004474; GO:0006099"	A			0	0	0	0		CYT 		0	0.00	0.00		0	32	0.071	Malate synthase (EC 2.3.3.9) (Malate synthase G) (EC 2.3.3.9)	 
MATA_ECOLI	C6ELT6_ECOBD		 	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0000156; GO:0000160"	A			0	0	0	0		CYT 		0	0.02	0.00		0	33	0.019	Transcriptional regulator, LuxR family	 
MATB_ECOLI	C6ELT7_ECOBD		 		G	SEC		23	1.000	23	0.904	22	SpI 	25.634	0	13.00	12.89	22	0	37	0.179	Putative uncharacterized protein (Putative uncharacterized protein yagZ)	 
MATC_ECOLI	C6ELT8_ECOBD		 		G	SEC		21	1.000	21	0.842	20	SpI 	12.558	0	0.13	0.11	20	0	51	0.051	Putative uncharacterized protein (Putative uncharacterized protein yagY)	 
MBHL_ECOLI	C6EHN5_ECOBD		 	"GO:0008901; GO:0016151; GO:0055114"	F1			0	0	0	0		CYT 		0	0.34	0.02		0	15	0.178	Hydrogenase 1, large subunit (EC 1.12.7.2) (Nickel-dependent hydrogenase large subunit)	 
MBHT_ECOLI	C6EHZ5_ECOBD		 	"GO:0051539; GO:0008137; GO:0008901; GO:0009375; GO:0033748; GO:0055114; GO:0048038"	F2	TAT / SEC		38	0.992	38	0.501	37	SpI 	7.009	1	23.72	0.22	37	1	37	0.409	Hydrogenase (NiFe) small subunit HydA (EC 1.12.99.6) (Hydrogenase-2, small chain)	 
MCBR_ECOLI	C6EER3_ECOBD		 	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	A			0	0	0	0		CYT 		0	0.07	0.02		0	41	0.084	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	 
MCP1_ECOLI	C6EBL4_ECOBD		 	"GO:0006935; GO:0016021; GO:0004888"	B	SEC		0	0.992	15	0.497	25	SpI 	5.904	2	45.55	22.51	26	1	32	0.060	Methyl-accepting chemotaxis protein I, serine sensor receptor (Methyl-accepting chemotaxis sensory transducer)	 
MCP2_ECOLI	C6EBU1_ECOBD		 	"GO:0006935; GO:0016021; GO:0004888"	B	SEC		0	0.914	15	0.464		TMH 	4.990	2	45.44	22.19	26	1	41	0.078	Methyl-accepting chemotaxis protein II (Methyl-accepting chemotaxis sensory transducer)	 
MCP3_ECOLI	C6EEU1_ECOBD		 	"GO:0006935; GO:0016021; GO:0004888"	B	SEC		40	0.989	40	0		TMH 	7.852	2	47.59	25.04		2	39	0.145	Methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor (Methyl-accepting chemotaxis sensory transducer)	 
MCP4_ECOLI	C6EBU2_ECOBD		 	"GO:0006935; GO:0016021; GO:0004888"	B	SEC		28	0.891	0	0		TMH 	6.204	2	46.94	22.48	34	1	66	0.092	Methyl-accepting chemotaxis sensory transducer (Methyl-accepting protein IV)	 
MCRB_ECOLI	C6EBN5_ECOBD		 	"GO:0005524; GO:0016887; GO:0009376; GO:0070011; GO:0005515"	A			0	0	0	0		CYT 		0	0.44	0.44		0	51	0.158	ATPase associated with various cellular activities AAA_5	 
MCRC_ECOLI	C6EBN6_ECOBD		 	GO:0016787	A			0	0	0	0		CYT 		0	0.31	0.30		0	7	0.030	5-methylcytosine-specific restriction enzyme McrBC, subunit McrC	 
MDTC_ECOLI	C6EAM9_ECOBD		 	"GO:0016020; GO:0005215"	B	SEC		0	0	10	0		TMH 	7.902	10	242.76	22.70		12	41	0.088	Acriflavin resistance protein (Multidrug efflux system, subunit C)	 
MDTD_ECOLI	C6EAM8_ECOBD		 	"GO:0016021; GO:0046677; GO:0015520"	B	SEC		0	0	0	0		TMH 	7.659	13	288.12	34.71		13	37	0.164	Major facilitator superfamily MFS_1 (Multidrug efflux system protein)	 
MDTG_ECOLI	C6EHG0_ECOBD		 	"GO:0016021; GO:0046677; GO:0015520"	B	SEC		0	0	28	0		TMH 	16.085	10	221.98	28.59		10	40	0.136	Major facilitator superfamily MFS_1 (Predicted drug efflux system)	 
MDTH_ECOLI	C6EHE8_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	 	GO:0055085	B	SEC		0	0	0	0		TMH 	12.894	10	223.83	34.14		12	87	0.114	Multidrug resistance protein mdtH	 
MDTI_ECOLI	C6EDP9_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0016021; GO:0005886; GO:0006810"	B	SEC		0	0	0	0		TMH 	3.457	4	76.79	40.59		4	47	0.164	Multidrug efflux system transporter (Small multidrug resistance protein)	 
MDTJ_ECOLI	C6EDP8_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0016021; GO:0005886; GO:0006810"	B	SEC		0	0	0	0		TMH 	7.685	4	80.72	42.77	21	3	44	0.090	Multidrug efflux system transporter (Small multidrug resistance protein)	 
MDTM_ECOLI	C6EBP1_ECOBD		 	"GO:0016020; GO:0055085; GO:0005215"	B	SEC		25	0.731	25	0.693		TMH 	7.717	12	262.73	34.17	24	11	9	0.144	Major facilitator superfamily MFS_1 (Multidrug efflux system protein)	 
MDTN_ECOLI	C6ED42_ECOBD		 	"GO:0009276; GO:0015238; GO:0016020; GO:0009306; GO:0008565"	B	SEC		36	0.970	19	0	35	SpI 	7.861	1	20.08	20.07	35	0	15	0.080	Efflux pump membrane protein (Predicted membrane fusion protein of efflux pump)	 
MDTQ_ECOLI	C6EAH3_ECOBD		 	"GO:0008289; GO:0016020; GO:0005215"	I	SEC	LOL	34	0.759	16	0.547	21	SpII 	10.011	0	9.14	9.10	38	0	46	0.066	RND efflux system, outer membrane lipoprotein, NodT family	 
MELB_ECOLI	C6ED04_ECOBD		 	"GO:0016020; GO:0006814; GO:0005215"	B	SEC		0	0	0	0		TMH 	8.852	12	261.61	38.54		12	17	0.107	Melibiose:sodium symporter (Sugar (Glycoside-Pentoside-Hexuronide) transporter)	 
