Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location	Name	Accession	Comments	Description	Common Core	Category	Uniprot Subcellular Loci	EchoLOCATION	Total Len	1st Secr Sys	2nd Secr Sys	SignalP SP HMM	Smax HMM	SignalP SP NN	D-score NN	LipoP S	Peptidase	Score	Helixes Predicted	Expected No aas in helixes	Expected No aas in helixes in first 60 aas	Phobius Signal	Phobius TMHs	TatP Signal	TatP D-score
C6EA31	fruA ECBD_1491 ECD_02096	fruA		ECBD_1491 ECD_02096	C6EA31_ECOBD		Predicted		Fused fructose-specific PTS enzymes: IIBcomponent/IIC components (PTS system, fructose subfamily, IIC subunit)	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	563		PTFBC_ECOLI	P20966		>P20966|PTFBC_ECOLI PTS system fructose-specific EIIBC component OS=Escherichia coli (strain K12) GN=fruA PE=4 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	563	SEC		0	0	0	0		CYT 		9	194.67	0.01		9	30	0.161
C6EL82	ypdG ECBD_1286 ECD_02296	ypdG		ECBD_1286 ECD_02296	C6EL82_ECOBD		Predicted		PTS system, fructose subfamily, IIC subunit (Predicted enzyme IIC component of PTS)	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Membrane; Phosphotransferase system; Signal; Sugar transport; Transmembrane; Transmembrane helix; Transport"	415		PTFC1_ECOLI	P77579		>P77579|PTFC1_ECOLI Fructose-like permease IIC component 1 OS=Escherichia coli (strain K12) GN=fryC PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	-	415	SEC		0	0.994	20	0.609	19	SpI 	5.670	10	204.00	13.93	19	9	20	0.252
C6EE60	frwC ECBD_4075 ECD_03834	frwC		ECBD_4075 ECD_03834	C6EE60_ECOBD		Predicted		PTS system, fructose subfamily, IIC subunit (Predicted enzyme IIC component of PTS)	"GO:0016021; GO:0009401; GO:0008982; GO:0005351"	Complete proteome	359		PTFC2_ECOLI	P32672		>P32672|PTFC2_ECOLI Fructose-like permease IIC component 2 OS=Escherichia coli (strain K12) GN=frwC PE=3 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	359	SEC		0	0	0	0		TMH 	4.575	8	187.56	23.61		9	34	0.116
C6EF00	frvB ECBD_4126 ECD_03784	frvB		ECBD_4126 ECD_03784	C6EF00_ECOBD		Predicted		Fused predicted PTS enzymes: IIB component/IIC component (EC 2.7.1.69) (PTS system, fructose subfamily, IIC subunit) (EC 2.7.1.69)	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	483		PTFLB_ECOLI	P32154		>P32154|PTFLB_ECOLI Fructose-like PTS system EIIBC component OS=Escherichia coli (strain K12) GN=frvB PE=3 SV=2		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	483	SEC		0	0	0	0		CYT 		9	200.67	1.54		10	9	0.063
C6EL85	ypdD ECBD_1289 ECD_02293	ypdD		ECBD_1289 ECD_02293	C6EL85_ECOBD		Predicted		Fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component (Phosphoenolpyruvate-protein phosphotransferase)	"GO:0005737; GO:0016021; GO:0016301; GO:0009401; GO:0008965; GO:0008982; GO:0005351"	"Complete proteome; Kinase; Pyruvate; Transferase"	831		PTFX1_ECOLI	P77439	Multiphosphoryl transfer protein 1 location: peripheral inner membrane protein facing the cytoplasm (potential)  notes: refs:	>P77439|PTFX1_ECOLI Multiphosphoryl transfer protein 1 OS=Escherichia coli (strain K12) GN=fryA PE=1 SV=1		F1	Cytoplasm. 	-	831			0	0	17	0		CYT 		0	0.07	0.00	16	0	51	0.057
C6EE61	ptsA ECBD_4076 ECD_03833	ptsA		ECBD_4076 ECD_03833	C6EE61_ECOBD		Predicted		Fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component (Phosphoenolpyruvate-protein phosphotransferase)	"GO:0005737; GO:0016301; GO:0009401; GO:0008965; GO:0005351"	"Complete proteome; Kinase; Phosphotransferase system; Pyruvate; Transferase"	833		PTFX2_ECOLI	P32670	Multiphosphoryl transfer protein 2 location: peripheral inner membrane protein facing the cytoplasm (potential) notes: refs:	>P32670|PTFX2_ECOLI Multiphosphoryl transfer protein 2 OS=Escherichia coli (strain K12) GN=ptsA PE=3 SV=2		F1	Cytoplasm. 	Cytoplasmic	833			0	0	18	0		CYT 		0	0.00	0.00		0	52	0.062
C6EL60	crr ECBD_1264 ECD_02317	crr		ECBD_1264 ECD_02317	C6EL60_ECOBD		Predicted		Glucose-specific PTS system enzyme IIA component (EC 2.7.1.69) (PTS system, glucose subfamily, IIA subunit)	"GO:0016301; GO:0016020; GO:0009401; GO:0008982; GO:0005351"	"Complete proteome; Kinase; Phosphotransferase system; Sugar transport; Transferase; Transport"	169		PTGA_ECOLI	P69783	" ""location: peripheral inner membrane protein facing the cytoplasm notes: refs: """"Solution structure of the N-terminal amphitropic domain of Escherichia coli glucose-specific enzyme IIA in membrane-mimetic micelles."""""""	>P69783|PTGA_ECOLI Glucose-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=crr PE=1 SV=2	yes	F1	Cytoplasm. 	Cytoplasmic >EXP<	169			0	0	0	0		CYT 		0	0.00	0.00		0	24	0.044
C6EGZ1	ptsG ECBD_2500 ECD_01097	ptsG		ECBD_2500 ECD_01097	C6EGZ1_ECOBD		Predicted		Fused glucose-specific PTS enzymes: IIB component/IIC component (EC 2.7.1.69) (PTS system, glucose-specific IIBC subunit) (EC 2.7.1.69)	"GO:0005355; GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Kinase; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	477		PTGCB_ECOLI	P69786		>P69786|PTGCB_ECOLI PTS system glucose-specific EIICB component OS=Escherichia coli (strain K12) GN=ptsG PE=1 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	477	SEC		0	0	0	0		TMH 	12.557	10	219.68	32.59		9	49	0.157
C6EGR2	pth ECBD_2417 ECD_01179	pth		ECBD_2417 ECD_01179	C6EGR2_ECOBD	Cytoplasm. 	Inferred from homology	PTH family	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	"GO:0004045; GO:0005737; GO:0006412"	"Complete proteome; Cytoplasm; Hydrolase"	194		PTH_ECOLI	P0A7D1	 translation unit	>P0A7D1|PTH_ECOLI Peptidyl-tRNA hydrolase OS=Escherichia coli (strain K12) GN=pth PE=1 SV=1	yes	A_trl	Cytoplasm. 	Cytoplasmic	194			0	0	18	0		CYT 		0	0.06	0.00		0	37	0.055
C6EJS7	srlB ECBD_1021 ECD_02554	srlB		ECBD_1021 ECD_02554	C6EJS7_ECOBD		Predicted		Glucitol/sorbitol-specific enzyme IIA component of PTS (EC 2.7.1.69) (PTS system, glucitol/sorbitol-specific IIA subunit)	"GO:0005737; GO:0009401; GO:0008982"	"Complete proteome; Transferase"	123		PTHA_ECOLI	P05706	" ""location: peripheral inner membrane protein facing the cytoplasm (potential) notes: refs: (http://www.ncbi.nlm.nih.gov/pubmed/2824435) """"Regulation of gluconeogenesis by the glucitol enzyme III of the phosphotransferase system in Escherichia coli."""", (http://www.ncbi.nlm.nih.gov/pubmed/3553176) """"Glucitol-specific enzymes of the phosphotransferase system in Escherichia coli. Nucleotide sequence of the gut operon."""""""	>P05706|PTHA_ECOLI Glucitol/sorbitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=srlB PE=4 SV=1		F1	Cytoplasm. 	Cytoplasmic	123			0	0	0	0		CYT 		0	0.00	0.00		0	34	0.059
C6EJS8	srlE ECBD_1022 ECD_02553	srlE		ECBD_1022 ECD_02553	C6EJS8_ECOBD		Predicted		Glucitol/sorbitol-specific enzyme IIB component of PTS (EC 2.7.1.69) (PTS system, glucitol/sorbitol-specific, IIBC subunit) (EC 2.7.1.69)	"GO:0016021; GO:0009401; GO:0008982"	"Complete proteome; Transferase"	319		PTHB_ECOLI	P56580		>P56580|PTHB_ECOLI Glucitol/sorbitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=srlE PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein >EXP<	319	SEC		0	0	0	0		CYT 		4	95.56	0.00		6	21	0.255
C6EJS9	srlA ECBD_1023 ECD_02552	srlA		ECBD_1023 ECD_02552	C6EJS9_ECOBD		Predicted		Glucitol/sorbitol-specific enzyme IIC component of PTS (PTS system, glucitol/sorbitol-specific, IIC subunit)	"GO:0016021; GO:0009401"	Complete proteome	187		PTHC_ECOLI	P56579		>P56579|PTHC_ECOLI Glucitol/sorbitol permease IIC component OS=Escherichia coli (strain K12) GN=srlA PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	187	SEC		0	0	0	0		CYT 		3	70.52	22.97		3	43	0.161
C6EL62	ptsH ECBD_1266 ECD_02315	ptsH		ECBD_1266 ECD_02315	C6EL62_ECOBD		Predicted		Phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr) (EC 2.7.1.69) (Phosphotransferase system, phosphocarrier protein HPr)	"GO:0005737; GO:0016301; GO:0009401; GO:0008982; GO:0005351"	"Complete proteome; Cytoplasm; Kinase; Phosphotransferase system; Transferase"	85		PTHP_ECOLI	P0AA04		>P0AA04|PTHP_ECOLI Phosphocarrier protein HPr OS=Escherichia coli (strain K12) GN=ptsH PE=1 SV=1	yes	A	Cytoplasm. 	Cytoplasmic	85			0	0	0	0		CYT 		0	0.00	0.00		0	44	0.164
C6EJR6	ascF ECBD_1010 ECD_02565	ascF		ECBD_1010 ECD_02565	C6EJR6_ECOBD		Predicted		Fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component (EC 2.7.1.69) (PTS system, maltose and glucose-specific subfamily, IIC subunit)	"GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Kinase; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	485		PTIBC_ECOLI	P24241		>P24241|PTIBC_ECOLI PTS system arbutin-, cellobiose-, and salicin-specific EIIBC component OS=Escherichia coli (strain K12) GN=ascF PE=4 SV=3		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	485	SEC		0	0	0	0		CYT 		8	193.65	1.13		10	14	0.098
C6EAL6	gatA ECBD_1563 ECD_02020	gatA		ECBD_1563 ECD_02020	C6EAL6_ECOBD		Predicted		Galactitol-specific enzyme IIA component of PTS (EC 2.7.1.69) (Putative PTS IIA-like nitrogen-regulatory protein PtsN)	"GO:0009401; GO:0008982; GO:0005351"	"Complete proteome; Transferase"	150		PTKA_ECOLI	P69828	Galactitol-specific phosphotransferase enzyme IIA componentlocation: peripheral inner membrane protein facing the cytoplasm (potential) notes: refs: 	>P69828|PTKA_ECOLI Galactitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=gatA PE=4 SV=1		F1	Cytoplasm. 	Cytoplasmic	150			0	0	0	0		CYT 		0	0.00	0.00		0	42	0.050
C6EAL7	gatB ECBD_1564 ECD_02019	gatB		ECBD_1564 ECD_02019	C6EAL7_ECOBD		Predicted		Galactitol-specific enzyme IIB component of PTS (EC 2.7.1.69) (Protein-N(Pi)-phosphohistidine--sugar phosphotransferase) (EC 2.7.1.69)	"GO:0009401; GO:0008982; GO:0005351"	"Complete proteome; Signal; Transferase; Transport"	94		PTKB_ECOLI	P37188	Peripheral inner membrane cyto side but strong Signal Peptide prediction	>P37188|PTKB_ECOLI Galactitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=gatB PE=1 SV=2		F1	Cytoplasm. 	Cytoplasmic	94			20	1.000	20	0	19	SpI 	8.621	0	0.42	0.06	19	0	19	0.084
C6EAL8	gatC ECBD_1565 ECD_02018	gatC		ECBD_1565 ECD_02018	C6EAL8_ECOBD		Predicted		Galactitol-specific enzyme IIC component of PTS (PTS system, galactitol-specific IIC subunit)	"GO:0016021; GO:0009401"	Complete proteome	451		PTKC_ECOLI	P69831		>P69831|PTKC_ECOLI Galactitol permease IIC component OS=Escherichia coli (strain K12) GN=gatC PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	451	SEC		0	0	0	0		TMH 	0.817	11	216.75	41.07		11	64	0.072
C6EDJ3	mtlA ECBD_0129 ECD_03454	mtlA		ECBD_0129 ECD_03454	C6EDJ3_ECOBD		Predicted		Fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (PTS system, mannitol-specific IIC subunit)	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	637		PTM3C_ECOLI	P00550		>P00550|PTM3C_ECOLI PTS system mannitol-specific EIICBA component OS=Escherichia coli (strain K12) GN=mtlA PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	637	SEC		0	0	0	0		TMH 	11.993	8	184.80	31.45		8	31	0.299
C6EIH6	ECBD_0805			ECBD_0805	C6EIH6_ECOBD		Predicted		Putative PTS IIA-like nitrogen-regulatory protein PtsN	"GO:0009401; GO:0005351; GO:0016740"	"Complete proteome; Transferase"	147		PTMA_ECOLI	P69824	" ""Mannitol-specific cryptic phosphotransferase enzyme IIA component location: peripheral inner membrane protein facing the cytoplasm (potential) notes: refs: (http://www.ncbi.nlm.nih.gov/pubmed/12558186) """"Dependency of sugar transport and phosphorylation by the phosphoenolpyruvate-dependent phosphotransferase system on membranous phosphatidyl glycerol in Escherichia coli: studies with a pgsA mutant lacking phosphatidyl glycerophosphate synthase."""", (http://www.ncbi.nlm.nih.gov/pubmed/9525892) """"Thermodynamic evidence for conformational coupling between the B and C domains of the mannitol transporter of escherichia coli, enzyme IImtl."""", (http://www.ncbi.nlm.nih.gov/pubmed/9260961) """"Subunit and amino acid interactions in the Escherichia coli mannitol permease: a functional complementation study of coexpressed mutant permease proteins."""""""	>P69824|PTMA_ECOLI Mannitol-specific cryptic phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=cmtB PE=1 SV=1		F1	Cytoplasm. 	Cytoplasmic	147			0	0	0	0		CYT 		0	0.00	0.00		0	18	0.065
C6EIH7	cmtA ECBD_0806 ECD_02763	cmtA		ECBD_0806 ECD_02763	C6EIH7_ECOBD		Predicted		PTS system, mannitol-specific IIC subunit (Predicted fused mannitol-specific PTS enzymes: IIB component/IIC component) (EC 2.7.1.69)	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	462		PTMCB_ECOLI	P69826		>P69826|PTMCB_ECOLI PTS system mannitol-specific cryptic EIICB component OS=Escherichia coli (strain K12) GN=cmtA PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	462	SEC		0	0	0	0		TMH 	14.521	8	179.72	32.05		8	29	0.392
C6EC13	manX ECBD_1824 ECD_01787	manX		ECBD_1824 ECD_01787	C6EC13_ECOBD		Predicted		Fused mannose-specific PTS enzymes: IIA component/IIB component (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIA subunit) (EC 2.7.1.69)	"GO:0005737; GO:0016021; GO:0009401; GO:0008982"	"Complete proteome; Transferase"	323		PTNAB_ECOLI	P69797	Peripheral IM Cytoplasmic side ref - Anna Lopez 2005 http://www.mcponline.org/content/4/8/1205.abstract Note:PTS transport system component and membrane localized in complexomics study by Stenberg et al., 2005 http://www.ncbi.nlm.nih.gov/sites/entrez?db=p  F1 Peripheral IM Cytoplasmic side ref - Anna Lopez 2005 http://www.mcponline.org/content/4/8/1205.abstract Note: PTS transport system component and membrane localized in complexomics study by Stenberg et al., 2005 http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=16079137	>P69797|PTNAB_ECOLI PTS system mannose-specific EIIAB component OS=Escherichia coli (strain K12) GN=manX PE=1 SV=2		F1	"Cytoplasm. Cell inner membrane; Peripheral membrane protein. "	Cytoplasmic >EXP<	323			0	0	0	0		CYT 		0	0.00	0.00		0	13	0.040
C6EC12	manY ECBD_1823 ECD_01788	manY		ECBD_1823 ECD_01788	C6EC12_ECOBD		Predicted		Mannose-specific enzyme IIC component of PTS (PTS system, mannose/fructose/sorbose family, IIC subunit)	"GO:0016021; GO:0009401"	Complete proteome	266		PTNC_ECOLI	P69801		>P69801|PTNC_ECOLI Mannose permease IIC component OS=Escherichia coli (strain K12) GN=manY PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	266	SEC		0	0	0	0		TMH 	6.083	7	151.25	40.10		7	35	0.052
C6EC11	ECBD_1822			ECBD_1822	C6EC11_ECOBD		Predicted		PTS system, mannose/fructose/sorbose family, IID subunit	"GO:0016021; GO:0009401"	Complete proteome	283		PTND_ECOLI	P69805		>P69805|PTND_ECOLI Mannose permease IID component OS=Escherichia coli (strain K12) GN=manZ PE=1 SV=1		B	"Cell inner membrane; Single-pass membrane protein. "	Integral Membrane Protein	286	SEC		0	0	0	0		CYT 		2	93.27	0.50		3	41	0.172
C6EDM6	malX ECBD_2024 ECD_01590	malX		ECBD_2024 ECD_01590	C6EDM6_ECOBD		Predicted		Fused maltose and glucose-specific PTS enzymes: IIB component-IIC component (EC 2.7.1.69) (PTS system, maltose and glucose-specific IIBC subunit)	"GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Kinase; Membrane; Phosphotransferase system; Signal; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	530		PTOCB_ECOLI	P19642		>P19642|PTOCB_ECOLI PTS system maltose- and glucose-specific EIICB component OS=Escherichia coli (strain K12) GN=malX PE=2 SV=3		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	530	SEC		45	0.646	32	0		TMH 	7.869	8	199.22	25.98		10	37	0.169
C6EH87	agaB ECBD_0602 ECD_03005	agaB		ECBD_0602 ECD_03005	C6EH87_ECOBD		Predicted		N-acetylgalactosamine-specific enzyme IIB component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIB subunit) (EC 2.7.1.69)	"GO:0005737; GO:0009401; GO:0008982"	"Complete proteome; Transferase"	158		PTPB1_ECOLI	P42909		>P42909|PTPB1_ECOLI N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 1 OS=Escherichia coli (strain K12) GN=agaB PE=4 SV=1		A	Cytoplasm. 	Cytoplasmic	158			0	0	0	0		CYT 		0	1.55	1.50		0	30	0.051
C6EH94	agaV ECBD_0609 ECD_02998	agaV		ECBD_0609 ECD_02998	C6EH94_ECOBD		Predicted		N-acetylgalactosamine-specific enzyme IIB component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIB subunit) (EC 2.7.1.69)	"GO:0005737; GO:0009401; GO:0008982"	"Complete proteome; Transferase"	157		PTPB2_ECOLI	P42904		>P42904|PTPB2_ECOLI N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 2 OS=Escherichia coli (strain K12) GN=agaV PE=4 SV=1		A	Cytoplasm. 	Cytoplasmic	157			0	0	0	0		CYT 		0	0.46	0.45		0	28	0.039
C6EH86	agaC ECBD_0601 ECD_03006	agaC		ECBD_0601 ECD_03006	C6EH86_ECOBD		Predicted		N-acetylgalactosamine-specific enzyme IIC component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIC subunit)	"GO:0016021; GO:0009401; GO:0008982"	"Complete proteome; Transferase"	267		PTPC1_ECOLI	P42910		>P42910|PTPC1_ECOLI N-acetylgalactosamine permease IIC component 1 OS=Escherichia coli (strain K12) GN=agaC PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	267	SEC		0	0	0	0		TMH 	4.722	6	132.61	39.09	20	4	62	0.091
C6EH85	agaD ECBD_0600 ECD_03007	agaD		ECBD_0600 ECD_03007	C6EH85_ECOBD		Predicted		N-acetylgalactosamine-specific enzyme IID component of PTS (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IID subunit)	"GO:0016021; GO:0009401; GO:0008982"	"Complete proteome; Transferase"	263		PTPD_ECOLI	P42911		>P42911|PTPD_ECOLI N-acetylgalactosamine permease IID component OS=Escherichia coli (strain K12) GN=agaD PE=4 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	263	SEC		0	0	0	0		CYT 		5	107.79	0.11		5	25	0.279
C6EJA7	ygcM ECBD_0964 ECD_02610	ygcM		ECBD_0964 ECD_02610	C6EJA7_ECOBD		Predicted		6-pyruvoyl tetrahydrobiopterin synthase (PTPS) (6-pyruvoyl tetrahydropterin synthase)	"GO:0003874; GO:0046872; GO:0006729"	Complete proteome	121		PTPS_ECOLI	P65870		>P65870|PTPS_ECOLI Putative 6-pyruvoyl tetrahydrobiopterin synthase OS=Escherichia coli (strain K12) GN=ygcM PE=3 SV=1	yes	A		-	121			0	0	0	0		CYT 		0	0.01	0.00		0	17	0.154
C6ECM2	celC ECBD_1909 ECD_01705	celC		ECBD_1909 ECD_01705	C6ECM2_ECOBD		Predicted		N,N'-diacetylchitobiose-specific enzyme IIA component of PTS (EC 2.7.1.69) (PTS system, lactose-specific IIa component)	"GO:0016020; GO:0009401; GO:0008982; GO:0005351"	"Complete proteome; Transferase"	116		PTQA_ECOLI	P69791	" ""N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component location: peripheral inner membrane protein facing the cytoplasm (potential) notes: refs: (http://www.ncbi.nlm.nih.gov/pubmed/10913122) """"Analytical sedimentation of the IIAChb and IIBChb proteins of the Escherichia coli N,N'-diacetylchitobiose phosphotransferase system. Demonstration of a model phosphotransfer transition state complex."""""""	>P69791|PTQA_ECOLI N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=chbA PE=1 SV=1		F1	Cytoplasm. 	Cytoplasmic	116			0	0	0	0		CYT 		0	0.04	0.04		0	48	0.104
C6ECM0	celA ECBD_1907 ECD_01707	celA		ECBD_1907 ECD_01707	C6ECM0_ECOBD		Predicted		N,N'-diacetylchitobiose-specific enzyme IIB component of PTS (EC 2.7.1.69) (PTS system, lactose/cellobiose family IIB subunit) (EC 2.7.1.69)	"GO:0009401; GO:0008982; GO:0005529"	"Complete proteome; Signal; Transferase"	106		PTQB_ECOLI	P69795	" ""N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component location: peripheral inner membrane protein facing the cytoplasm (potential) notes: refs: (http://www.ncbi.nlm.nih.gov/pubmed/10913122) """"Analytical sedimentation of the IIAChb and IIBChb proteins of the Escherichia coli N,N'-diacetylchitobiose phosphotransferase system. Demonstration of a model phosphotransfer transition state complex."""""""	>P69795|PTQB_ECOLI N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=chbB PE=1 SV=1		F1	Cytoplasm. 	Membrane associated >EXP<	106			28	0.688	28	0		CYT 		0	0.44	0.42	27	0	26	0.098
C6ECM1	celB ECBD_1908 ECD_01706	celB		ECBD_1908 ECD_01706	C6ECM1_ECOBD		Predicted		N,N'-diacetylchitobiose-specific enzyme IIC component of PTS (EC 2.7.1.69) (PTS system, cellobiose-specific IIC subunit) (EC 2.7.1.69)	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Membrane; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	452		PTQC_ECOLI	P17334		>P17334|PTQC_ECOLI N,N'-diacetylchitobiose permease IIC component OS=Escherichia coli (strain K12) GN=chbC PE=1 SV=2		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	452	SEC		0	0	0	0		CYT 		10	215.46	21.80		10	43	0.115
C6EJ48	ptr ECBD_0904 ECD_02669	ptr		ECBD_0904 ECD_02669	C6EJ48_ECOBD		Inferred from homology	Peptidase M16 family	Peptidase M16 domain protein (Protease III)	"GO:0004222; GO:0006508; GO:0008270"	"Complete proteome; Hydrolase; Protease; Signal"	962		PTRA_ECOLI	P05458		>P05458|PTRA_ECOLI Protease 3 OS=Escherichia coli (strain K12) GN=ptrA PE=1 SV=1		G	Periplasm. 	-	962	SEC		24	1.000	24	0.893	23	SpI 	13.071	0	0.30	0.29	23	0	17	0.078
