Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
C6EID5	glcB ECBD_0763 ECD_02844	glcB		ECBD_0763 ECD_02844	C6EID5_ECOBD	Cytoplasm. 	Inferred from homology	Malate synthase family, GlcB subfamily	Malate synthase (EC 2.3.3.9) (Malate synthase G) (EC 2.3.3.9)	"GO:0008415; GO:0005737; GO:0006097; GO:0004474; GO:0006099"	"Acyltransferase; Complete proteome; Cytoplasm; Glyoxylate bypass; Transferase; Tricarboxylic acid cycle"	723	
C6EJI7	ECBD_2908 ECBD_3312			ECBD_2908 ECBD_3312	C6EJI7_ECOBD		Predicted		Transcriptional regulator, LacI family	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	363	
C6EIJ3	iciA ECBD_0822 ECD_02747	iciA		ECBD_0822 ECD_02747	C6EIJ3_ECOBD		Predicted		Chromosome replication initiation inhibitor protein (Transcriptional regulator, ArgP, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	297	
C6EK39	ECBD_2995 ECD_00624			ECBD_2995 ECD_00624	C6EK39_ECOBD		Predicted		40-residue YVTN family beta-propeller repeat protein (Putative uncharacterized protein)	GO:0016021	"Complete proteome; Signal"	625	
C6EA37	yagT ECBD_3371 ECD_00245	yagT		ECBD_3371 ECD_00245	C6EA37_ECOBD		Predicted		(2Fe-2S)-binding domain protein (Predicted xanthine dehydrogenase, 2Fe-2S subunit)	"GO:0051537; GO:0009055; GO:0046872; GO:0055114; GO:0016491"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	229	
C6ELS2	ykgG ECBD_3349 ECD_00264	ykgG		ECBD_3349 ECD_00264	C6ELS2_ECOBD		Predicted		Predicted transporter (Putative uncharacterized protein)	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231	
C6EDU6	ydfH ECBD_2099 ECD_01499	ydfH		ECBD_2099 ECD_01499	C6EDU6_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228	
C6EB80	cobS ECBD_1657 ECD_01901	cobS		ECBD_1657 ECD_01901	C6EB80_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0008818; GO:0009236; GO:0015420; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247	
C6EEZ2	rhaS ECBD_4118 ECD_03791	rhaS		ECBD_4118 ECD_03791	C6EEZ2_ECOBD		Inferred from homology		DNA-binding transcriptional activator, L-rhamnose-binding (Transcriptional regulator, AraC family)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278	
C6EC44	yeaJ ECBD_1858 ECD_01755	yeaJ		ECBD_1858 ECD_01755	C6EC44_ECOBD		Predicted		Diguanylate cyclase (Predicted diguanylate cyclase)	"GO:0009190; GO:0016849"	"Complete proteome; Signal"	496	
C6EA32	yagX ECBD_3366 ECD_00250	yagX		ECBD_3366 ECD_00250	C6EA32_ECOBD		Predicted		Predicted aromatic compound dioxygenase (Putative uncharacterized protein)	"GO:0004180; GO:0016702"	"Complete proteome; Dioxygenase; Oxidoreductase; Signal"	841	
C6EE47	udhA sthA ECBD_4062 ECD_03847	udhA	sthA	ECBD_4062 ECD_03847	C6EE47_ECOBD	Cytoplasm. 	Inferred from homology	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466	
C6EC15	yoaE ECBD_1826 ECD_01786	yoaE		ECBD_1826 ECD_01786	C6EC15_ECOBD		Predicted		Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	"GO:0050660; GO:0003824; GO:0016021; GO:0055114"	Complete proteome	518	
C6EI75	serC ECBD_2688 ECD_00911	serC		ECBD_2688 ECD_00911	C6EI75_ECOBD	Cytoplasm. 	Inferred from homology	"Class-V pyridoxal-phosphate-dependent aminotransferase family; Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily"	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	"GO:0006564; GO:0004648; GO:0030170"	"Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362	
C6EJZ5	yfiO ECBD_1089 ECD_02485	yfiO		ECBD_1089 ECD_02485	C6EJZ5_ECOBD		Predicted		Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	GO:0005488	"Complete proteome; Lipoprotein; Signal"	245	
C6EJX7	recN ECBD_1071 ECD_02504	recN		ECBD_1071 ECD_02504	C6EJX7_ECOBD		Predicted		DNA repair protein RecN (Recombination and repair protein)	"GO:0005524; GO:0006310; GO:0006281; GO:0005694"	Complete proteome	553
C6EC33	yeaR ECBD_1847 ECD_01766	yeaR		ECBD_1847 ECD_01766	C6EC33_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yeaR)		Complete proteome	74
C6EKL3	upp ECBD_1190 ECD_02390	upp		ECBD_1190 ECD_02390	C6EKL3_ECOBD		Inferred from homology	UPRTase family	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	"GO:0005525; GO:0009116; GO:0004845; GO:0006223"	"Allosteric enzyme; Complete proteome; GTP-binding; Glycosyltransferase; Magnesium; Nucleotide-binding; Transferase"	208
C6ELH1	ybaD nrdR ECBD_3248 ECD_00361	ybaD	nrdR	ECBD_3248 ECD_00361	C6ELH1_ECOBD		Inferred from homology	NrdR family	Transcriptional repressor NrdR	GO:0016564	"ATP-binding; Complete proteome; DNA-binding; Metal-binding; Nucleotide-binding; Repressor; Transcription; Transcription regulation; Zinc; Zinc-finger"	149
C6EEU9	ydcF ECBD_2226 ECD_01369	ydcF		ECBD_2226 ECD_01369	C6EEU9_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein ydcF)		Complete proteome	266
C6EFI8	damX ECBD_0359 ECD_03240	damX		ECBD_0359 ECD_03240	C6EFI8_ECOBD		Predicted		Putative uncharacterized protein damX (Sporulation domain protein)		Complete proteome	428
C6EHH2	csgD ECBD_2559 ECD_01037	csgD		ECBD_2559 ECD_01037	C6EHH2_ECOBD		Predicted		DNA-binding transcriptional activator in two-component regulatory system (Transcriptional regulator, LuxR family)	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0000156; GO:0000160"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	216
C6EE34	rplJ ECBD_4048 ECD_03861	rplJ		ECBD_4048 ECD_03861	C6EE34_ECOBD		Inferred from homology	Ribosomal protein L10P family	50S ribosomal protein L10	"GO:0005840; GO:0042254; GO:0003735; GO:0006412"	"Acetylation; Complete proteome; Ribonucleoprotein; Ribosomal protein"	165
C6ED21	phnF ECBD_3928 ECD_03974	phnF		ECBD_3928 ECD_03974	C6ED21_ECOBD		Predicted		Phophonate C-P lyase system transcriptional regulator PhnF, GntR family (Predicted DNA-binding transcriptional regulator of phosphonate uptake and biodegradation)	"GO:0003677; GO:0005622; GO:0016829; GO:0006355; GO:0003700; GO:0006350; GO:0030528"	"Complete proteome; DNA-binding; Lyase; Transcription; Transcription regulation"	241
C6EE66	katG ECBD_4081 ECD_03828	katG		ECBD_4081 ECD_03828	C6EE66_ECOBD		Inferred from homology	"Peroxidase family; Peroxidase family, Peroxidase/catalase subfamily"	Catalase-peroxidase (CP) (EC 1.11.1.6) (EC 1.11.1.7) (Peroxidase/catalase)	"GO:0004096; GO:0020037; GO:0042744; GO:0055114"	"Complete proteome; Heme; Hydrogen peroxide; Iron; Metal-binding; Oxidoreductase; Peroxidase"	726
C6EIL8	lysS ECBD_0847 ECD_02722	lysS		ECBD_0847 ECD_02722	C6EIL8_ECOBD	Cytoplasm. 	Inferred from homology	Class-II aminoacyl-tRNA synthetase family	Lysyl-tRNA synthetase (EC 6.1.1.6)	"GO:0005524; GO:0005737; GO:0004824; GO:0006430; GO:0000287; GO:0003676"	"Aminoacyl-tRNA synthetase; Complete proteome; Ligase; Magnesium; Metal-binding"	505
C6ECW4	yjeQ rsgA ECBD_3870 ECD_04031	yjeQ	rsgA	ECBD_3870 ECD_04031	C6ECW4_ECOBD		Inferred from homology	RsgA GTPase family	Putative ribosome biogenesis GTPase RsgA (EC 3.6.1.-)	"GO:0005525; GO:0003924; GO:0046872"	"Complete proteome; GTP-binding; Hydrolase; Metal-binding; Nucleotide-binding; Zinc"	350
C6EJM5	ybgL ECBD_2948 ECD_00673	ybgL		ECBD_2948 ECD_00673	C6EJM5_ECOBD		Inferred from homology	UPF0271 (lamB) family	UPF0271 protein ybgL	"GO:0005975; GO:0003824"	Complete proteome	244
C6EL46	thiI ECBD_3238 ECD_00371	thiI		ECBD_3238 ECD_00371	C6EL46_ECOBD	Cytoplasm. 	Inferred from homology	ThiI family	tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein thiI) (tRNA 4-thiouridine synthase)	"GO:0005524; GO:0003723; GO:0005737; GO:0016783; GO:0034227; GO:0009228"	"ATP-binding; Complete proteome; Cytoplasm; Disulfide bond; Nucleotide-binding; RNA-binding; Redox-active center; Thiamine biosynthesis; Transferase; tRNA-binding"	482
C6EAG5	yeiA ECBD_1511 ECD_02076	yeiA		ECBD_1511 ECD_02076	C6EAG5_ECOBD		Predicted		Dihydroorotate dehydrogenase family protein (EC 1.3.1.2) (Dihydropyrimidine dehydrogenase)	"GO:0006207; GO:0006222; GO:0005737; GO:0004158; GO:0017113; GO:0009055; GO:0051536; GO:0055114"	"Complete proteome; Oxidoreductase"	411
C6EEU0	ydcI ECBD_2217 ECD_01379	ydcI		ECBD_2217 ECD_01379	C6EEU0_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	307
C6EL13	glnK ECBD_3205 ECD_00402	glnK		ECBD_3205 ECD_00402	C6EL13_ECOBD		Inferred from homology	P(II) protein family	Nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB (Nitrogen regulatory protein P-II)	"GO:0030234; GO:0006808; GO:0045449; GO:0006350"	"Complete proteome; Transcription; Transcription regulation"	112
C6EDW3	yneJ ECBD_2116 ECD_01483	yneJ		ECBD_2116 ECD_01483	C6EDW3_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	293
C6EKZ2	recR ECBD_3184 ECD_00423	recR		ECBD_3184 ECD_00423	C6EKZ2_ECOBD		Inferred from homology	RecR family	Recombination protein recR	"GO:0003677; GO:0006310; GO:0006281"	"Complete proteome; DNA damage; DNA recombination; DNA repair; Metal-binding; Zinc; Zinc-finger"	201
C6EDE9	pyrE ECBD_0084 ECD_03499	pyrE		ECBD_0084 ECD_03499	C6EDE9_ECOBD		Inferred from homology		Orotate phosphoribosyltransferase (EC 2.4.2.10)	"GO:0009116; GO:0004588; GO:0006221"	"Complete proteome; Glycosyltransferase; Transferase"	213
C6ED63	yjcC ECBD_3971 ECD_03933	yjcC		ECBD_3971 ECD_03933	C6ED63_ECOBD		Predicted		EAL domain protein (Putative uncharacterized protein yjcC)		"Complete proteome; Signal"	528
C6EKQ7	eutE ECBD_1235 ECD_02346	eutE		ECBD_1235 ECD_02346	C6EKQ7_ECOBD		Predicted		Aldehyde Dehydrogenase (Predicted aldehyde dehydrogenase, ethanolamine utilization protein)	"GO:0055114; GO:0016491"	Complete proteome	467
C6ECW8	yjeA ECBD_3874 ECD_04027	yjeA		ECBD_3874 ECD_04027	C6ECW8_ECOBD		Inferred from homology	Class-II aminoacyl-tRNA synthetase family	Uncharacterized protein YjeA	"GO:0005524; GO:0005737; GO:0004824; GO:0006430"	"Aminoacyl-tRNA synthetase; Complete proteome; Ligase"	325
C6EFJ9	yhfT ECBD_0370 ECD_03229	yhfT		ECBD_0370 ECD_03229	C6EFJ9_ECOBD		Predicted		Predicted inner membrane protein (Uncharacterized protein YhfT)		"Complete proteome; Signal"	434
C6EEH8	yhiF ECBD_0234 ECD_03355	yhiF		ECBD_0234 ECD_03355	C6EEH8_ECOBD		Predicted		Predicted DNA-binding ranscriptional regulator (Transcriptional regulator, LuxR family)	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0000156; GO:0000160"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	176
C6ECI3	ydjJ ECBD_1870 ECD_01743	ydjJ		ECBD_1870 ECD_01743	C6ECI3_ECOBD		Inferred from homology	Zinc-containing alcohol dehydrogenase family	Alcohol dehydrogenase zinc-binding domain protein (Predicted oxidoreductase, Zn-dependent and NAD(P)-binding)	"GO:0055114; GO:0016491; GO:0008270"	"Complete proteome; Metal-binding; Oxidoreductase; Zinc"	347
C6EFP2	ydaM ECBD_2276 ECD_01318	ydaM		ECBD_2276 ECD_01318	C6EFP2_ECOBD		Predicted		Diguanylate cyclase with PAS/PAC sensor (Predicted diguanylate cyclase, GGDEF domain signalling protein)	"GO:0009190; GO:0016849; GO:0006355; GO:0004871"	Complete proteome	410
C6EEF8	yhjH ECBD_0214 ECD_03373	yhjH		ECBD_0214 ECD_03373	C6EEF8_ECOBD		Predicted		Diguanylate phosphodiesterase (EAL domain containing protein involved in flagellar function)	GO:0019861	"Cell projection; Cilium; Complete proteome; Flagellum"	255
C6EID3	glcF ECBD_0761 ECD_02846	glcF		ECBD_0761 ECD_02846	C6EID3_ECOBD		Predicted		Glycolate oxidase iron-sulfur subunit (Putative uncharacterized protein)	"GO:0009055; GO:0051536; GO:0016491"	Complete proteome	407
C6EE32	rpoB ECBD_4046 ECD_03863	rpoB		ECBD_4046 ECD_03863	C6EE32_ECOBD		Inferred from homology	RNA polymerase beta chain family	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	"GO:0003677; GO:0003899; GO:0032549; GO:0006351"	"Acetylation; Complete proteome; DNA-directed RNA polymerase; Nucleotidyltransferase; Transcription; Transferase"	1342
C6EHC5	rpmF ECBD_2512 ECD_01085	rpmF		ECBD_2512 ECD_01085	C6EHC5_ECOBD		Inferred from homology	Ribosomal protein L32P family	50S ribosomal protein L32	"GO:0015934; GO:0003735; GO:0006412"	"Complete proteome; Ribonucleoprotein; Ribosomal protein"	57
C6EG01	uvrD ECBD_4228 ECD_03689	uvrD		ECBD_4228 ECD_03689	C6EG01_ECOBD		Predicted		DNA helicase II (DNA-dependent ATPase I and helicase II) (EC 3.6.1.-)	"GO:0005524; GO:0004003; GO:0003677; GO:0006281; GO:0006268; GO:0005737"	"ATP-binding; Complete proteome; Helicase; Hydrolase; Nucleotide-binding"	720
C6EH09	nanE ECBD_0524 ECD_03083	nanE		ECBD_0524 ECD_03083	C6EH09_ECOBD		Inferred from homology	NanE family	Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase)	"GO:0006051; GO:0047465"	"Carbohydrate metabolism; Complete proteome; Isomerase"	229
C6EFX6	trpA ECBD_2362 ECD_01234	trpA		ECBD_2362 ECD_01234	C6EFX6_ECOBD		Inferred from homology	TrpA family	Tryptophan synthase alpha chain (EC 4.2.1.20)	GO:0004834	"Amino-acid biosynthesis; Aromatic amino acid biosynthesis; Complete proteome; Lyase; Tryptophan biosynthesis"	268
C6ELT0	ykgA ECBD_3357 ECD_00257	ykgA		ECBD_3357 ECD_00257	C6ELT0_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, AraC family)	"GO:0005622; GO:0006355; GO:0043565; GO:0003700"	"Complete proteome; DNA-binding"	283
C6ECV7	miaA ECBD_3863 ECD_04038	miaA		ECBD_3863 ECD_04038	C6ECV7_ECOBD		Inferred from homology	IPP transferase family	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase)	"GO:0005524; GO:0016779; GO:0052381; GO:0008033"	"ATP-binding; Complete proteome; Magnesium; Nucleotide-binding; Nucleotidyltransferase; Transferase; tRNA processing"	316
C6EFJ1	gph ECBD_0362 ECD_03237	gph		ECBD_0362 ECD_03237	C6EFJ1_ECOBD		Inferred from homology		Phosphoglycolate phosphatase	"GO:0005975; GO:0008967"	"Carbohydrate metabolism; Complete proteome; Hydrolase"	252
C6EB22	dapB ECBD_3585 ECD_00035	dapB		ECBD_3585 ECD_00035	C6EB22_ECOBD	Cytoplasm. 	Inferred from homology	Dihydrodipicolinate reductase family	Dihydrodipicolinate reductase (DHPR) (EC 1.3.1.26)	"GO:0005488; GO:0005737; GO:0019877; GO:0008839; GO:0055114"	"Amino-acid biosynthesis; Complete proteome; Cytoplasm; Diaminopimelate biosynthesis; Lysine biosynthesis; NADP; Oxidoreductase"	273
C6ELJ9	aroL ECBD_3276 ECD_00335	aroL		ECBD_3276 ECD_00335	C6ELJ9_ECOBD		Inferred from homology		Shikimate kinase (EC 2.7.1.71) (Shikimate kinase II) (EC 2.7.1.71)	"GO:0005524; GO:0009073; GO:0005737; GO:0000287; GO:0004765"	"Complete proteome; Kinase; Transferase"	174
C6EJZ8	clpB ECBD_1092 ECD_02482	clpB		ECBD_1092 ECD_02482	C6EJZ8_ECOBD		Inferred from homology	ClpA/clpB family	ATP-dependent chaperone ClpB (Protein disaggregation chaperone)	"GO:0005524; GO:0005737; GO:0017111; GO:0005515; GO:0019538; GO:0006950"	"ATP-binding; Chaperone; Coiled coil; Complete proteome; Cytoplasm; Nucleotide-binding; Repeat; Stress response"	857
C6EK76	citC ECBD_3034 ECD_00586	citC		ECBD_3034 ECD_00586	C6EK76_ECOBD		Predicted		Citrate lyase ligase (EC 6.2.1.22) (Citrate lyase synthetase) (EC 6.2.1.22)	"GO:0008080; GO:0008771; GO:0009058; GO:0016829"	"Complete proteome; Ligase; Lyase"	352
C6EIB4	ybjR ECBD_2727 ECD_00872	ybjR		ECBD_2727 ECD_00872	C6EIB4_ECOBD		Predicted		N-acetylmuramyl-L-alanine amidase, negative regulator of AmpC, AmpD (EC 3.5.1.28) (Predicted amidase and lipoprotein)	"GO:0008745; GO:0009253"	"Complete proteome; Hydrolase; Lipoprotein; Signal"	276
C6EEU1	trg ECBD_2218 ECD_01378	trg		ECBD_2218 ECD_01378	C6EEU1_ECOBD		Predicted		Methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor (Methyl-accepting chemotaxis sensory transducer)	"GO:0006935; GO:0016021; GO:0004888"	"Complete proteome; Receptor; Signal"	546
C6EA34	yagV ECBD_3368 ECD_00248	yagV		ECBD_3368 ECD_00248	C6EA34_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yagV)	"GO:0007047; GO:0030288; GO:0005515"	"Complete proteome; Signal"	236
C6EBH8	trpR ECBD_3627 ECD_04269	trpR		ECBD_3627 ECD_04269	C6EBH8_ECOBD	Cytoplasm. 	Inferred from homology	TrpR family	Trp operon repressor	"GO:0005737; GO:0045892; GO:0043565; GO:0003700; GO:0016564"	"Complete proteome; Cytoplasm; DNA-binding; Repressor; Transcription; Transcription regulation"	108
C6EFY0	yciD ECBD_2366 ECD_01230	yciD		ECBD_2366 ECD_01230	C6EFY0_ECOBD		Predicted		OmpW family protein (Outer membrane protein W)	"GO:0009279; GO:0016021"	"Complete proteome; Signal"	212
C6EJP2	speF ECBD_2968 ECD_00649	speF		ECBD_2968 ECD_00649	C6EJP2_ECOBD		Predicted		Ornithine decarboxylase (EC 4.1.1.17) (Ornithine decarboxylase isozyme, inducible) (EC 4.1.1.17)	"GO:0006520; GO:0005737; GO:0004586; GO:0030170"	"Complete proteome; Lyase"	732
C6EEN8	sfcA ECBD_2160 ECD_01437	sfcA		ECBD_2160 ECD_01437	C6EEN8_ECOBD		Inferred from homology	Malic enzymes family	Malate dehydrogenase (Oxaloacetate-decarboxylating) (EC 1.1.1.38) (Malate dehydrogenase, (Decarboxylating, NAD-requiring) (Malic enzyme)) (EC 1.1.1.38)	"GO:0051287; GO:0016619; GO:0006108; GO:0046872; GO:0055114"	"Complete proteome; Metal-binding; Oxidoreductase"	565
C6EC82	yjgB ECBD_3767 ECD_04135	yjgB		ECBD_3767 ECD_04135	C6EC82_ECOBD		Inferred from homology	Zinc-containing alcohol dehydrogenase family	Alcohol dehydrogenase GroES domain protein (Predicted alcohol dehydrogenase, Zn-dependent and NAD(P)-binding)	"GO:0048037; GO:0055114; GO:0016616; GO:0008270"	"Complete proteome; Metal-binding; Oxidoreductase; Zinc"	339
C6EHA6	tdcA ECBD_0622 ECD_02985	tdcA		ECBD_0622 ECD_02985	C6EHA6_ECOBD		Predicted		DNA-binding transcriptional activator (Transcriptional regulator, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	312
C6EIJ1	argK ECBD_0820 ECD_02749	argK		ECBD_0820 ECD_02749	C6EIJ1_ECOBD		Predicted		Arginine/ornithine transport system ATPase (EC 2.7.-.-) (LAO/AO transport system ATPase)	GO:0016740	"Complete proteome; Transferase"	331
C6EDM7	malI ECBD_2025 ECD_01589	malI		ECBD_2025 ECD_01589	C6EDM7_ECOBD		Predicted		DNA-binding transcriptional repressor (Transcriptional regulator, LacI family)	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	342
C6EA90	proS ECBD_3424 ECD_00193	proS		ECBD_3424 ECD_00193	C6EA90_ECOBD	Cytoplasm. 	Inferred from homology	"Class-II aminoacyl-tRNA synthetase family; Class-II aminoacyl-tRNA synthetase family, ProS type 1 subfamily"	Prolyl-tRNA synthetase (EC 6.1.1.15) (Proline--tRNA ligase)	"GO:0005524; GO:0005737; GO:0004827; GO:0006433"	"ATP-binding; Aminoacyl-tRNA synthetase; Complete proteome; Cytoplasm; Ligase; Nucleotide-binding; Protein biosynthesis"	572
C6EBZ8	proQ ECBD_1809 ECD_01802	proQ		ECBD_1809 ECD_01802	C6EBZ8_ECOBD	Cytoplasm. 	Inferred from homology		ProQ activator of osmoprotectant transporter ProP (Putative solute/DNA competence effector)	GO:0005737	"Complete proteome; Cytoplasm"	232
C6E9R4	nuoA ECBD_1373 ECD_02213	nuoA		ECBD_1373 ECD_02213	C6E9R4_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Complex I subunit 3 family	NADH-quinone oxidoreductase subunit (EC 1.6.99.5)	"GO:0008137; GO:0016021; GO:0055114; GO:0048038"	"Complete proteome; Membrane; NAD; Oxidoreductase; Quinone; Transmembrane; Ubiquinone"	147
C6EK64	ybeF ECBD_3022 ECD_00598	ybeF		ECBD_3022 ECD_00598	C6EK64_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	317
C6EGT0	fadR ECBD_2435 ECD_01162	fadR		ECBD_2435 ECD_01162	C6EGT0_ECOBD	Cytoplasm. 	Inferred from homology		Fatty acid metabolism regulator (Fatty acid metabolism transcriptional regulator FadR)	"GO:0003677; GO:0000062; GO:0005737; GO:0006631; GO:0019217; GO:0006355; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Fatty acid metabolism; Lipid metabolism; Repressor; Transcription; Transcription regulation"	239
C6EEP3	fdnG ECBD_2165 ECD_01432	fdnG		ECBD_2165 ECD_01432	C6EEP3_ECOBD		Predicted		Formate dehydrogenase, alpha subunit (EC 1.7.99.4) (Formate dehydrogenase-N, alpha subunit, nitrate-inducible) (EC 1.2.1.2)	"GO:0045333; GO:0005737; GO:0009055; GO:0008863; GO:0051536; GO:0030151; GO:0008940; GO:0055114"	"Complete proteome; Iron; Iron-sulfur; Metal-binding; Molybdenum; Oxidoreductase; Selenium; Selenocysteine; Signal"	1015
C6ECA7	treR ECBD_3792 ECD_04109	treR		ECBD_3792 ECD_04109	C6ECA7_ECOBD		Predicted		Transcriptional regulator, LacI family (Trehalose repressor)	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0016566; GO:0006350; GO:0005991"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	315
C6EAK3	ECBD_1550 ECD_02035			ECBD_1550 ECD_02035	C6EAK3_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	221
C6EE91	yiaU ECBD_0146 ECD_03440	yiaU		ECBD_0146 ECD_03440	C6EE91_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	324
C6E9V9	glpB ECBD_1418 ECD_02168	glpB		ECBD_1418 ECD_02168	C6E9V9_ECOBD		Inferred from homology		Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3) (Glycerol-3-phosphate dehydrogenase, anaerobic, B subunit)	"GO:0009055; GO:0004368; GO:0055114"	"Complete proteome; FMN; Flavoprotein; Oxidoreductase"	419
C6EIH1	speA ECBD_0800 ECD_02768	speA		ECBD_0800 ECD_02768	C6EIH1_ECOBD		Inferred from homology	"Orn/Lys/Arg decarboxylase class-II family; Orn/Lys/Arg decarboxylase class-II family, SpeA subfamily"	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	"GO:0006527; GO:0008792; GO:0008295"	"Complete proteome; Decarboxylase; Lyase; Magnesium; Metal-binding; Polyamine biosynthesis; Putrescine biosynthesis; Pyridoxal phosphate; Spermidine biosynthesis"	658
C6EKG1	yphD ECBD_1138 ECD_02438	yphD		ECBD_1138 ECD_02438	C6EKG1_ECOBD		Predicted		Inner-membrane translocator (Predicted sugar transporter subunit: membrane component of ABC superfamily)	"GO:0008643; GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Sugar transport; Transmembrane; Transmembrane helix; Transport"	332
C6ECC7	ytfL ECBD_3812 ECD_04089	ytfL		ECBD_3812 ECD_04089	C6ECC7_ECOBD		Predicted		Predicted inner membrane protein (Putative uncharacterized protein)	"GO:0050660; GO:0003824; GO:0055114"	"Complete proteome; Signal"	447
C6EGL7	yhcS ECBD_0503 ECD_03103	yhcS		ECBD_0503 ECD_03103	C6EGL7_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator, efflux system (Putative DNA-binding transcriptional regulator)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	309
