Merge ID	Biological Process (Uniprot)	Biological Process (EcoCyc)	Biological Process (EcoliWiki)	Molecular Function (Uniprot)	Molecular Function(EcoCyc)	Molecular Function (EcoliWiki)	Entry Name K12		Entry Name BL21(DE3)	Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED		Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
P23830	phospholipid biosynthetic process				CDP-diacylglycerol-serine O-phosphatidyltransferase activity|transferase activity		PSS_ECOLI	P23830	C6EK01	F1		curated	Phosphatidylserine synthase (EC 2.7.8.8) (Phospholipase D/Transphosphatidylase)	451	Y	Y		cytoplasm::plasma membrane		phospholipid biosynthetic process	GO:0008654			1322	4,25E-01	1,76E+02	2,16	99,64	0,036911	3691,1
P09546	oxidation-reduction process|transcription, DNA-dependent|regulation of transcription, DNA-dependent|proline metabolic process|metabolic process	proline catabolic process to glutamate			oxidoreductase activity|proline dehydrogenase activity|DNA binding|catalytic activity|1-pyrroline-5-carboxylate dehydrogenase activity	proline dehydrogenase activity|DNA binding|flavin adenine dinucleotide binding|sequence-specific DNA binding transcription factor activity|1-pyrroline-5-carboxylate dehydrogenase activity	PUTA_ECOLI	P09546	C6EHJ3	F1		curated	Delta-1-pyrroline-5-carboxylate dehydrogenase (Fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase) (EC 1.5.1.12) (EC 1.5.99.8)	1320	Y	Y				oxidation-reduction process|transcription, DNA-dependent|proline catabolic process to glutamate|regulation of transcription, DNA-dependent|proline metabolic process|metabolic process	GO:0008152|GO:0006355|GO:0006351|GO:0010133|GO:0055114|GO:0006560			373	1,25E+00	3,29E+02	5,74	257,02	0,0053439	534,39
P10907	carbohydrate transport|transport		glycerol-3-phosphate transport|glycerol-2-phosphate transport		hydrolase activity|glycerol-3-phosphate-transporting ATPase activity|nucleotide binding|ATP binding		UGPC_ECOLI	P10907	C6EFC4	F1		curated	ABC transporter related	356	Y	Y		plasma membrane		carbohydrate transport|glycerol-3-phosphate transport|transport|glycerol-2-phosphate transport	GO:0070811|GO:0006810|GO:0008643|GO:0015794									
P03004	DNA replication		regulation of DNA replication|DNA-dependent DNA replication	sequence-specific DNA binding	DNA binding|nucleotide binding|ATP binding		DNAA_ECOLI	P03004	C6ECH7	F1		curated	Chromosomal replication initiator protein dnaA	467		Y		cytoplasm		regulation of DNA replication|DNA replication|DNA-dependent DNA replication	GO:0006260|GO:0006261|GO:0006275			428	1,94E-01	1,12E+02	0,48	23,18	0,011497	1149,7
P25746			response to heat				HFLD_ECOLI	P25746	C6EGV9	F1		curated	High frequency lysogenization protein hflD	213		Y				response to heat	GO:0009408			54			1,15	54,08		
P63386	transport		phospholipid transport	phospholipid transporter activity	hydrolase activity|nucleotide binding|ATP binding		MLAF_ECOLI	P63386	C6EH32	F1		curated	ABC transporter related (Predicted toluene transporter subunit: ATP-binding component of ABC superfamily)	269		Y		plasma membrane		transport|phospholipid transport	GO:0006810|GO:0015914			37			0,78	37,12		
P0A7E1	oxidation-reduction process|pyrimidine nucleotide biosynthetic process		cellular amino acid biosynthetic process|diaminopimelate biosynthetic process		oxidoreductase activity|dihydroorotate dehydrogenase activity		PYRD_ECOLI	P0A7E1	C6EI37	F1		curated	Dihydroorotate dehydrogenase (EC 1.3.5.2) (DHOdehase) (Dihydroorotate oxidase)	336		Y		plasma membrane		oxidation-reduction process|cellular amino acid biosynthetic process|pyrimidine nucleotide biosynthetic process|diaminopimelate biosynthetic process	GO:0008652|GO:0006221|GO:0019877|GO:0055114			306	4,13E-01	1,73E+02	9,96	438,54		
P77223	transport|electron transport chain				4 iron, 4 sulfur cluster binding|iron-sulfur cluster binding|2 iron, 2 sulfur cluster binding|metal ion binding		RNFB_ECOLI	P77223	C6EDL8	F1		curated	Electron transport complex protein rnfB	192		Y				transport|electron transport chain	GO:0006810|GO:0022900			205					0,0020498	204,98
P0A6A8	lipid biosynthetic process|fatty acid biosynthetic process						ACP_ECOLI	P0A6A8	C6EHC0	F1		curated	Acyl carrier protein (ACP)	78	Y			cytoplasm		lipid biosynthetic process|fatty acid biosynthetic process	GO:0006633|GO:0008610			24209	4,63E+02	1,02E+04	999	38218,95		
P61889	oxidation-reduction process|tricarboxylic acid cycle		glycolysis|malate metabolic process|tricarboxylic acid cycle|fermentation|anaerobic respiration	malate dehydrogenase activity	L-malate dehydrogenase activity|oxidoreductase activity		MDH_ECOLI	P61889	C6EGZ6	F1		curated	Malate dehydrogenase (EC 1.1.1.37)	312	Y			cytoplasm::cytosol		oxidation-reduction process|glycolysis|malate metabolic process|tricarboxylic acid cycle|fermentation|anaerobic respiration	GO:0006099|GO:0006096|GO:0009061|GO:0055114|GO:0006108|GO:0006113			1986	6,92E+01	3,39E+03	86,99	582,65		
P06959	glycolysis				dihydrolipoyllysine-residue acetyltransferase activity|transferase activity|acyltransferase activity		ODP2_ECOLI	P06959	C6EAU2	F1		curated	Dihydrolipoamide acetyltransferase (EC 2.3.1.12) (Pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase) (EC 2.3.1.12)	630	Y			cytoplasm		glycolysis	GO:0006096			16408	3,04E+02	8,02E+03	17,84	2785,78	0,38417	38417
P0A7B1	phosphorylation				transferase activity|polyphosphate kinase activity|nucleotide binding|kinase activity|ATP binding		PPK_ECOLI	P0A7B1	C6EKL0	F1		curated	Polyphosphate kinase (EC 2.7.4.1)	688	Y			cytosol::plasma membrane		phosphorylation	GO:0016310			533			0,14	7,02	0,010591	1059,1
P0AFM6	response to stress		response to heat				PSPA_ECOLI	P0AFM6	C6EFS8	F1		curated	Phage shock protein A, PspA (Regulatory protein for phage-shock-protein operon)	222	Y					response to heat|response to stress	GO:0006950|GO:0009408									
P0AFY8	negative regulation of DNA replication				DNA binding		SEQA_ECOLI	P0AFY8	C6EJP7	F1		curated	Regulatory protein for replication initiation (SeqA family protein)	181	Y					negative regulation of DNA replication	GO:0008156			1444	1,19E+01	1,22E+03	11,59	507,96	0,026038	2603,8
P0AFG8	oxidation-reduction process|glycolysis		acetyl-CoA biosynthetic process from pyruvate	lipoic acid binding|dihydrolipoyllysine-residue acetyltransferase activity	oxidoreductase activity|pyruvate dehydrogenase (acetyl-transferring) activity|metal ion binding		ODP1_ECOLI	P0AFG8	C6EAU3	F1		curated	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	887	Y			cytosol		oxidation-reduction process|glycolysis|acetyl-CoA biosynthetic process from pyruvate	GO:0006096|GO:0055114|GO:0006086			17442	8,47E+02	1,45E+04	47,33	3842,58	0,33982	33982
P0AGD7			protein targeting to membrane	GTP binding|GTPase activity	RNA binding|GTP binding|nucleotide binding		SRP54_ECOLI	P0AGD7	C6EJY2	F1		curated	Signal Recognition Particle (SRP) component with 4.5S RNA (Ffs) (Signal recognition particle protein)	453	Y	Y				protein targeting to membrane	GO:0006612			346	1,45E+00	3,59E+02	7,48	332,24		
P0CE48	translational elongation|response to antibiotic|translation				GTP binding|translation elongation factor activity|nucleotide binding		EFTU2_ECOLI	P0CE48	C6EE39	F1		curated	Elongation factor Tu	394	Y	Y				translational elongation|response to antibiotic|translation	GO:0046677|GO:0006412|GO:0006414			91672					0,91672	91672
P60785	translation		translational elongation	GTPase activity|translation elongation factor activity	hydrolase activity|GTP binding|nucleotide binding		LEPA_ECOLI	P60785	C6EK18	F1		curated	Elongation factor 4/GTP-binding protein LepA	599	Y			plasma membrane		translational elongation|translation	GO:0006412|GO:0006414			1266	5,19E+00	7,53E+02	8,28	366,63	0,02678	2678
P0ABF1	plasmid maintenance|mRNA processing|transcription, DNA-dependent		plasmid maintenance|mRNA processing|mRNA polyadenylation|RNA modification	polynucleotide adenylyltransferase activity|RNA binding	polynucleotide adenylyltransferase activity|RNA binding|transferase activity|nucleotide binding|ATP binding		PCNB_ECOLI	P0ABF1	C6EAE1	F1		curated	Poly(A) polymerase (EC 2.7.7.19)/RNA degradasome component/PAP I also localizes to the inner membrane during exponential growth	472	Y					plasmid maintenance|mRNA processing|mRNA polyadenylation|transcription, DNA-dependent|RNA modification	GO:0006397|GO:0006276|GO:0009451|GO:0006351|GO:0006378			426	4,92E-01	1,92E+02	0,39	18,96	0,010659	1065,9
P31119	metabolic process		fatty acid metabolic process|phospholipid biosynthetic process	long-chain fatty acid [acyl-carrier-protein] ligase activity|acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity|transferase activity|catalytic activity|nucleotide binding|ligase activity|acyltransferase activity|ATP binding|long-chain fatty acid [acyl-carrier-protein] ligase activity		AAS_ECOLI	P31119	C6EJ32	B			2-acyl-glycerophospho-ethanolamine acyltransferase (EC 2.3.1.40) (EC 6.2.1.20) (AMP-dependent synthetase and ligase)	719		Y		plasma membrane		fatty acid metabolic process|metabolic process|phospholipid biosynthetic process	GO:0008654|GO:0008152|GO:0006631									
P0AC75	lipopolysaccharide biosynthetic process		lipid A biosynthetic process	transferase activity	transferase activity		KDTA_ECOLI	P0AC75	C6EDF8	B			3-deoxy-D-manno-octulosonic-acid transferase (Three-deoxy-D-manno-octulosonic-acid transferase domain protein)	425		Y		plasma membrane		lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0009245			290	3,34E-01	1,53E+02			0,0042705	427,05
P0AGK1	ubiquinone biosynthetic process		ubiquinone biosynthetic process	transferase activity, transferring alkyl or aryl (other than methyl) groups|4-hydroxybenzoate octaprenyltransferase activity	transferase activity		UBIA_ECOLI	P0AGK1	C6EDY0	B			4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	290		Y				ubiquinone biosynthetic process	GO:0006744									
P77265	transport				hydrolase activity|xenobiotic-transporting ATPase activity|nucleotide binding|ATP binding		MDLA_ECOLI	P77265	C6EL15	B			ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	590		Y				transport	GO:0006810			75					0,00074814	74,814
P0AAG5	transport				hydrolase activity|xenobiotic-transporting ATPase activity|nucleotide binding|ATP binding		MDLB_ECOLI	P0AAG5	C6EL14	B			ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	593		Y				transport	GO:0006810			223					0,0022272	222,72
P29018	transport				nucleotide binding|ATP binding		CYDD_ECOLI	P29018	C6EI95	B			ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	588	Y	Y				transport	GO:0006810			323			0,28	13,75	0,0063273	632,73
P0AFP9	transport						YBHR_ECOLI	P0AFP9	C6EIZ0	B			ABC-2 type transporter (Predicted transporter subunit: membrane component of ABC superfamily)	368		Y				transport	GO:0006810									
Q47146	oxidation-reduction process|fatty acid metabolic process|lipid metabolic process				oxidoreductase activity		FADE_ECOLI	Q47146	C6EA67	B			Acyl-CoA dehydrogenase (EC 1.3.99.3) (Putative uncharacterized protein)	814	Y	Y				oxidation-reduction process|fatty acid metabolic process|lipid metabolic process	GO:0006631|GO:0055114|GO:0006629			247			0,17	8,47	0,004858	485,8
P0AEX3	transport				symporter activity		KGTP_ECOLI	P0AEX3	C6EJZ9	B			Alpha-ketoglutarate transporter (Metabolite/H+ symporter, major facilitator superfamily (MFS))	432		Y				transport	GO:0006810			392	1,68E+00	3,92E+02				
P15993	amino acid transport|transport						AROP_ECOLI	P15993	C6EAU5	B			Amino acid permease-associated region	456		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P25737	amino acid transport|transport						LYSP_ECOLI	P25737	C6EAF7	B			Amino acid permease-associated region (Lysine transporter)	489		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P27837	amino acid transport|transport						YIFK_ECOLI	P27837	C6EG16	B			Amino acid permease-associated region (Predicted transporter)	461		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P24177	transport						ACRD_ECOLI	P24177	C6EKP2	B			Aminoglycoside/multidrug efflux system (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1037		Y		plasma membrane		transport	GO:0006810									
P0ABN5	transport						DCUA_ECOLI	P0ABN5	C6ECY7	B			Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)	433		Y				transport	GO:0006810			136			2,98	136,13		
P23930					transferase activity|acyltransferase activity		LNT_ECOLI	P23930	C6EK38	B			Apolipoprotein N-acyltransferase	512		Y		plasma membrane		transferase activity|acyltransferase activity	GO:0008415|GO:0016740			99	4,68E-01	1,86E+02	0,26	12,79		
P0ABA0	transport|proton transport|ion transport|ATP biosynthetic process		ATP synthesis coupled proton transport				ATPF_ECOLI	P0ABA0	C6EG67	B			ATP synthase subunit b	156	Y	Y				transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811			4435	6,94E+00	8,92E+02	198,53	7978,89		
P0AAI3			proteolysis	manganese ion binding|CTPase activity|ATPase activity|zinc ion binding	metallopeptidase activity|hydrolase activity|peptidase activity|nucleotide binding|metal ion binding|ATP binding		FTSH_ECOLI	P0AAI3	C6EH49	B			ATP-dependent metalloprotease FtsH (EC 3.6.4.3)	647	Y	Y		plasma membrane	cell cycle::cell division	proteolysis	GO:0006508			1459	3,30E+00	5,79E+02	7,89	349,88	0,034483	3448,3
P0AFK4	transport		polyamine transport	polyamine-transporting ATPase activity			POTB_ECOLI	P0AFK4	C6EGW6	B			Binding-protein-dependent transport systems inner membrane component	285		Y				transport|polyamine transport	GO:0006810|GO:0015846									
P0AEF8	transport|protein transport|peptide transport		dipeptide transport	dipeptide transporter activity			DPPB_ECOLI	P0AEF8	C6EED7	B			Binding-protein-dependent transport systems inner membrane component (Dipeptide transporter)	339		Y		plasma membrane		dipeptide transport|transport|protein transport|peptide transport	GO:0006810|GO:0042938|GO:0015833|GO:0015031									
P31547	amino acid transport|transport						METI_ECOLI	P31547	C6EA86	B			Binding-protein-dependent transport systems inner membrane component (DL-methionine transporter subunit)	217		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P14176	amino acid transport|transport						PROW_ECOLI	P14176	C6EJU7	B			Binding-protein-dependent transport systems inner membrane component (Glycine betaine transporter subunit)	354		Y				amino acid transport|transport	GO:0006810|GO:0006865									
P0AFH2	transport|protein transport|peptide transport		tripeptide transport	tripeptide transporter activity|oligopeptide-transporting ATPase activity			OPPB_ECOLI	P0AFH2	C6EGM3	B			Binding-protein-dependent transport systems inner membrane component (Oligopeptide permease ABC transporter membrane protein)	306		Y				transport|protein transport|tripeptide transport|peptide transport	GO:0006810|GO:0042939|GO:0015833|GO:0015031			125			2,73	125,04		
P0AFH6	transport|protein transport|peptide transport						OPPC_ECOLI	P0AFH6	C6EFZ1	B			Binding-protein-dependent transport systems inner membrane component (Oligopeptide transporter subunit)	302		Y				transport|protein transport|peptide transport	GO:0006810|GO:0015833|GO:0015031			28			0,58	27,85		
P0AGH3	transport|protein transport|peptide transport						SAPB_ECOLI	P0AGH3	C6EFT9	B			Binding-protein-dependent transport systems inner membrane component (Predicted antimicrobial peptide transporter subunit)	321		Y				transport|protein transport|peptide transport	GO:0006810|GO:0015833|GO:0015031									
P75799	transport						GSID_ECOLI	P75799	C6EIV0	B			Binding-protein-dependent transport systems inner membrane component (Predicted peptide transporter subunit: membrane component of ABC superfamily)	303		Y				transport	GO:0006810									
P0AFK6	transport		polyamine transport	polyamine-transporting ATPase activity			POTC_ECOLI	P0AFK6	C6EGW7	B			Binding-protein-dependent transport systems inner membrane component (Spermidine/putrescine ABC transporter membrane protein)	264		Y		plasma membrane		transport|polyamine transport	GO:0006810|GO:0015846									
P0A830	carbohydrate transport|transport	L-aspartate transport|fumarate transport			symporter activity	succinate transmembrane transporter activity|fumarate transmembrane transporter activity|L-aspartate transmembrane transporter activity|malate:hydrogen symporter activity	DCTA_ECOLI	P0A830	C6EEF5	B			C4-dicarboxylate transport protein (Sodium:dicarboxylate symporter)	428		Y				L-aspartate transport|carbohydrate transport|transport|fumarate transport	GO:0015741|GO:0006810|GO:0008643|GO:0070778			83			1,78	83		
P0A6H8	phospholipid biosynthetic process			cardiolipin synthase activity	transferase activity		CLS_ECOLI	P0A6H8	C6EFY7	B			Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	486		Y				phospholipid biosynthetic process	GO:0008654									
P06282	phospholipid biosynthetic process				hydrolase activity|CDP-diacylglycerol diphosphatase activity		CDH_ECOLI	P06282	C6EEY0	B			CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	251		Y		plasma membrane		phospholipid biosynthetic process	GO:0008654									
P0ABF8	phospholipid biosynthetic process			CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	transferase activity|CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity		PGSA_ECOLI	P0ABF8	C6EBF0	B			CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthetase) (EC 2.7.8.5)	182		Y		plasma membrane		phospholipid biosynthetic process	GO:0008654			1285					0,01285	1285
P0ABG7	regulation of cell shape		regulation of cell shape				RODA_ECOLI	P0ABG7	C6EK59	B			Cell cycle protein (Cell wall shape-determining protein)	370		Y		plasma membrane	cell cycle	regulation of cell shape	GO:0008360									
P0A6S5	cell cycle|cell division		cell division				FTSB_ECOLI	P0A6S5	C6EJB9	B			Cell diviision protein FtsB (Septum formation initiator)	103		Y				cell cycle|cell division	GO:0051301|GO:0007049									
