Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein Length	UNTREATED	TREATED		GO Annotation			
PLSB_ECOLI	C6EDX9	F1	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	807	Y	Y		phospholipid biosynthetic process	C6EDX9	phospholipid biosynthetic process	GO:0008654
ACRB_ECOLI	C6E9Y2	B	Histidine kinase	949		Y		protein autophosphorylation|cellular response to osmotic stress|single-species biofilm formation|two-component signal transduction system (phosphorelay)|phosphorylation	C6E9Y2	protein autophosphorylation|cellular response to osmotic stress|single-species biofilm formation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0071470|GO:0000160|GO:0044010|GO:0046777
AMPM_ECOLI	C6EAB7	A	Methionine aminopeptidase (EC 3.4.11.18)	264	Y			protein initiator methionine removal	C6EAB7	protein initiator methionine removal	GO:0070084
ACRB_ECOLI	C6ECM9	B	Predicted transporter (Sodium:dicarboxylate symporter)	463	Y	Y		transport	C6ECM9	transport	GO:0006810
FTSZ_ECOLI	C6EAW0	F1	Cell division protein ftsZ	383	Y	Y		protein polymerization|barrier septum formation|cell cycle|cell division	C6EAW0	protein polymerization|barrier septum formation|cell cycle|cell division	GO:0051258|GO:0051301|GO:0000917|GO:0007049
ACRB_ECOLI	C6E9S3	B	NADH-quinone oxidoreductase subunit K (EC 1.6.99.5) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	100	Y	Y		oxidation-reduction process|transport|anaerobic respiration	C6E9S3	oxidation-reduction process|transport|anaerobic respiration	GO:0006810|GO:0009061|GO:0055114
ACRB_ECOLI	C6EK59	B	Cell cycle protein (Cell wall shape-determining protein)	370		Y		regulation of cell shape	C6EK59	regulation of cell shape	GO:0008360
ACRB_ECOLI	C6EF64	B	Predicted recombination limiting protein (Putative uncharacterized protein)	475		Y		DNA recombination	C6EF64	DNA recombination	GO:0006310
LACI_ECOLI	C6EJI7	A	Transcriptional regulator, LacI family	363	Y	Y		regulation of transcription, DNA-dependent|transcription, DNA-dependent	C6EJI7	regulation of transcription, DNA-dependent|transcription, DNA-dependent	GO:0006355|GO:0006351
ACRB_ECOLI	C6EA06	B	Cytochrome C biogenesis protein (Heme lyase, CcmH subunit)	350		Y		cytochrome complex assembly	C6EA06	cytochrome complex assembly	GO:0017004
GATD_ECOLI	C6EAL9	A	Alcohol dehydrogenase GroES domain protein (Galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding) (EC 1.1.1.251)	346	Y			oxidation-reduction process|galactitol catabolic process|galactitol metabolic process	C6EAL9	oxidation-reduction process|galactitol catabolic process|galactitol metabolic process	GO:0019402|GO:0055114|GO:0019404
ACRB_ECOLI	C6EEJ2	B	Phosphate transporter (Phosphate transporter, low-affinity)	499		Y		transport|phosphate transport	C6EEJ2	transport|phosphate transport	GO:0006810|GO:0006817
ACRB_ECOLI	C6EAL8	B	Galactitol-specific enzyme IIC component of PTS (PTS system, galactitol-specific IIC subunit)	451	Y	Y		carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|galactitol metabolic process	C6EAL8	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|galactitol metabolic process	GO:0006810|GO:0008643|GO:0019402|GO:0009401
ACRB_ECOLI	C6EGX4	B	Lipoprotein releasing system, transmembrane protein LolE	412	Y	Y		transport|lipoprotein transport	C6EGX4	transport|lipoprotein transport	GO:0006810|GO:0042953
TALB_ECOLI	C6EBG1	A	Transaldolase (EC 2.2.1.2)	317	Y			pentose-phosphate shunt	C6EBG1	pentose-phosphate shunt	GO:0006098
ACRB_ECOLI	C6EC00	B	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	293		Y		proteolysis|response to temperature stimulus|response to stress	C6EC00	proteolysis|response to temperature stimulus|response to stress	GO:0006508|GO:0006950|GO:0009266
ACRB_ECOLI	C6EJB9	B	Cell diviision protein FtsB (Septum formation initiator)	103		Y		cell cycle|cell division	C6EJB9	cell cycle|cell division	GO:0051301|GO:0007049
PLSX_ECOLI	C6EHC4	A	Fatty acid/phospholipid synthesis protein PlsX	346		Y		phospholipid biosynthetic process	C6EHC4	phospholipid biosynthetic process	GO:0008654
SUCC_ECOLI	C6EJL0	A	Succinyl-CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta)	388	Y			tricarboxylic acid cycle	C6EJL0	tricarboxylic acid cycle	GO:0006099
ACRB_ECOLI	C6EGR0	B	Sulfate transporter	550		Y		transport	C6EGR0	transport	GO:0006810
ACRB_ECOLI	C6EJ86	B	Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	918		Y		transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	C6EJ86	transcription, DNA-dependent|regulation of transcription, DNA-dependent|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0006355|GO:0006351
SUCD_ECOLI	C6EJK9	A	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5)	289	Y			tricarboxylic acid cycle	C6EJK9	tricarboxylic acid cycle	GO:0006099
HEMG_ECOLI	C6EF48	A	Protoporphyrin oxidase, flavoprotein (EC 1.3.3.4) (Protoporphyrinogen oxidase) (EC 1.3.3.4)	181	Y	Y		oxidation-reduction process|heme biosynthetic process|porphyrin biosynthetic process	C6EF48	oxidation-reduction process|heme biosynthetic process|porphyrin biosynthetic process	GO:0055114|GO:0006783|GO:0006779
FTSA_ECOLI	C6EAW1	F1	Cell division protein (Cell division protein FtsA)	420	Y	Y		regulation of cell shape|cell cycle|cell division|cytokinesis	C6EAW1	regulation of cell shape|cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049|GO:0008360
ACRB_ECOLI	C6EB69	B	Amino acid permease-associated region (Predicted amino-acid transporter)	452		Y		amino acid transport|transport	C6EB69	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EG16	B	Amino acid permease-associated region (Predicted transporter)	461		Y		amino acid transport|transport	C6EG16	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EG98	B	Inner membrane protein oxaA	548	Y	Y		protein insertion into membrane	C6EG98	protein insertion into membrane	GO:0051205
ACRB_ECOLI	C6EJL5	B	Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	115		Y		cytochrome complex assembly|transport|electron transport chain|tricarboxylic acid cycle|aerobic respiration	C6EJL5	cytochrome complex assembly|transport|electron transport chain|tricarboxylic acid cycle|aerobic respiration	GO:0006099|GO:0006810|GO:0022900|GO:0017004|GO:0009060
PNP_ECOLI	C6EH61	F1	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	711	Y			response to stress	C6EH61	response to stress	GO:0006950
ACRB_ECOLI	C6EI68	B	Fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component (Lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA)	582	Y	Y		transport|lipid transport	C6EI68	transport|lipid transport	GO:0006810|GO:0006869
HTPG_ECOLI	C6EKZ1	F1	Chaperone protein htpG (Heat shock protein htpG) (High temperature protein G)	624	Y			protein folding|response to heat|response to stress	C6EKZ1	protein folding|response to heat|response to stress	GO:0006457|GO:0006950|GO:0009408
ACON2_ECOLI	C6EAT9	A	Aconitate hydratase 2 (EC 4.2.1.3)	865	Y			propionate catabolic process, 2-methylcitrate cycle|tricarboxylic acid cycle|regulation of translation	C6EAT9	propionate catabolic process, 2-methylcitrate cycle|tricarboxylic acid cycle|regulation of translation	GO:0006099|GO:0006417|GO:0019629
G3P1_ECOLI	C6EC50	A	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase, type I) (EC 1.2.1.12)	331	Y			oxidation-reduction process|glycolysis	C6EC50	oxidation-reduction process|glycolysis	GO:0006096|GO:0055114
ACRB_ECOLI	C6E9U3	B	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	550		Y		response to iron(III) ion|lipid A biosynthetic process|lipid biosynthetic process|lipopolysaccharide biosynthetic process	C6E9U3	response to iron(III) ion|lipid A biosynthetic process|lipid biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0010041|GO:0009245|GO:0008610
ACRB_ECOLI	C6EDN9	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with RstA)	433		Y		protein autophosphorylation|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	C6EDN9	protein autophosphorylation|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0046777
DHSA_ECOLI	C6EJL4	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	588	Y	Y		oxidation-reduction process|transport|tricarboxylic acid cycle|electron transport chain|aerobic respiration	C6EJL4	oxidation-reduction process|transport|tricarboxylic acid cycle|electron transport chain|aerobic respiration	GO:0006810|GO:0006099|GO:0022900|GO:0009060|GO:0055114
ACRB_ECOLI	C6EJN9	B	Osmosensitive K channel His kinase sensor	894	Y	Y		two-component signal transduction system (phosphorelay)|phosphorylation	C6EJN9	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160
ACRB_ECOLI	C6EC90	B	Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	366		Y		transport|lipopolysaccharide transport	C6EC90	transport|lipopolysaccharide transport	GO:0006810|GO:0015920
RL4_ECOLI	C6EGE7	A	50S ribosomal protein L4	201	Y			response to antibiotic|regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcription termination, DNA-dependent|regulation of translation	C6EGE7	response to antibiotic|regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcription termination, DNA-dependent|regulation of translation	GO:0046677|GO:0006353|GO:0006355|GO:0006351|GO:0006417
ACRB_ECOLI	C6EDJ3	B	Fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (PTS system, mannitol-specific IIC subunit)	637	Y	Y		carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	C6EDJ3	carbohydrate transport|transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|phosphorylation	GO:0006810|GO:0016310|GO:0008643|GO:0009401
ACRB_ECOLI	C6EFP1	B	Mg2 transporter protein CorA family protein (Zinc transporter)	327	Y	Y		transport|ion transport	C6EFP1	transport|ion transport	GO:0006810|GO:0006811
ACRB_ECOLI	C6EFT9	B	Binding-protein-dependent transport systems inner membrane component (Predicted antimicrobial peptide transporter subunit)	321		Y		transport|protein transport|peptide transport	C6EFT9	transport|protein transport|peptide transport	GO:0006810|GO:0015833|GO:0015031
ACRB_ECOLI	C6ED85	B	Putative uncharacterized protein yidE (YidE/YbjL duplication)	553		Y		transport	C6ED85	transport	GO:0006810
PROQ_ECOLI	C6EBZ8	A	ProQ activator of osmoprotectant transporter ProP (Putative solute/DNA competence effector)	232	Y	Y		positive regulation of transport	C6EBZ8	positive regulation of transport	GO:0051050
RNE_ECOLI	C6EHC9	F1	Fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	1061	Y	Y		RNA catabolic process	C6EHC9	RNA catabolic process	GO:0006401
ACRB_ECOLI	C6EFY7	B	Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	486		Y		phospholipid biosynthetic process	C6EFY7	phospholipid biosynthetic process	GO:0008654
CISY_ECOLI	C6EJL8	A	Citrate synthase (EC 2.3.3.1)	427	Y			tricarboxylic acid cycle|metabolic process	C6EJL8	tricarboxylic acid cycle|metabolic process	GO:0006099|GO:0008152
RPOE_ECOLI	C6EK14	F1	RNA polymerase sigma factor	191	Y			regulation of transcription, DNA-dependent|transcription, DNA-dependent|response to stress	C6EK14	regulation of transcription, DNA-dependent|transcription, DNA-dependent|response to stress	GO:0006355|GO:0006950|GO:0006351
RS14_ECOLI	C6EGF9	A	30S ribosomal protein S14 (Ribosomal protein S14)	101	Y	Y		translation	C6EGF9	translation	GO:0006412
ACRB_ECOLI	C6EHW7	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with QseB) (EC 2.7.3.-)	449		Y		two-component signal transduction system (phosphorelay)|phosphorylation	C6EHW7	two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160
ACRB_ECOLI	C6EF60	B	Twin arginate translocase protein A (Twin-arginine translocation protein, TatA/E family subunit)	89	Y	Y		transport|protein transport|transmembrane transport	C6EF60	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031
FADI_ECOLI	C6ELB2	A	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	436	Y	Y		fatty acid metabolic process|lipid catabolic process|lipid metabolic process	C6ELB2	fatty acid metabolic process|lipid catabolic process|lipid metabolic process	GO:0016042|GO:0006631|GO:0006629
MUKB_ECOLI	C6EI58	A	Chromosome partition protein mukB (Structural maintenance of chromosome-related protein)	1486	Y	Y		chromosome segregation|chromosome condensation|cell cycle|cell division	C6EI58	chromosome segregation|chromosome condensation|cell cycle|cell division	GO:0030261|GO:0007059|GO:0051301|GO:0007049
ACRB_ECOLI	C6EK19	B	Signal peptidase I (EC 3.4.21.89)	324	Y	Y		proteolysis|protein processing	C6EK19	proteolysis|protein processing	GO:0006508|GO:0016485
RSMC_ECOLI	C6EBK1	A	16S ribosomal RNA m2G1207 methyltransferase (EC 2.1.1.52) (rRNA (Guanine-N(2)-)-methyltransferase) (EC 2.1.1.52)	343	Y			rRNA base methylation|methylation|rRNA processing|rRNA methylation	C6EBK1	rRNA base methylation|methylation|rRNA processing|rRNA methylation	GO:0031167|GO:0032259|GO:0006364|GO:0070475
RS21_ECOLI	C6EHT0	A	30S ribosomal protein S21	71	Y	Y		translation	C6EHT0	translation	GO:0006412
ACRB_ECOLI	C6EGZ7	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	355		Y		cellular response to misfolded protein	C6EGZ7	cellular response to misfolded protein	GO:0071218
ACRB_ECOLI	C6EGP2	B	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	598		Y		nitrate assimilation|two-component signal transduction system (phosphorelay)|phosphorylation	C6EGP2	nitrate assimilation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0042128|GO:0016310|GO:0000160
ACRB_ECOLI	C6EDY0	B	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	290		Y		ubiquinone biosynthetic process	C6EDY0	ubiquinone biosynthetic process	GO:0006744
ACRB_ECOLI	C6EJK5	B	Cytochrome bd ubiquinol oxidase subunit I (Cytochrome d terminal oxidase, subunit I) (EC 1.9.3.-)	522	Y	Y		oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	C6EJK5	oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114
ARCA_ECOLI	C6EBH0	A	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA (Two component transcriptional regulator, winged helix family)	238	Y			regulation of transcription, DNA-dependent|transcription, DNA-dependent|two-component signal transduction system (phosphorelay)	C6EBH0	regulation of transcription, DNA-dependent|transcription, DNA-dependent|two-component signal transduction system (phosphorelay)	GO:0000160|GO:0006355|GO:0006351
ATPB_ECOLI	C6EG71	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	460	Y	Y		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	C6EG71	transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811
ACRB_ECOLI	C6E9Y8	B	Cyclic peptide transporter (Fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component)	547		Y		response to antibiotic|transport|peptide transport	C6E9Y8	response to antibiotic|transport|peptide transport	GO:0046677|GO:0006810|GO:0015833
ACRB_ECOLI	C6EDG8	B	Lipid A-core, surface polymer ligase (O-antigen polymerase)	417		Y		lipopolysaccharide core region biosynthetic process|lipopolysaccharide biosynthetic process	C6EDG8	lipopolysaccharide core region biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0009244
HRPA_ECOLI	C6EEV0	A	ATP-dependent helicase HrpA	1300	Y			mRNA processing	C6EEV0	mRNA processing	GO:0006397
GRPE_ECOLI	C6EJX9	A	Protein grpE (HSP-70 cofactor)	197	Y			response to heat|protein unfolding|response to stress	C6EJX9	response to heat|protein unfolding|response to stress	GO:0006950|GO:0009408|GO:0043335
ACRB_ECOLI	C6ED10	B	Predicted metal dependent hydrolase (Sulfatase)	547	Y	Y		response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	C6ED10	response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0046677|GO:0009103|GO:0008610|GO:0009245
RFAQ_ECOLI	C6EDF9	A	Lipopolysaccharide heptosyltransferase III	340		Y		lipopolysaccharide biosynthetic process	C6EDF9	lipopolysaccharide biosynthetic process	GO:0009103
PDXH_ECOLI	C6EDK7	A	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (Pyridoxal 5'-phosphate synthase)	218	Y			oxidation-reduction process|pyridoxine biosynthetic process|pyridoxal 5'-phosphate salvage	C6EDK7	oxidation-reduction process|pyridoxine biosynthetic process|pyridoxal 5'-phosphate salvage	GO:0008615|GO:0009443|GO:0055114
